,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2005,1,16,6,,,,85.0,,,,72.0,,9973.0,,,190.0,,,250,-9999.0,-9999.0,-9999.0
2005,1,16,12,,,,76.0,,,,54.0,,9998.0,,,200.0,,,200,-9999.0,-9999.0,-9999.0
2005,1,16,18,,,,78.0,,,,45.0,,9962.0,,,190.0,,,220,-9999.0,-9999.0,-9999.0
2005,1,17,0,,,,84.0,,,,45.0,,9908.0,,,190.0,,,280,-9999.0,-9999.0,-9999.0
2005,1,17,6,,,,69.0,,,,46.0,,9878.0,,,200.0,,,240,-9999.0,-9999.0,-9999.0
2005,1,17,12,,,,67.0,,,,43.0,,9857.0,,,210.0,,,190,-9999.0,-9999.0,-9999.0
2005,1,17,18,,,,60.0,,,,22.0,,9813.0,,,200.0,,,210,-9999.0,-9999.0,-9999.0
2005,1,18,0,,,,47.0,,,,13.0,,9794.0,,,230.0,,,150,-9999.0,-9999.0,-9999.0
2005,1,18,6,,,,33.0,,,-31.0,,9799.0,,,170.0,,,100.0,-9999,-9999.0,-9999.0,
2005,1,18,12,,,,30.0,,,-30.0,,9801.0,,,150.0,,,,50,-9999.0,-9999.0,-9999.0
2005,1,18,18,,,,22.0,,,-15.0,,9825.0,,,170.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,19,6,,,,28.0,,,-29.0,,9863.0,,,160.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,19,18,,,,26.0,,,-21.0,,9858.0,,,170.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,20,0,,,,19.0,,,-37.0,,9706.0,,,110.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,20,6,,,,33.0,,,-14.0,,9677.0,,,120.0,,,,40,-9999.0,-9999.0,-9999.0
2005,1,22,0,,,,16.0,,,,-6.0,10063.0,,,350.0,,,160.0,-9999,-9999.0,-9999.0,
2005,1,22,6,,,,21.0,,,-26.0,10088.0,,,360.0,,,130.0,-9999.0,-9999,-9999.0,,
2005,1,22,12,,,,28.0,,,-36.0,10124.0,,,,10.0,,,110.0,-9999,-9999.0,-9999.0,
2005,1,22,18,,,,18.0,,,-15.0,10148.0,,,360.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,1,23,0,,,,,8.0,,,-15.0,10122.0,,,300.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,23,6,,,,,7.0,,,-23.0,10130.0,,,100.0,,,190.0,-9999,-9999.0,-9999.0,
2005,1,23,12,,,,14.0,,,-33.0,10169.0,,,230.0,,,200.0,-9999.0,-9999,-9999.0,,
2005,1,23,18,,,,20.0,,,-30.0,10224.0,,,,80.0,,,200.0,-9999,-9999.0,-9999.0,
2005,1,24,0,,,,22.0,,,-31.0,10273.0,,,,50.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,24,6,,,,23.0,,,-38.0,10292.0,,,270.0,,,140.0,-9999.0,-9999,-9999.0,,
2005,1,24,12,,,,,8.0,,,-14.0,-9999.0,,,360.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,24,18,,,,22.0,,,-18.0,10322.0,,,280.0,,,,20.0,-9999,-9999.0,-9999.0,
2005,1,25,0,,,,19.0,,,-18.0,-9999.0,,,280.0,,,,20.0,-9999,-9999.0,-9999.0,
2005,1,25,6,,,,20.0,,,-13.0,10308.0,,,280.0,,,,20.0,-9999,-9999.0,-9999.0,
2005,1,25,12,,,,24.0,,,-42.0,10308.0,,,290.0,,,,90.0,-9999,-9999.0,-9999.0,
2005,1,25,18,,,,18.0,,,-20.0,10297.0,,,250.0,,,,90.0,-9999,-9999.0,-9999.0,
2005,1,26,12,,,,45.0,,,,-8.0,10323.0,,,250.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,26,18,,,,23.0,,,,14.0,10291.0,,,250.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,27,0,,,,65.0,,,,50.0,10265.0,,,190.0,,,,70,-9999.0,-9999.0,-9999.0
2005,1,27,6,,,,54.0,,,,40.0,10234.0,,,190.0,,,130.0,-9999,-9999.0,-9999.0,
2005,1,27,12,,,,47.0,,,,39.0,10210.0,,,190.0,,,,40,-9999.0,-9999.0,-9999.0
2005,1,27,18,,,,50.0,,,,41.0,10170.0,,,190.0,,,,70,-9999.0,-9999.0,-9999.0
2005,1,28,0,,,,53.0,,,,42.0,10175.0,,,190.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,28,6,,,,60.0,,,,40.0,10179.0,,,190.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,28,12,,,,57.0,,,,32.0,10191.0,,,190.0,,,,80,-9999.0,-9999.0,-9999.0
2005,1,29,12,,,,63.0,,,,40.0,-9999.0,,,190.0,,,,90,-9999.0,-9999.0,-9999.0
2005,1,30,0,,,,67.0,,,,62.0,10138.0,,,,80.0,,,160,-9999.0,-9999.0,-9999.0
2005,1,30,6,,,,69.0,,,,59.0,10104.0,,,,90.0,,,170,-9999.0,-9999.0,-9999.0
2005,1,30,12,,,,69.0,,,,65.0,10061.0,,,,90.0,,,200,-9999.0,-9999.0,-9999.0
2005,1,30,18,,,,46.0,,,,,9.0,10065.0,,,220.0,,,160,-9999.0,-9999.0,-9999.0
2005,1,31,0,,,,26.0,,,-22.0,10097.0,,,210.0,,,160.0,-9999.0,-9999,-9999.0,,
2005,1,31,6,,,,43.0,,,,-9.0,10108.0,,,240.0,,,140.0,-9999,-9999.0,-9999.0,
2005,1,31,12,,,,26.0,,,,-1.0,10131.0,,,250.0,,,170.0,-9999,-9999.0,-9999.0,
2005,1,31,18,,,,35.0,,,-11.0,10159.0,,,240.0,,,170.0,-9999.0,-9999,-9999.0,,
2005,2,1,0,,,,29.0,,,,-1.0,10204.0,,,220.0,,,150.0,-9999,-9999.0,-9999.0,
2005,2,1,18,,,,45.0,,,,40.0,10218.0,,,190.0,,,100.0,-9999,-9999.0,-9999.0,
2005,2,2,0,,,,62.0,,,,46.0,10212.0,,,270.0,,,100.0,-9999,-9999.0,-9999.0,
2005,2,2,6,,,,55.0,,,,49.0,10215.0,,,210.0,,,,20,-9999.0,-9999.0,-9999.0
2005,2,2,12,,,,60.0,,,,52.0,10230.0,,,200.0,,,,40,-9999.0,-9999.0,-9999.0
2005,2,2,18,,,,67.0,,,,47.0,10226.0,,,200.0,,,100.0,-9999,-9999.0,-9999.0,
2005,2,3,0,,,,66.0,,,,58.0,10208.0,,,200.0,,,190.0,-9999,-9999.0,-9999.0,
2005,2,3,6,,,,68.0,,,,53.0,10224.0,,,210.0,,,110.0,-9999,-9999.0,-9999.0,
2005,2,3,12,,,,69.0,,,,48.0,10232.0,,,200.0,,,140.0,-9999,-9999.0,-9999.0,
2005,2,3,18,,,,66.0,,,,39.0,10188.0,,,190.0,,,180.0,-9999,-9999.0,-9999.0,
2005,2,4,0,,,,69.0,,,,49.0,10122.0,,,180.0,,,230.0,-9999,-9999.0,-9999.0,
2005,2,4,6,,,,71.0,,,,57.0,10118.0,,,200.0,,,210.0,-9999,-9999.0,-9999.0,
2005,2,4,12,,,,64.0,,,,29.0,10148.0,,,210.0,,,170.0,-9999,-9999.0,-9999.0,
2005,2,4,18,,,,55.0,,,,30.0,10144.0,,,200.0,,,,90,-9999.0,-9999.0,-9999.0
2005,2,5,6,,,,52.0,,,,43.0,10092.0,,,290.0,,,,50,-9999.0,-9999.0,-9999.0
2005,2,6,0,,,,67.0,,,,30.0,10215.0,,,180.0,,,120.0,-9999,-9999.0,-9999.0,
2005,2,6,6,,,,59.0,,,,21.0,10247.0,,,180.0,,,,60,-9999.0,-9999.0,-9999.0
2005,2,7,0,,,,38.0,,,-21.0,10262.0,,,170.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,2,7,6,,,,46.0,,,-31.0,10227.0,,,170.0,,,100.0,-9999.0,-9999,-9999.0,,
2005,2,7,12,,,,50.0,,,,-1.0,10217.0,,,180.0,,,170.0,-9999,-9999.0,-9999.0,
2005,2,7,18,,,,41.0,,,,-4.0,10193.0,,,190.0,,,150.0,-9999,-9999.0,-9999.0,
2005,2,8,0,,,,41.0,,,-45.0,10165.0,,,170.0,,,170.0,-9999.0,-9999,-9999.0,,
2005,2,8,6,,,,57.0,,,-15.0,10133.0,,,180.0,,,240.0,-9999.0,-9999,-9999.0,,
2005,2,8,12,,,,55.0,,,,-8.0,10137.0,,,170.0,,,220.0,-9999,-9999.0,-9999.0,
2005,2,9,0,,,,59.0,,,,11.0,10070.0,,,180.0,,,260.0,-9999,-9999.0,-9999.0,
2005,2,9,6,,,,54.0,,,,23.0,10019.0,,,180.0,,,260.0,-9999,-9999.0,-9999.0,
2005,2,9,12,,,,58.0,,,,30.0,10010.0,,,180.0,,,230.0,-9999,-9999.0,-9999.0,
2005,2,9,18,,,,73.0,,,,37.0,,9953.0,,,190.0,,,270,-9999.0,-9999.0,-9999.0
2005,2,10,0,,,,43.0,,,,32.0,,9857.0,,,200.0,,,220,-9999.0,-9999.0,-9999.0
2005,2,10,18,,,,40.0,,,-31.0,,9933.0,,,280.0,,,120.0,-9999,-9999.0,-9999.0,
2005,2,11,0,,,,26.0,,,-24.0,10007.0,,,280.0,,,130.0,-9999.0,-9999,-9999.0,,
2005,2,11,6,,,,30.0,,,-21.0,10043.0,,,240.0,,,150.0,-9999.0,-9999,-9999.0,,
2005,2,11,18,,,,28.0,,,,15.0,10033.0,,,200.0,,,,70,-9999.0,-9999.0,-9999.0
2005,2,12,0,,,,36.0,,,,23.0,,9998.0,,,200.0,,,130,-9999.0,-9999.0,-9999.0
2005,2,12,6,,,,22.0,,,,12.0,,9951.0,,,210.0,,,110,-9999.0,-9999.0,-9999.0
2005,2,13,12,,,,29.0,,,-39.0,10030.0,,,360.0,,,170.0,-9999.0,-9999,-9999.0,,
2005,2,14,6,,,,21.0,,,,-5.0,10079.0,,,,40.0,,,150,-9999.0,-9999.0,-9999.0
2005,2,14,12,,,,24.0,,,-28.0,10126.0,,,,40.0,,,160.0,-9999,-9999.0,-9999.0,
2005,2,14,18,,,,13.0,,,-40.0,10179.0,,,,40.0,,,110.0,-9999,-9999.0,-9999.0,
2005,2,15,6,,,,-1.0,,,-53.0,10247.0,,,,70.0,,,110.0,-9999,-9999.0,-9999.0,
2005,2,15,12,,,,16.0,,,-78.0,10268.0,,,270.0,,,,10.0,-9999,-9999.0,-9999.0,
2005,2,15,18,,,,,8.0,,,-93.0,10279.0,,,180.0,,,,40,-9999.0,-9999.0,-9999.0
2005,2,16,0,,,,13.0,,,-71.0,10267.0,,,180.0,,,,90.0,-9999,-9999.0,-9999.0,
2005,2,16,6,,,,28.0,,,-31.0,10222.0,,,180.0,,,170.0,-9999.0,-9999,-9999.0,,
2005,2,16,12,,,,25.0,,,-25.0,10180.0,,,180.0,,,220.0,-9999.0,-9999,-9999.0,,
2005,2,16,18,,,,29.0,,,,-9.0,10144.0,,,170.0,,,240.0,-9999,-9999.0,-9999.0,
2005,2,17,0,,,,30.0,,,,,5.0,10153.0,,,180.0,,,190,-9999.0,-9999.0,-9999.0
2005,2,17,6,,,,42.0,,,,24.0,10160.0,,,190.0,,,140.0,-9999,-9999.0,-9999.0,
2005,2,17,12,,,,49.0,,,,25.0,10171.0,,,200.0,,,100.0,-9999,-9999.0,-9999.0,
2005,2,17,18,,,,58.0,,,,37.0,10125.0,,,200.0,,,170.0,-9999,-9999.0,-9999.0,
2005,2,18,0,,,,61.0,,,,38.0,10035.0,,,200.0,,,230.0,-9999,-9999.0,-9999.0,
2005,2,18,6,,,,50.0,,,,36.0,-9999.0,,,270.0,,,130.0,-9999,-9999.0,-9999.0,
2005,2,19,6,,,,35.0,,,-18.0,10054.0,,,360.0,,,110.0,-9999.0,-9999,-9999.0,,
2005,2,19,18,,,,24.0,,,,-9.0,10115.0,,,,30.0,,,140,-9999.0,-9999.0,-9999.0
2005,2,20,6,,,,20.0,,,,-1.0,10149.0,,,,50.0,,,140,-9999.0,-9999.0,-9999.0
2005,2,20,12,,,,,9.0,,,-11.0,10173.0,,,,20.0,,,130,-9999.0,-9999.0,-9999.0
2005,2,20,18,,,,12.0,,,-25.0,10175.0,,,,50.0,,,,80,-9999.0,-9999.0,-9999.0
2005,2,21,12,,,,31.0,,,-71.0,10263.0,,,,50.0,,,,20,-9999.0,-9999.0,-9999.0
2005,2,22,0,,,,14.0,,,-47.0,10312.0,,,,70.0,,,,20,-9999.0,-9999.0,-9999.0
2005,2,22,12,,,,11.0,,,-57.0,10297.0,,,,70.0,,,,80,-9999.0,-9999.0,-9999.0
2005,2,22,18,,,,10.0,,,-74.0,10302.0,,,,80.0,,,,30,-9999.0,-9999.0,-9999.0
2005,2,23,0,,,,,0.0,,-104.0,10310.0,,,,70.0,,,,30,-9999.0,-9999.0,-9999.0
2005,2,23,6,,,,-4.0,,,-95.0,10326.0,,,110.0,,,,30.0,-9999,-9999.0,-9999.0,
2005,2,23,12,,,,27.0,,,-88.0,10346.0,,,,60.0,,,,10,-9999.0,-9999.0,-9999.0
2005,2,24,0,,,,-5.0,,,-71.0,10326.0,,,,70.0,,,,40,-9999.0,-9999.0,-9999.0
2005,2,24,6,,,,-5.0,,,-73.0,10306.0,,,,70.0,,,,30,-9999.0,-9999.0,-9999.0
2005,2,24,12,,,,15.0,,,-89.0,10305.0,,,100.0,,,,10.0,-9999,-9999.0,-9999.0,
2005,2,25,0,,,,20.0,,,-39.0,10302.0,,,180.0,,,,10.0,-9999,-9999.0,-9999.0,
2005,2,25,6,,,,16.0,,,-28.0,10280.0,,,300.0,,,,10.0,-9999,-9999.0,-9999.0,
2005,2,26,0,,,,34.0,,,-34.0,10259.0,,,,60.0,,,130.0,-9999,-9999.0,-9999.0,
2005,2,26,6,,,,27.0,,,-24.0,10263.0,,,,50.0,,,110.0,-9999,-9999.0,-9999.0,
2005,2,26,12,,,,27.0,,,-69.0,10289.0,,,,50.0,,,,90,-9999.0,-9999.0,-9999.0
2005,2,26,18,,,,10.0,,,-62.0,10303.0,,,,60.0,,,120.0,-9999,-9999.0,-9999.0,
2005,2,27,6,,,,,6.0,,,-65.0,10318.0,,,190.0,,,,10,-9999.0,-9999.0,-9999.0
2005,2,27,12,,,,12.0,,,-41.0,10311.0,,,200.0,,,,80.0,-9999,-9999.0,-9999.0,
2005,2,27,18,,,,11.0,,,-13.0,10263.0,,,190.0,,,100.0,-9999.0,-9999,-9999.0,,
2005,2,28,0,,,,20.0,,,,-3.0,10191.0,,,180.0,,,100.0,-9999,-9999.0,-9999.0,
2005,3,1,18,,,,-9.0,,,-65.0,10046.0,,,240.0,,,,20.0,-9999,-9999.0,-9999.0,
2005,3,2,0,,,-15.0,,,-63.0,10062.0,,,170.0,,,,60.0,-9999.0,-9999,-9999.0,,
2005,3,2,6,,,-23.0,,,-75.0,10073.0,,,160.0,,,,70.0,-9999.0,-9999,-9999.0,,
2005,3,2,12,,,-11.0,,,-48.0,10084.0,,,180.0,,,,90.0,-9999.0,-9999,-9999.0,,
2005,3,2,18,,,,-8.0,,,-41.0,10091.0,,,200.0,,,150.0,-9999.0,-9999,-9999.0,,
2005,3,3,0,,,,-1.0,,,-40.0,10125.0,,,170.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,3,4,12,,,,26.0,,,-15.0,,9967.0,,,240.0,,,,60,-9999.0,-9999.0,-9999.0
2005,3,4,18,,,,17.0,,,-20.0,,9995.0,,,150.0,,,,40,-9999.0,-9999.0,-9999.0
2005,3,5,0,,,,17.0,,,-26.0,10049.0,,,,70.0,,,,40,-9999.0,-9999.0,-9999.0
2005,3,5,6,,,,15.0,,,-31.0,10110.0,,,,80.0,,,,50,-9999.0,-9999.0,-9999.0
2005,3,5,12,,,,31.0,,,-29.0,10181.0,,,190.0,,,,50.0,-9999,-9999.0,-9999.0,
2005,3,5,18,,,,33.0,,,-25.0,10223.0,,,190.0,,,,70.0,-9999,-9999.0,-9999.0,
2005,3,6,12,,,,41.0,,,,31.0,10216.0,,,200.0,,,100.0,-9999,-9999.0,-9999.0,
2005,3,6,18,,,,42.0,,,,36.0,10209.0,,,280.0,,,,50,-9999.0,-9999.0,-9999.0
2005,3,7,0,,,,38.0,,,,30.0,10216.0,,,310.0,,,,30,-9999.0,-9999.0,-9999.0
2005,3,7,6,,,,33.0,,,,19.0,10204.0,,,320.0,,,,40,-9999.0,-9999.0,-9999.0
2005,3,7,12,,,,46.0,,,,26.0,10202.0,,,320.0,,,,20,-9999.0,-9999.0,-9999.0
2005,3,8,6,,,,35.0,,,,24.0,10201.0,,,330.0,,,,80,-9999.0,-9999.0,-9999.0
2005,3,8,12,,,,44.0,,,,21.0,10192.0,,,320.0,,,,60,-9999.0,-9999.0,-9999.0
2005,3,8,18,,,,41.0,,,,15.0,10211.0,,,,40.0,,,100,-9999.0,-9999.0,-9999.0
2005,3,9,0,,,,31.0,,,-28.0,10250.0,,,,60.0,,,120.0,-9999,-9999.0,-9999.0,
2005,3,9,6,,,,33.0,,,-29.0,10271.0,,,,40.0,,,,50,-9999.0,-9999.0,-9999.0
2005,3,9,12,,,,45.0,,,-31.0,10287.0,,,190.0,,,,40.0,-9999,-9999.0,-9999.0,
2005,3,9,18,,,,44.0,,,-28.0,10274.0,,,190.0,,,120.0,-9999.0,-9999,-9999.0,,
2005,3,10,0,,,,34.0,,,,,9.0,10245.0,,,200.0,,,160,-9999.0,-9999.0,-9999.0
2005,3,10,6,,,,31.0,,,,11.0,10187.0,,,180.0,,,190.0,-9999,-9999.0,-9999.0,
2005,3,10,12,,,,35.0,,,,13.0,10100.0,,,180.0,,,210.0,-9999,-9999.0,-9999.0,
2005,3,10,18,,,,39.0,,,,25.0,,9966.0,,,190.0,,,160,-9999.0,-9999.0,-9999.0
2005,3,11,12,,,,18.0,,,,10.0,,9884.0,,,340.0,,,110,-9999.0,-9999.0,-9999.0
2005,3,12,6,,,,20.0,,,-10.0,,9942.0,,,220.0,,,,10,-9999.0,-9999.0,-9999.0
2005,3,12,12,,,,35.0,,,-25.0,,9964.0,,,200.0,,,,60,-9999.0,-9999.0,-9999.0
2005,3,12,18,,,,34.0,,,-42.0,,9966.0,,,190.0,,,,80,-9999.0,-9999.0,-9999.0
2005,3,13,0,,,,27.0,,,-21.0,,9959.0,,,170.0,,,,70,-9999.0,-9999.0,-9999.0
2005,3,13,6,,,,26.0,,,-36.0,,9934.0,,,170.0,,,100.0,-9999,-9999.0,-9999.0,
2005,3,13,12,,,,15.0,,,-17.0,,9935.0,,,100.0,,,,50,-9999.0,-9999.0,-9999.0
2005,3,14,18,,,,11.0,,,-19.0,10018.0,,,340.0,,,,30.0,-9999,-9999.0,-9999.0,
2005,3,15,0,,,,,8.0,,,-18.0,10066.0,,,260.0,,,,40,-9999.0,-9999.0,-9999.0
2005,3,15,6,,,,14.0,,,-32.0,10091.0,,,190.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,3,15,12,,,,24.0,,,-30.0,10106.0,,,210.0,,,,90.0,-9999,-9999.0,-9999.0,
2005,3,15,18,,,,15.0,,,-42.0,10097.0,,,,70.0,,,,30,-9999.0,-9999.0,-9999.0
2005,3,16,0,,,,16.0,,,-60.0,10062.0,,,,80.0,,,,60,-9999.0,-9999.0,-9999.0
2005,3,16,6,,,,20.0,,,-59.0,10013.0,,,,80.0,,,,70,-9999.0,-9999.0,-9999.0
2005,3,17,12,,,,27.0,,,-14.0,10020.0,,,,50.0,,,130.0,-9999,-9999.0,-9999.0,
2005,3,17,18,,,,23.0,,,-45.0,10098.0,,,,60.0,,,150.0,-9999,-9999.0,-9999.0,
2005,3,18,0,,,,24.0,,,-56.0,10132.0,,,,60.0,,,130.0,-9999,-9999.0,-9999.0,
2005,3,18,6,,,,24.0,,,-46.0,10153.0,,,,60.0,,,150.0,-9999,-9999.0,-9999.0,
2005,3,18,12,,,,33.0,,,-62.0,10191.0,,,,50.0,,,110.0,-9999,-9999.0,-9999.0,
2005,3,18,18,,,,19.0,,,-51.0,10225.0,,,,50.0,,,100.0,-9999,-9999.0,-9999.0,
2005,3,19,6,,,,19.0,,,-45.0,10282.0,,,,30.0,,,,10,-9999.0,-9999.0,-9999.0
2005,3,19,12,,,,36.0,,,,-9.0,10290.0,,,180.0,,,140.0,-9999,-9999.0,-9999.0,
2005,3,19,18,,,,28.0,,,,-8.0,10285.0,,,190.0,,,140.0,-9999,-9999.0,-9999.0,
2005,3,20,0,,,,13.0,,,-17.0,10278.0,,,170.0,,,,90.0,-9999,-9999.0,-9999.0,
2005,3,20,6,,,,19.0,,,-10.0,10253.0,,,160.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,3,21,6,,,,46.0,,,,11.0,10200.0,,,180.0,,,,70,-9999.0,-9999.0,-9999.0
2005,3,21,12,,,,41.0,,,,15.0,10185.0,,,200.0,,,120.0,-9999,-9999.0,-9999.0,
2005,3,21,18,,,,44.0,,,,16.0,10163.0,,,200.0,,,110.0,-9999,-9999.0,-9999.0,
2005,3,22,0,,,,78.0,,,,10.0,10145.0,,,180.0,,,,80,-9999.0,-9999.0,-9999.0
2005,3,22,6,,,,91.0,,,,20.0,10121.0,,,170.0,,,,70,-9999.0,-9999.0,-9999.0
2005,3,22,12,,,117.0,,,,17.0,10107.0,,,180.0,,,,60.0,-9999,-9999.0,-9999.0,
2005,3,22,18,,,134.0,,,-10.0,10081.0,,,160.0,,,,90.0,-9999.0,-9999,-9999.0,,
2005,3,23,0,,,125.0,,,-42.0,10069.0,,,180.0,,,100.0,-9999.0,-9999.0,-9999,,,
2005,3,23,6,,,,77.0,,,,11.0,10059.0,,,200.0,,,,90,-9999.0,-9999.0,-9999.0
2005,3,23,12,,,,78.0,,,,33.0,10084.0,,,180.0,,,140.0,-9999,-9999.0,-9999.0,
2005,3,23,18,,,,69.0,,,,49.0,10110.0,,,180.0,,,140.0,-9999,-9999.0,-9999.0,
2005,3,24,0,,,,57.0,,,,47.0,10137.0,,,200.0,,,170.0,-9999,-9999.0,-9999.0,
2005,3,24,6,,,,89.0,,,,50.0,10142.0,,,170.0,,,100.0,-9999,-9999.0,-9999.0,
2005,3,24,12,,,,97.0,,,,53.0,10166.0,,,180.0,,,120.0,-9999,-9999.0,-9999.0,
2005,3,24,18,,,,66.0,,,,47.0,10168.0,,,190.0,,,,40,-9999.0,-9999.0,-9999.0
2005,3,25,0,,,,69.0,,,,33.0,10168.0,,,210.0,,,,30,-9999.0,-9999.0,-9999.0
2005,3,25,6,,,,98.0,,,,31.0,10157.0,,,100.0,,,,50,-9999.0,-9999.0,-9999.0
