,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
17,2003,1,5,1,,,,35.0,-9999.0,10161.0,,,280.0,,,,41.0,-9999.0,-9999.0,-9999.0
18,2003,1,5,2,,,,37.0,-9999.0,10158.0,,,260.0,,,,46.0,-9999.0,-9999.0,-9999.0
19,2003,1,5,3,,,,42.0,-9999.0,10154.0,,,260.0,,,,67.0,-9999.0,-9999.0,-9999.0
20,2003,1,5,4,,,,42.0,-9999.0,10147.0,,,280.0,,,,72.0,-9999.0,-9999.0,-9999.0
21,2003,1,5,5,,,,46.0,-9999.0,10142.0,,,310.0,,,,72.0,-9999.0,-9999.0,-9999.0
22,2003,1,5,6,,,,47.0,-9999.0,10142.0,,,320.0,,,,72.0,-9999.0,-9999.0,-9999.0
23,2003,1,5,7,,,,42.0,-9999.0,10140.0,,,320.0,,,,62.0,-9999.0,-9999.0,-9999.0
24,2003,1,5,8,,,,46.0,-9999.0,10138.0,,,350.0,,,,57.0,-9999.0,-9999.0,-9999.0
25,2003,1,5,9,,,,40.0,-9999.0,10138.0,,,330.0,,,,87.0,-9999.0,-9999.0,-9999.0
26,2003,1,5,10,,,,53.0,-9999.0,10137.0,,,310.0,,,,51.0,-9999.0,-9999.0,-9999.0
27,2003,1,5,12,,,,55.0,-9999.0,10129.0,,,330.0,,,,87.0,-9999.0,-9999.0,-9999.0
28,2003,1,5,14,,,,54.0,-9999.0,10123.0,,,350.0,,,,72.0,-9999.0,-9999.0,-9999.0
29,2003,1,5,15,,,,53.0,-9999.0,10124.0,,,360.0,,,,77.0,-9999.0,-9999.0,-9999.0
30,2003,1,5,16,,,,53.0,-9999.0,10124.0,,,340.0,,,,82.0,-9999.0,-9999.0,-9999.0
31,2003,1,5,17,,,,52.0,-9999.0,10125.0,,,340.0,,,,72.0,-9999.0,-9999.0,-9999.0
32,2003,1,5,18,,,,55.0,-9999.0,10127.0,,,330.0,,,,72.0,-9999.0,-9999.0,-9999.0
33,2003,1,5,19,,,,54.0,-9999.0,10126.0,,,320.0,,,,51.0,-9999.0,-9999.0,-9999.0
34,2003,1,5,20,,,,54.0,-9999.0,10130.0,,,330.0,,,,72.0,-9999.0,-9999.0,-9999.0
35,2003,1,5,21,,,,53.0,-9999.0,10130.0,,,330.0,,,,72.0,-9999.0,-9999.0,-9999.0
36,2003,1,5,22,,,,53.0,-9999.0,10127.0,,,340.0,,,,93.0,-9999.0,-9999.0,-9999.0
37,2003,1,5,23,,,,39.0,-9999.0,10130.0,,,320.0,,,,51.0,-9999.0,-9999.0,-9999.0
38,2003,1,6,0,,,,47.0,-9999.0,10129.0,,,320.0,,,,51.0,-9999.0,-9999.0,-9999.0
39,2003,1,6,1,,,,33.0,-9999.0,10132.0,,,350.0,,,,98.0,-9999.0,-9999.0,-9999.0
40,2003,1,6,2,,,,27.0,-9999.0,10135.0,,,,50.0,,,118.0,-9999.0,-9999.0,-9999.0
41,2003,1,6,3,,,,38.0,-9999.0,10141.0,,,,40.0,,,108.0,-9999.0,-9999.0,-9999.0
42,2003,1,6,5,,,,29.0,-9999.0,10151.0,,,,30.0,,,103.0,-9999.0,-9999.0,-9999.0
43,2003,1,6,6,,,,30.0,-9999.0,10155.0,,,,40.0,,,108.0,-9999.0,-9999.0,-9999.0
44,2003,1,6,8,,,,25.0,-9999.0,10170.0,,,,20.0,,,103.0,-9999.0,-9999.0,-9999.0
45,2003,1,6,9,,,,30.0,-9999.0,10178.0,,,,30.0,,,103.0,-9999.0,-9999.0,-9999.0
46,2003,1,6,10,,,,28.0,-9999.0,10185.0,,,,30.0,,,103.0,-9999.0,-9999.0,-9999.0
47,2003,1,6,12,,,,22.0,-9999.0,10189.0,,,,20.0,,,103.0,-9999.0,-9999.0,-9999.0
48,2003,1,7,6,,,,11.0,-9999.0,10221.0,,,100.0,,,,62.0,-9999.0,-9999.0,-9999.0
49,2003,1,7,10,,,,11.0,-9999.0,10230.0,,,100.0,,,,62.0,-9999.0,-9999.0,-9999.0
50,2003,1,7,11,,,,11.0,-9999.0,10226.0,,,100.0,,,,67.0,-9999.0,-9999.0,-9999.0
51,2003,1,8,4,,,,14.0,-9999.0,10180.0,,,300.0,,,,51.0,-9999.0,-9999.0,-9999.0
52,2003,1,8,7,,,,29.0,-9999.0,10176.0,,,360.0,,,,57.0,-9999.0,-9999.0,-9999.0
53,2003,1,8,13,,,,31.0,-9999.0,10179.0,,,100.0,,,,72.0,-9999.0,-9999.0,-9999.0
54,2003,1,8,14,,,,29.0,-9999.0,10178.0,,,100.0,,,,51.0,-9999.0,-9999.0,-9999.0
55,2003,1,8,16,,,,25.0,-9999.0,10182.0,,,100.0,,,,51.0,-9999.0,-9999.0,-9999.0
56,2003,1,9,4,,,,18.0,-9999.0,10214.0,,,,70.0,,,108.0,-9999.0,-9999.0,-9999.0
57,2003,1,9,5,,,,20.0,-9999.0,10215.0,,,,70.0,,,108.0,-9999.0,-9999.0,-9999.0
58,2003,1,9,6,,,,22.0,-9999.0,10217.0,,,,60.0,,,113.0,-9999.0,-9999.0,-9999.0
59,2003,1,9,15,,,,32.0,-9999.0,10237.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0
60,2003,1,9,16,,,,38.0,-9999.0,10236.0,,,330.0,,,,26.0,-9999.0,-9999.0,-9999.0
61,2003,1,9,17,,,,39.0,-9999.0,10233.0,,,350.0,,,,36.0,-9999.0,-9999.0,-9999.0
62,2003,1,9,19,,,,56.0,-9999.0,10232.0,,,340.0,,,,82.0,-9999.0,-9999.0,-9999.0
63,2003,1,9,20,,,,53.0,-9999.0,10234.0,,,350.0,,,,98.0,-9999.0,-9999.0,-9999.0
64,2003,1,9,21,,,,60.0,-9999.0,10237.0,,,,20.0,,,103.0,-9999.0,-9999.0,-9999.0
65,2003,1,9,22,,,,59.0,-9999.0,10239.0,,,360.0,,,,87.0,-9999.0,-9999.0,-9999.0
66,2003,1,9,23,,,,60.0,-9999.0,10237.0,,,340.0,,,,98.0,-9999.0,-9999.0,-9999.0
67,2003,1,10,0,,,,56.0,-9999.0,10233.0,,,350.0,,,113.0,-9999.0,-9999.0,-9999.0,
68,2003,1,10,1,,,,58.0,-9999.0,10232.0,,,350.0,,,108.0,-9999.0,-9999.0,-9999.0,
69,2003,1,10,2,,,,58.0,-9999.0,10234.0,,,340.0,,,,98.0,-9999.0,-9999.0,-9999.0
70,2003,1,10,3,,,,61.0,-9999.0,10234.0,,,330.0,,,108.0,-9999.0,-9999.0,-9999.0,
71,2003,1,10,4,,,,58.0,-9999.0,10230.0,,,340.0,,,108.0,-9999.0,-9999.0,-9999.0,
72,2003,1,10,5,,,,59.0,-9999.0,10228.0,,,350.0,,,113.0,-9999.0,-9999.0,-9999.0,
73,2003,1,10,6,,,,57.0,-9999.0,10228.0,,,340.0,,,108.0,-9999.0,-9999.0,-9999.0,
74,2003,1,10,7,,,,59.0,-9999.0,10229.0,,,340.0,,,103.0,-9999.0,-9999.0,-9999.0,
75,2003,1,10,8,,,,55.0,-9999.0,10232.0,,,340.0,,,108.0,-9999.0,-9999.0,-9999.0,
76,2003,1,10,9,,,,58.0,-9999.0,10235.0,,,330.0,,,103.0,-9999.0,-9999.0,-9999.0,
77,2003,1,10,10,,,,58.0,-9999.0,10238.0,,,350.0,,,,98.0,-9999.0,-9999.0,-9999.0
78,2003,1,10,11,,,,50.0,-9999.0,10241.0,,,360.0,,,,82.0,-9999.0,-9999.0,-9999.0
79,2003,1,10,20,,,,21.0,-9999.0,10306.0,,,100.0,,,,57.0,-9999.0,-9999.0,-9999.0
80,2003,1,10,21,,,,22.0,-9999.0,10313.0,,,130.0,,,,41.0,-9999.0,-9999.0,-9999.0
81,2003,1,10,22,,,,18.0,-9999.0,10321.0,,,140.0,,,,41.0,-9999.0,-9999.0,-9999.0
82,2003,1,10,23,,,,17.0,-9999.0,10331.0,,,150.0,,,,10.0,-9999.0,-9999.0,-9999.0
83,2003,1,11,0,,,,17.0,-9999.0,10332.0,,,160.0,,,,21.0,-9999.0,-9999.0,-9999.0
84,2003,1,11,1,,,,18.0,-9999.0,10332.0,,,170.0,,,,15.0,-9999.0,-9999.0,-9999.0
85,2003,1,11,2,,,,23.0,-9999.0,10337.0,,,220.0,,,,10.0,-9999.0,-9999.0,-9999.0
86,2003,1,11,3,,,,17.0,-9999.0,10343.0,,,220.0,,,,10.0,-9999.0,-9999.0,-9999.0
87,2003,1,11,4,,,,22.0,-9999.0,10346.0,,,260.0,,,,15.0,-9999.0,-9999.0,-9999.0
88,2003,1,11,5,,,,18.0,-9999.0,10345.0,,,220.0,,,,15.0,-9999.0,-9999.0,-9999.0
89,2003,1,11,6,,,,27.0,-9999.0,10347.0,,,250.0,,,,26.0,-9999.0,-9999.0,-9999.0
90,2003,1,11,7,,,,21.0,-9999.0,10349.0,,,260.0,,,,36.0,-9999.0,-9999.0,-9999.0
91,2003,1,11,8,,,,21.0,-9999.0,10352.0,,,280.0,,,,36.0,-9999.0,-9999.0,-9999.0
92,2003,1,11,9,,,,25.0,-9999.0,10358.0,,,290.0,,,,41.0,-9999.0,-9999.0,-9999.0
93,2003,1,11,10,,,,25.0,-9999.0,10366.0,,,290.0,,,,36.0,-9999.0,-9999.0,-9999.0
94,2003,1,11,11,,,,26.0,-9999.0,10368.0,,,280.0,,,,41.0,-9999.0,-9999.0,-9999.0
95,2003,1,11,12,,,,30.0,-9999.0,10364.0,,,250.0,,,,36.0,-9999.0,-9999.0,-9999.0
96,2003,1,11,13,,,,27.0,-9999.0,10360.0,,,280.0,,,,36.0,-9999.0,-9999.0,-9999.0
97,2003,1,11,14,,,,24.0,-9999.0,10362.0,,,270.0,,,,31.0,-9999.0,-9999.0,-9999.0
98,2003,1,11,15,,,,23.0,-9999.0,10361.0,,,260.0,,,,46.0,-9999.0,-9999.0,-9999.0
99,2003,1,11,16,,,,27.0,-9999.0,10360.0,,,250.0,,,,41.0,-9999.0,-9999.0,-9999.0
100,2003,1,11,17,,,,22.0,-9999.0,10357.0,,,250.0,,,,41.0,-9999.0,-9999.0,-9999.0
101,2003,1,11,18,,,,23.0,-9999.0,10359.0,,,260.0,,,,51.0,-9999.0,-9999.0,-9999.0
102,2003,1,11,19,,,,27.0,-9999.0,10356.0,,,250.0,,,,51.0,-9999.0,-9999.0,-9999.0
103,2003,1,11,20,,,,27.0,-9999.0,10355.0,,,270.0,,,,51.0,-9999.0,-9999.0,-9999.0
104,2003,1,11,22,,,,24.0,-9999.0,10351.0,,,280.0,,,,67.0,-9999.0,-9999.0,-9999.0
105,2003,1,11,23,,,,26.0,-9999.0,10350.0,,,280.0,,,,62.0,-9999.0,-9999.0,-9999.0
106,2003,1,12,0,,,,25.0,-9999.0,10347.0,,,270.0,,,,72.0,-9999.0,-9999.0,-9999.0
107,2003,1,12,1,,,,26.0,-9999.0,10344.0,,,280.0,,,,57.0,-9999.0,-9999.0,-9999.0
108,2003,1,12,2,,,,22.0,-9999.0,10340.0,,,280.0,,,,62.0,-9999.0,-9999.0,-9999.0
109,2003,1,12,3,,,,20.0,-9999.0,10337.0,,,270.0,,,,72.0,-9999.0,-9999.0,-9999.0
110,2003,1,12,4,,,,20.0,-9999.0,10337.0,,,280.0,,,,72.0,-9999.0,-9999.0,-9999.0
111,2003,1,12,5,,,,19.0,-9999.0,10331.0,,,260.0,,,,72.0,-9999.0,-9999.0,-9999.0
112,2003,1,12,6,,,,15.0,-9999.0,10325.0,,,260.0,,,,72.0,-9999.0,-9999.0,-9999.0
113,2003,1,12,7,,,,11.0,-9999.0,10325.0,,,240.0,,,,67.0,-9999.0,-9999.0,-9999.0
114,2003,1,12,8,,,,18.0,-9999.0,10324.0,,,240.0,,,,67.0,-9999.0,-9999.0,-9999.0
115,2003,1,12,9,,,,24.0,-9999.0,10326.0,,,240.0,,,,72.0,-9999.0,-9999.0,-9999.0
116,2003,1,12,10,,,,29.0,-9999.0,10324.0,,,240.0,,,,72.0,-9999.0,-9999.0,-9999.0
117,2003,1,12,11,,,,34.0,-9999.0,10320.0,,,240.0,,,,87.0,-9999.0,-9999.0,-9999.0
118,2003,1,12,12,,,,37.0,-9999.0,10316.0,,,260.0,,,,87.0,-9999.0,-9999.0,-9999.0
119,2003,1,12,13,,,,33.0,-9999.0,10304.0,,,240.0,,,,77.0,-9999.0,-9999.0,-9999.0
120,2003,1,12,14,,,,31.0,-9999.0,10302.0,,,250.0,,,,77.0,-9999.0,-9999.0,-9999.0
121,2003,1,12,15,,,,31.0,-9999.0,10297.0,,,240.0,,,,93.0,-9999.0,-9999.0,-9999.0
122,2003,1,12,16,,,,34.0,-9999.0,10291.0,,,240.0,,,,98.0,-9999.0,-9999.0,-9999.0
123,2003,1,12,17,,,,36.0,-9999.0,10288.0,,,240.0,,,103.0,-9999.0,-9999.0,-9999.0,
124,2003,1,12,18,,,,37.0,-9999.0,10276.0,,,240.0,,,118.0,-9999.0,-9999.0,-9999.0,
125,2003,1,12,19,,,,40.0,-9999.0,10274.0,,,240.0,,,123.0,-9999.0,-9999.0,-9999.0,
126,2003,1,12,20,,,,43.0,-9999.0,10267.0,,,240.0,,,118.0,-9999.0,-9999.0,-9999.0,
127,2003,1,12,21,,,,43.0,-9999.0,10261.0,,,240.0,,,123.0,-9999.0,-9999.0,-9999.0,
128,2003,1,12,22,,,,45.0,-9999.0,10253.0,,,240.0,,,118.0,-9999.0,-9999.0,-9999.0,
129,2003,1,12,23,,,,47.0,-9999.0,10247.0,,,240.0,,,129.0,-9999.0,-9999.0,-9999.0,
130,2003,1,13,0,,,,55.0,-9999.0,10244.0,,,250.0,,,129.0,-9999.0,-9999.0,-9999.0,
131,2003,1,13,1,,,,58.0,-9999.0,10236.0,,,250.0,,,134.0,-9999.0,-9999.0,-9999.0,
132,2003,1,13,2,,,,60.0,-9999.0,10230.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
133,2003,1,13,3,,,,56.0,-9999.0,10226.0,,,260.0,,,129.0,-9999.0,-9999.0,-9999.0,
134,2003,1,13,4,,,,60.0,-9999.0,10229.0,,,260.0,,,134.0,-9999.0,-9999.0,-9999.0,
135,2003,1,13,5,,,,66.0,-9999.0,10226.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
136,2003,1,13,6,,,,68.0,-9999.0,10222.0,,,250.0,,,129.0,-9999.0,-9999.0,-9999.0,
137,2003,1,13,7,,,,70.0,-9999.0,10219.0,,,260.0,,,134.0,-9999.0,-9999.0,-9999.0,
138,2003,1,13,8,,,,73.0,-9999.0,10218.0,,,250.0,,,129.0,-9999.0,-9999.0,-9999.0,
139,2003,1,13,9,,,,74.0,-9999.0,10218.0,,,260.0,,,154.0,-9999.0,-9999.0,-9999.0,
140,2003,1,13,10,,,,77.0,-9999.0,10219.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
141,2003,1,13,11,,,,78.0,-9999.0,10221.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
142,2003,1,13,12,,,,77.0,-9999.0,10223.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
143,2003,1,13,13,,,,76.0,-9999.0,10218.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
144,2003,1,13,14,,,,80.0,-9999.0,10219.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
145,2003,1,13,15,,,,79.0,-9999.0,10224.0,,,260.0,,,134.0,-9999.0,-9999.0,-9999.0,
146,2003,1,13,16,,,,78.0,-9999.0,10225.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
147,2003,1,13,17,,,,76.0,-9999.0,10228.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
148,2003,1,14,0,,,,74.0,-9999.0,10239.0,,,240.0,,,118.0,-9999.0,-9999.0,-9999.0,
149,2003,1,14,1,,,,78.0,-9999.0,10236.0,,,250.0,,,103.0,-9999.0,-9999.0,-9999.0,
150,2003,1,14,2,,,,77.0,-9999.0,10234.0,,,250.0,,,118.0,-9999.0,-9999.0,-9999.0,
151,2003,1,14,3,,,,78.0,-9999.0,10232.0,,,250.0,,,,93.0,-9999.0,-9999.0,-9999.0
152,2003,1,14,4,,,,80.0,-9999.0,10231.0,,,250.0,,,118.0,-9999.0,-9999.0,-9999.0,
153,2003,1,14,5,,,,84.0,-9999.0,10228.0,,,250.0,,,113.0,-9999.0,-9999.0,-9999.0,
154,2003,1,14,6,,,,82.0,-9999.0,10225.0,,,250.0,,,113.0,-9999.0,-9999.0,-9999.0,
155,2003,1,14,7,,,,83.0,-9999.0,10225.0,,,250.0,,,118.0,-9999.0,-9999.0,-9999.0,
156,2003,1,14,8,,,,82.0,-9999.0,10233.0,,,250.0,,,118.0,-9999.0,-9999.0,-9999.0,
157,2003,1,14,9,,,,78.0,-9999.0,10235.0,,,240.0,,,129.0,-9999.0,-9999.0,-9999.0,
158,2003,1,14,10,,,,78.0,-9999.0,10236.0,,,240.0,,,113.0,-9999.0,-9999.0,-9999.0,
159,2003,1,14,11,,,,78.0,-9999.0,10236.0,,,240.0,,,118.0,-9999.0,-9999.0,-9999.0,
160,2003,1,14,15,,,,83.0,-9999.0,10227.0,,,240.0,,,134.0,-9999.0,-9999.0,-9999.0,
161,2003,1,14,16,,,,80.0,-9999.0,10230.0,,,240.0,,,123.0,-9999.0,-9999.0,-9999.0,
162,2003,1,14,17,,,,74.0,-9999.0,10230.0,,,230.0,,,,87.0,-9999.0,-9999.0,-9999.0
163,2003,1,14,18,,,,78.0,-9999.0,10224.0,,,230.0,,,103.0,-9999.0,-9999.0,-9999.0,
164,2003,1,14,19,,,,76.0,-9999.0,10224.0,,,230.0,,,103.0,-9999.0,-9999.0,-9999.0,
165,2003,1,14,20,,,,77.0,-9999.0,10223.0,,,220.0,,,,98.0,-9999.0,-9999.0,-9999.0
166,2003,1,14,21,,,,77.0,-9999.0,10220.0,,,220.0,,,103.0,-9999.0,-9999.0,-9999.0,
167,2003,1,14,22,,,,75.0,-9999.0,10220.0,,,220.0,,,,87.0,-9999.0,-9999.0,-9999.0
168,2003,1,14,23,,,,74.0,-9999.0,10217.0,,,220.0,,,,93.0,-9999.0,-9999.0,-9999.0
169,2003,1,15,0,,,,76.0,-9999.0,10210.0,,,230.0,,,108.0,-9999.0,-9999.0,-9999.0,
170,2003,1,15,1,,,,78.0,-9999.0,10207.0,,,230.0,,,108.0,-9999.0,-9999.0,-9999.0,
171,2003,1,15,2,,,,79.0,-9999.0,10201.0,,,230.0,,,108.0,-9999.0,-9999.0,-9999.0,
172,2003,1,15,3,,,,81.0,-9999.0,10197.0,,,230.0,,,113.0,-9999.0,-9999.0,-9999.0,
173,2003,1,15,4,,,,80.0,-9999.0,10190.0,,,220.0,,,108.0,-9999.0,-9999.0,-9999.0,
174,2003,1,15,5,,,,80.0,-9999.0,10181.0,,,220.0,,,113.0,-9999.0,-9999.0,-9999.0,
175,2003,1,15,6,,,,76.0,-9999.0,10174.0,,,220.0,,,,98.0,-9999.0,-9999.0,-9999.0
176,2003,1,15,7,,,,75.0,-9999.0,10171.0,,,220.0,,,103.0,-9999.0,-9999.0,-9999.0,
177,2003,1,15,8,,,,79.0,-9999.0,10169.0,,,220.0,,,113.0,-9999.0,-9999.0,-9999.0,
178,2003,1,15,9,,,,77.0,-9999.0,10165.0,,,210.0,,,123.0,-9999.0,-9999.0,-9999.0,
179,2003,1,15,10,,,,72.0,-9999.0,10162.0,,,210.0,,,,98.0,-9999.0,-9999.0,-9999.0
180,2003,1,15,11,,,,81.0,-9999.0,10162.0,,,220.0,,,108.0,-9999.0,-9999.0,-9999.0,
181,2003,1,15,12,,,,82.0,-9999.0,10160.0,,,230.0,,,103.0,-9999.0,-9999.0,-9999.0,
182,2003,1,15,13,,,,78.0,-9999.0,10155.0,,,220.0,,,,93.0,-9999.0,-9999.0,-9999.0
183,2003,1,15,14,,,,77.0,-9999.0,10152.0,,,230.0,,,,98.0,-9999.0,-9999.0,-9999.0
184,2003,1,15,15,,,,78.0,-9999.0,10150.0,,,240.0,,,123.0,-9999.0,-9999.0,-9999.0,
185,2003,1,15,16,,,,77.0,-9999.0,10149.0,,,240.0,,,123.0,-9999.0,-9999.0,-9999.0,
186,2003,1,15,17,,,,75.0,-9999.0,10152.0,,,240.0,,,113.0,-9999.0,-9999.0,-9999.0,
187,2003,1,15,18,,,,72.0,-9999.0,10149.0,,,230.0,,,,87.0,-9999.0,-9999.0,-9999.0
188,2003,1,15,19,,,,70.0,-9999.0,10160.0,,,240.0,,,103.0,-9999.0,-9999.0,-9999.0,
189,2003,1,15,20,,,,71.0,-9999.0,10163.0,,,240.0,,,108.0,-9999.0,-9999.0,-9999.0,
190,2003,1,15,21,,,,70.0,-9999.0,10166.0,,,250.0,,,108.0,-9999.0,-9999.0,-9999.0,
191,2003,1,15,22,,,,67.0,-9999.0,10169.0,,,250.0,,,123.0,-9999.0,-9999.0,-9999.0,
192,2003,1,15,23,,,,66.0,-9999.0,10172.0,,,250.0,,,134.0,-9999.0,-9999.0,-9999.0,
193,2003,1,16,0,,,,65.0,-9999.0,10178.0,,,250.0,,,123.0,-9999.0,-9999.0,-9999.0,
194,2003,1,16,1,,,,62.0,-9999.0,10184.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
195,2003,1,16,2,,,,58.0,-9999.0,10187.0,,,260.0,,,134.0,-9999.0,-9999.0,-9999.0,
196,2003,1,16,3,,,,60.0,-9999.0,10195.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
197,2003,1,16,4,,,,58.0,-9999.0,10202.0,,,260.0,,,134.0,-9999.0,-9999.0,-9999.0,
198,2003,1,16,5,,,,58.0,-9999.0,10203.0,,,260.0,,,144.0,-9999.0,-9999.0,-9999.0,
199,2003,1,16,6,,,,61.0,-9999.0,10210.0,,,260.0,,,139.0,-9999.0,-9999.0,-9999.0,
200,2003,1,16,7,,,,59.0,-9999.0,10221.0,,,260.0,,,123.0,-9999.0,-9999.0,-9999.0,
201,2003,1,16,8,,,,58.0,-9999.0,10229.0,,,260.0,,,118.0,-9999.0,-9999.0,-9999.0,
202,2003,1,16,9,,,,58.0,-9999.0,10235.0,,,250.0,,,108.0,-9999.0,-9999.0,-9999.0,
203,2003,1,16,10,,,,61.0,-9999.0,10241.0,,,250.0,,,108.0,-9999.0,-9999.0,-9999.0,
204,2003,1,16,11,,,,66.0,-9999.0,10245.0,,,260.0,,,108.0,-9999.0,-9999.0,-9999.0,
205,2003,1,16,12,,,,65.0,-9999.0,10243.0,,,240.0,,,,93.0,-9999.0,-9999.0,-9999.0
206,2003,1,16,13,,,,62.0,-9999.0,10234.0,,,230.0,,,,82.0,-9999.0,-9999.0,-9999.0
207,2003,1,16,14,,,,65.0,-9999.0,10233.0,,,220.0,,,,72.0,-9999.0,-9999.0,-9999.0
208,2003,1,16,15,,,,68.0,-9999.0,10235.0,,,220.0,,,,62.0,-9999.0,-9999.0,-9999.0
209,2003,1,16,16,,,,68.0,-9999.0,10234.0,,,220.0,,,,82.0,-9999.0,-9999.0,-9999.0
210,2003,1,16,17,,,,71.0,-9999.0,10235.0,,,220.0,,,,67.0,-9999.0,-9999.0,-9999.0
211,2003,1,16,18,,,,71.0,-9999.0,10233.0,,,220.0,,,,82.0,-9999.0,-9999.0,-9999.0
212,2003,1,16,19,,,,67.0,-9999.0,10230.0,,,210.0,,,,77.0,-9999.0,-9999.0,-9999.0
213,2003,1,16,20,,,,64.0,-9999.0,10225.0,,,190.0,,,,87.0,-9999.0,-9999.0,-9999.0
214,2003,1,16,21,,,,63.0,-9999.0,10223.0,,,220.0,,,,93.0,-9999.0,-9999.0,-9999.0
215,2003,1,16,22,,,,61.0,-9999.0,10219.0,,,210.0,,,,82.0,-9999.0,-9999.0,-9999.0
216,2003,1,16,23,,,,62.0,-9999.0,10210.0,,,210.0,,,,93.0,-9999.0,-9999.0,-9999.0
217,2003,1,17,0,,,,66.0,-9999.0,10203.0,,,210.0,,,103.0,-9999.0,-9999.0,-9999.0,
218,2003,1,17,1,,,,69.0,-9999.0,10196.0,,,210.0,,,,87.0,-9999.0,-9999.0,-9999.0
219,2003,1,17,2,,,,66.0,-9999.0,10187.0,,,220.0,,,103.0,-9999.0,-9999.0,-9999.0,
220,2003,1,17,3,,,,61.0,-9999.0,10176.0,,,190.0,,,113.0,-9999.0,-9999.0,-9999.0,
221,2003,1,17,4,,,,60.0,-9999.0,10168.0,,,190.0,,,113.0,-9999.0,-9999.0,-9999.0,
222,2003,1,17,5,,,,64.0,-9999.0,10160.0,,,190.0,,,118.0,-9999.0,-9999.0,-9999.0,
223,2003,1,17,6,,,,60.0,-9999.0,10153.0,,,180.0,,,113.0,-9999.0,-9999.0,-9999.0,
224,2003,1,17,7,,,,60.0,-9999.0,10149.0,,,190.0,,,129.0,-9999.0,-9999.0,-9999.0,
225,2003,1,17,8,,,,59.0,-9999.0,10148.0,,,190.0,,,123.0,-9999.0,-9999.0,-9999.0,
226,2003,1,17,9,,,,58.0,-9999.0,10143.0,,,190.0,,,129.0,-9999.0,-9999.0,-9999.0,
227,2003,1,17,10,,,,58.0,-9999.0,10138.0,,,180.0,,,108.0,-9999.0,-9999.0,-9999.0,
228,2003,1,17,11,,,,57.0,-9999.0,10129.0,,,180.0,,,113.0,-9999.0,-9999.0,-9999.0,
229,2003,1,17,12,,,,57.0,-9999.0,10115.0,,,180.0,,,139.0,-9999.0,-9999.0,-9999.0,
230,2003,1,17,13,,,,56.0,-9999.0,10100.0,,,180.0,,,154.0,-9999.0,-9999.0,-9999.0,
