,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2014,3,18,1,,,250.0,,,240.0,-9999.0,,,360.0,,,,10.0,-9999.0,-9999.0,-9999.0,,,
2014,3,18,3,,,290.0,,,220.0,-9999.0,,,,90.0,,,,21.0,-9999.0,-9999.0,-9999.0,,
2014,3,18,4,,,300.0,,,250.0,-9999.0,,,,90.0,,,,21.0,-9999.0,-9999.0,-9999.0,,
2014,3,18,6,,,320.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,18,7,,,320.0,,,240.0,-9999.0,,,,90.0,,,,41.0,-9999.0,-9999.0,-9999.0,,
2014,3,18,8,,,320.0,,,240.0,-9999.0,,,150.0,,,,77.0,-9999.0,-9999.0,-9999.0,,,
2014,3,18,9,,,280.0,,,230.0,-9999.0,,,180.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,18,10,,,260.0,,,230.0,-9999.0,,,300.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,18,11,,,260.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,18,12,,,260.0,,,240.0,-9999.0,,,,60.0,,,,15.0,-9999.0,-9999.0,-9999.0,,
2014,3,18,13,,,250.0,,,240.0,-9999.0,,,360.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,1,,,280.0,,,240.0,-9999.0,,,210.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,2,,,290.0,,,240.0,-9999.0,,,180.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,3,,,300.0,,,240.0,-9999.0,,,180.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,4,,,300.0,,,240.0,-9999.0,,,180.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,5,,,320.0,,,240.0,-9999.0,,,180.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,6,,,330.0,,,230.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,7,,,330.0,,,220.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,8,,,330.0,,,220.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,19,9,,,330.0,,,230.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,10,,,320.0,,,230.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,11,,,300.0,,,230.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,12,,,280.0,,,240.0,-9999.0,,,180.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,19,23,,,250.0,,,230.0,-9999.0,,,240.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,0,,,270.0,,,230.0,-9999.0,,,210.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,1,,,260.0,,,220.0,-9999.0,,,210.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,2,,,270.0,,,220.0,-9999.0,,,210.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,4,,,300.0,,,220.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,5,,,310.0,,,220.0,-9999.0,,,180.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,6,,,320.0,,,210.0,-9999.0,,,180.0,,,,82.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,13,,,280.0,,,230.0,-9999.0,,,240.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,20,14,,,230.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,21,1,,,260.0,,,230.0,-9999.0,,,360.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,2,,,260.0,,,240.0,-9999.0,,,,30.0,,,,41.0,-9999.0,-9999.0,-9999.0,,
2014,3,21,3,-9999.0,-9999.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,
2014,3,21,4,,,270.0,,,240.0,-9999.0,,,,30.0,,,,62.0,-9999.0,-9999.0,-9999.0,,
2014,3,21,6,,,270.0,,,240.0,-9999.0,,,360.0,,,,77.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,7,,,280.0,,,240.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,8,,,280.0,,,240.0,-9999.0,,,360.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,9,,,290.0,,,230.0,-9999.0,,,360.0,,,,82.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,10,,,280.0,,,230.0,-9999.0,,,360.0,,,,88.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,11,,,260.0,,,230.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,12,,,250.0,,,230.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,21,23,,,240.0,,,230.0,-9999.0,,,,30.0,,,,51.0,-9999.0,-9999.0,-9999.0,,
2014,3,22,0,,,250.0,,,240.0,-9999.0,,,,30.0,,,,51.0,-9999.0,-9999.0,-9999.0,,
2014,3,22,1,,,260.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,22,2,,,280.0,,,240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,22,5,,,290.0,,,240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,22,6,,,290.0,,,240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,22,7,,,290.0,,,230.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,22,8,,,290.0,,,230.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,22,9,,,290.0,,,230.0,-9999.0,,,,30.0,,,,62.0,-9999.0,-9999.0,-9999.0,,
2014,3,22,10,,,280.0,,,230.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,22,11,,,270.0,,,230.0,-9999.0,,,360.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,3,22,13,,,260.0,,,240.0,-9999.0,,,,30.0,,,,21.0,-9999.0,-9999.0,-9999.0,,
2014,3,22,23,,,240.0,,,240.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,23,0,,,250.0,,,240.0,-9999.0,,,,30.0,,,,21.0,-9999.0,-9999.0,-9999.0,,
2014,3,23,1,,,260.0,,,240.0,-9999.0,,,,30.0,,,,15.0,-9999.0,-9999.0,-9999.0,,
2014,3,23,2,,,270.0,,,240.0,-9999.0,,,,30.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,3,23,4,,,300.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,5,,,310.0,,,250.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,6,,,320.0,,,250.0,-9999.0,,,300.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,7,,,320.0,,,240.0,-9999.0,,,270.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,8,,,330.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,9,,,320.0,,,250.0,-9999.0,,,330.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,10,,,310.0,,,250.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,11,,,290.0,,,240.0,-9999.0,,,330.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,12,,,280.0,,,240.0,-9999.0,,,330.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,14,,,260.0,,,250.0,-9999.0,,,150.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,23,23,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,24,0,,,260.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,24,1,,,270.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,24,2,,,290.0,,,250.0,-9999.0,,,,90.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,24,3,,,300.0,,,250.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,24,4,,,310.0,,,250.0,-9999.0,,,,30.0,,,,41.0,-9999.0,-9999.0,-9999.0,,
2014,3,24,5,,,320.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,6,,,320.0,,,230.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,7,,,330.0,,,240.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,8,,,330.0,,,230.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,9,,,320.0,,,230.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,10,,,300.0,,,230.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,11,,,280.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,12,,,280.0,,,240.0,-9999.0,,,,30.0,,,,15.0,-9999.0,-9999.0,-9999.0,,
2014,3,24,13,,,270.0,,,240.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,24,14,,,260.0,,,240.0,-9999.0,,,300.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,24,23,,,250.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,25,0,,,260.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,27,9,,,320.0,,,230.0,-9999.0,,,360.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,27,12,,,280.0,,,240.0,-9999.0,,,360.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,0,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,28,1,,,270.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,28,2,,,280.0,,,240.0,-9999.0,,,280.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,3,,,300.0,,,240.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,4,,,310.0,,,240.0,-9999.0,,,,50.0,,,,41.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,5,,,320.0,,,240.0,-9999.0,,,,60.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,6,,,320.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,7,,,330.0,,,240.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,8,,,330.0,,,230.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,9,,,320.0,,,230.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,10,,,310.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,11,,,300.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,28,12,,,280.0,,,240.0,-9999.0,,,,50.0,,,,62.0,-9999.0,-9999.0,-9999.0,,
2014,3,28,13,,,260.0,,,240.0,-9999.0,,,300.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,0,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,29,1,,,280.0,,,240.0,-9999.0,,,360.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,2,,,290.0,,,240.0,-9999.0,,,,30.0,,,,46.0,-9999.0,-9999.0,-9999.0,,
2014,3,29,3,,,300.0,,,240.0,-9999.0,,,360.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,4,,,300.0,,,240.0,-9999.0,,,,30.0,,,,46.0,-9999.0,-9999.0,-9999.0,,
2014,3,29,5,,,310.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,7,,,320.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,8,,,320.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,9,,,320.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,10,,,290.0,,,240.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,11,,,270.0,,,230.0,-9999.0,,,270.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,12,,,250.0,,,240.0,-9999.0,,,180.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,13,,,250.0,,,240.0,-9999.0,,,270.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,
2014,3,29,22,,,240.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,29,23,,,240.0,,,240.0,-9999.0,,,,50.0,,,,10.0,-9999.0,-9999.0,-9999.0,,
2014,3,30,1,,,260.0,,,230.0,-9999.0,,,330.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,30,2,,,280.0,,,240.0,-9999.0,,,330.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,30,3,,,300.0,,,250.0,-9999.0,,,,60.0,,,,51.0,-9999.0,-9999.0,-9999.0,,
2014,3,30,5,,,310.0,,,240.0,-9999.0,,,,30.0,,,,51.0,-9999.0,-9999.0,-9999.0,,
2014,3,30,7,,,320.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,30,8,,,330.0,,,240.0,-9999.0,,,330.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,3,30,9,,,310.0,,,250.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,3,30,10,,,280.0,,,240.0,-9999.0,,,300.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,30,11,,,280.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,30,12,,,270.0,,,240.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,30,23,,,240.0,,,230.0,-9999.0,,,360.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,0,,,260.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,31,1,,,270.0,,,240.0,-9999.0,,,360.0,,,,10.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,2,,,290.0,,,240.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,31,3,,,300.0,,,240.0,-9999.0,,,,30.0,,,,41.0,-9999.0,-9999.0,-9999.0,,
2014,3,31,4,,,310.0,,,240.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,3,31,5,,,310.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,3,31,7,,,330.0,,,240.0,-9999.0,,,,60.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,3,31,8,,,330.0,,,240.0,-9999.0,,,,60.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,3,31,9,,,310.0,,,220.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,10,,,310.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,11,,,290.0,,,240.0,-9999.0,,,300.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,12,,,280.0,,,240.0,-9999.0,,,270.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,3,31,23,,,240.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,1,,,270.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,2,,,290.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,3,,,300.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,4,,,310.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,5,,,320.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,1,6,,,330.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,7,,,330.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,8,,,330.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,9,,,330.0,,,230.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,10,,,310.0,,,240.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,11,,,290.0,,,230.0,-9999.0,,,330.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,12,,,280.0,,,240.0,-9999.0,,,330.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,4,1,23,,,230.0,,,220.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,2,0,,,240.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,2,1,,,250.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,2,2,,,270.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,2,3,-9999.0,-9999.0,-9999.0,,,360.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,
2014,4,2,4,,,310.0,,,230.0,-9999.0,,,,50.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,4,2,5,,,320.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,2,8,,,330.0,,,230.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,2,9,,,330.0,,,220.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,2,10,,,330.0,,,230.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,2,11,,,310.0,,,250.0,-9999.0,,,,30.0,,,,15.0,-9999.0,-9999.0,-9999.0,,
2014,4,2,12,,,300.0,,,250.0,-9999.0,,,180.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,4,2,13,,,250.0,,,240.0,-9999.0,,,180.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,4,2,23,,,240.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,3,0,,,240.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,3,1,,,270.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,3,2,,,290.0,,,250.0,-9999.0,,,,90.0,,,,10.0,-9999.0,-9999.0,-9999.0,,
2014,4,3,3,,,300.0,,,240.0,-9999.0,,,270.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,4,,,310.0,,,240.0,-9999.0,,,,30.0,,,,31.0,-9999.0,-9999.0,-9999.0,,
2014,4,3,5,,,320.0,,,240.0,-9999.0,,,360.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,6,,,330.0,,,230.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,7,,,330.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,8,,,330.0,,,230.0,-9999.0,,,,30.0,,,,51.0,-9999.0,-9999.0,-9999.0,,
2014,4,3,9,,,330.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,10,,,320.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,3,13,,,280.0,,,250.0,-9999.0,,,,90.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,3,23,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,4,0,,,250.0,,,240.0,-9999.0,,,180.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,1,,,260.0,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,4,2,,,290.0,,,250.0,-9999.0,,,150.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,3,,,310.0,,,240.0,-9999.0,,,180.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,4,,,320.0,,,240.0,-9999.0,,,120.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,8,,,330.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,4,9,,,330.0,,,230.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,10,,,320.0,,,240.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,4,11,,,240.0,,,230.0,-9999.0,,,330.0,,,,82.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,12,,,250.0,,,230.0,-9999.0,,,300.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,4,23,,,240.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,0,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,1,,,260.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,2,,,280.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,3,,,300.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,4,,,300.0,,,240.0,-9999.0,,,360.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,5,,,310.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,5,6,,,320.0,,,240.0,-9999.0,,,360.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,7,,,310.0,,,250.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,4,5,8,,,310.0,,,220.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,9,,,300.0,,,250.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,10,,,280.0,,,240.0,-9999.0,,,270.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,11,,,280.0,,,240.0,-9999.0,,,180.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,12,,,270.0,,,240.0,-9999.0,,,150.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,5,13,,,260.0,,,240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,
2014,4,5,23,,,240.0,,,240.0,-9999.0,,,300.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,0,,,250.0,,,240.0,-9999.0,,,360.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,1,,,270.0,,,240.0,-9999.0,,,,60.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,6,2,,,270.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,3,,,290.0,,,250.0,-9999.0,,,240.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,4,,,300.0,,,250.0,-9999.0,,,,30.0,,,,26.0,-9999.0,-9999.0,-9999.0,,
2014,4,6,5,,,310.0,,,250.0,-9999.0,,,360.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,6,,,310.0,,,240.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,7,,,310.0,,,240.0,-9999.0,,,360.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,10,,,260.0,,,230.0,-9999.0,,,210.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,11,,,250.0,,,230.0,-9999.0,,,210.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,6,12,,,250.0,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,6,13,,,250.0,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
2014,4,7,0,,,240.0,,,230.0,-9999.0,,,180.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,1,,,270.0,,,240.0,-9999.0,,,180.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,2,,,280.0,,,240.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,3,,,300.0,,,240.0,-9999.0,,,180.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,4,,,300.0,,,220.0,-9999.0,,,180.0,,,,77.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,5,,,310.0,,,230.0,-9999.0,,,210.0,,,,88.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,6,,,320.0,,,230.0,-9999.0,,,180.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,7,,,320.0,,,220.0,-9999.0,,,210.0,,,,88.0,-9999.0,-9999.0,-9999.0,,,
2014,4,7,8,,,320.0,,,220.0,-9999.0,,,180.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,
