,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
25,2014,1,2,5,,,310,,,260,-9999,,,260.0,,,,21.0,-9999,-9999,-9999.0,
26,2014,1,2,6,,,300,,,260,-9999,,,270.0,,,,26.0,-9999,-9999,-9999.0,
27,2014,1,2,7,,,290,,,250,-9999,,,260.0,,,,26.0,-9999,-9999,-9999.0,
28,2014,1,2,8,,,290,,,250,-9999,,,280.0,,,,36.0,-9999,-9999,-9999.0,
29,2014,1,2,9,,,280,,,250,-9999,,,290.0,,,,26.0,-9999,-9999,-9999.0,
30,2014,1,2,10,,,280,,,250,-9999,,,300.0,,,,15.0,-9999,-9999,-9999.0,
31,2014,1,2,11,,,270,,,250,-9999,,,300.0,,,,10.0,-9999,-9999,-9999.0,
32,2014,1,2,12,,,240,,,230,-9999,,,,30.0,,,,26,-9999,-9999.0,-9999.0
33,2014,1,2,13,,,250,,,240,-9999,,,130.0,,,,15.0,-9999,-9999,-9999.0,
34,2014,1,2,14,,,250,,,230,-9999,,,130.0,,,,,5,-9999,-9999.0,-9999.0
35,2014,1,2,16,,,240,,,230,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
36,2014,1,2,19,,,240,,,230,-9999,,,270.0,,,,,5,-9999,-9999.0,-9999.0
37,2014,1,2,21,,,250,,,240,-9999,,,180.0,,,,,5,-9999,-9999.0,-9999.0
38,2014,1,2,22,,,250,,,240,-9999,,,210.0,,,,,5,-9999,-9999.0,-9999.0
39,2014,1,3,1,,,280,,,250,-9999,,,230.0,,,,,5,-9999,-9999.0,-9999.0
40,2014,1,3,2,,,290,,,250,-9999,,,200.0,,,,10.0,-9999,-9999,-9999.0,
41,2014,1,3,3,,,290,,,250,-9999,,,210.0,,,,15.0,-9999,-9999,-9999.0,
42,2014,1,3,4,,,290,,,250,-9999,,,200.0,,,,10.0,-9999,-9999,-9999.0,
43,2014,1,3,5,,,300,,,250,-9999,,,270.0,,,,,5,-9999,-9999.0,-9999.0
44,2014,1,3,6,,,290,,,250,-9999,,,310.0,,,,21.0,-9999,-9999,-9999.0,
45,2014,1,3,7,,,300,,,250,-9999,,,280.0,,,,15.0,-9999,-9999,-9999.0,
46,2014,1,3,8,,,290,,,250,-9999,,,300.0,,,,15.0,-9999,-9999,-9999.0,
47,2014,1,3,9,,,280,,,250,-9999,,,300.0,,,,10.0,-9999,-9999,-9999.0,
48,2014,1,3,13,,,260,,,250,-9999,,,160.0,,,,10.0,-9999,-9999,-9999.0,
49,2014,1,3,14,,,260,,,250,-9999,,,100.0,,,,10.0,-9999,-9999,-9999.0,
50,2014,1,3,17,,,260,,,250,-9999,,,150.0,,,,,5,-9999,-9999.0,-9999.0
51,2014,1,3,19,,,260,,,250,-9999,,,290.0,,,,,5,-9999,-9999.0,-9999.0
52,2014,1,3,20,,,250,,,240,-9999,,,270.0,,,,,5,-9999,-9999.0,-9999.0
53,2014,1,3,21,,,250,,,240,-9999,,,230.0,,,,,5,-9999,-9999.0,-9999.0
54,2014,1,4,0,,,270,,,250,-9999,,,240.0,,,,15.0,-9999,-9999,-9999.0,
55,2014,1,4,1,,,270,,,250,-9999,,,230.0,,,,15.0,-9999,-9999,-9999.0,
56,2014,1,4,2,,,290,,,260,-9999,,,260.0,,,,21.0,-9999,-9999,-9999.0,
57,2014,1,4,3,,,280,,,260,-9999,,,300.0,,,,,5,-9999,-9999.0,-9999.0
58,2014,1,4,4,,,280,,,250,-9999,,,320.0,,,,,5,-9999,-9999.0,-9999.0
59,2014,1,4,5,,,290,,,250,-9999,,,330.0,,,,10.0,-9999,-9999,-9999.0,
60,2014,1,4,6,,,300,,,260,-9999,,,300.0,,,,21.0,-9999,-9999,-9999.0,
61,2014,1,4,7,,,290,,,250,-9999,,,310.0,,,,15.0,-9999,-9999,-9999.0,
62,2014,1,4,8,,,290,,,250,-9999,,,310.0,,,,21.0,-9999,-9999,-9999.0,
63,2014,1,4,9,,,290,,,250,-9999,,,310.0,,,,,5,-9999,-9999.0,-9999.0
64,2014,1,4,10,,,280,,,250,-9999,,,320.0,,,,10.0,-9999,-9999,-9999.0,
65,2014,1,4,11,,,270,,,250,-9999,,,330.0,,,,10.0,-9999,-9999,-9999.0,
66,2014,1,4,13,,,270,,,250,-9999,,,200.0,,,,10.0,-9999,-9999,-9999.0,
67,2014,1,4,14,,,240,,,230,-9999,,,360.0,,,,31.0,-9999,-9999,-9999.0,
68,2014,1,4,16,,,230,,,230,-9999,,,250.0,,,,,5,-9999,-9999.0,-9999.0
69,2014,1,4,17,,,230,,,230,-9999,,,230.0,,,,,5,-9999,-9999.0,-9999.0
70,2014,1,4,18,,,240,,,230,-9999,,,260.0,,,,,5,-9999,-9999.0,-9999.0
71,2014,1,4,19,,,240,,,230,-9999,,,240.0,,,,,5,-9999,-9999.0,-9999.0
72,2014,1,4,20,,,240,,,240,-9999,,,300.0,,,,,5,-9999,-9999.0,-9999.0
73,2014,1,4,21,,,240,,,240,-9999,,,250.0,,,,,5,-9999,-9999.0,-9999.0
74,2014,1,4,23,,,240,,,240,-9999,,,240.0,,,,,5,-9999,-9999.0,-9999.0
75,2014,1,5,3,,,290,,,260,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
76,2014,1,5,4,,,300,,,260,-9999,,,240.0,,,,10.0,-9999,-9999,-9999.0,
77,2014,1,5,5,,,300,,,260,-9999,,,280.0,,,,,5,-9999,-9999.0,-9999.0
78,2014,1,5,6,,,310,,,260,-9999,,,290.0,,,,15.0,-9999,-9999,-9999.0,
79,2014,1,5,7,,,300,,,250,-9999,,,340.0,,,,31.0,-9999,-9999,-9999.0,
80,2014,1,5,8,,,300,,,250,-9999,,,,20.0,,,,46,-9999,-9999.0,-9999.0
81,2014,1,5,9,,,290,,,250,-9999,,,,30.0,,,,46,-9999,-9999.0,-9999.0
82,2014,1,5,10,,,280,,,250,-9999,,,,40.0,,,,72,-9999,-9999.0,-9999.0
83,2014,1,5,11,,,270,,,240,-9999,,,,70.0,,,,26,-9999,-9999.0,-9999.0
84,2014,1,5,12,,,270,,,240,-9999,,,,60.0,,,,26,-9999,-9999.0,-9999.0
85,2014,1,5,13,,,270,,,240,-9999,,,,60.0,,,,26,-9999,-9999.0,-9999.0
86,2014,1,5,14,,,270,,,240,-9999,,,,80.0,,,,21,-9999,-9999.0,-9999.0
87,2014,1,5,16,,,270,,,250,-9999,,,,70.0,,,,10,-9999,-9999.0,-9999.0
88,2014,1,5,17,,,270,,,240,-9999,,,,90.0,,,,10,-9999,-9999.0,-9999.0
89,2014,1,5,19,,,260,,,240,-9999,,,180.0,,,,,5,-9999,-9999.0,-9999.0
90,2014,1,5,20,,,260,,,240,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
91,2014,1,5,21,,,250,,,240,-9999,,,300.0,,,,,5,-9999,-9999.0,-9999.0
92,2014,1,5,22,,,250,,,230,-9999,,,240.0,,,,,5,-9999,-9999.0,-9999.0
93,2014,1,5,23,,,250,,,240,-9999,,,210.0,,,,,5,-9999,-9999.0,-9999.0
94,2014,1,6,0,,,270,,,250,-9999,,,230.0,,,,15.0,-9999,-9999,-9999.0,
95,2014,1,6,1,,,270,,,240,-9999,,,230.0,,,,21.0,-9999,-9999,-9999.0,
96,2014,1,6,2,,,280,,,250,-9999,,,230.0,,,,21.0,-9999,-9999,-9999.0,
97,2014,1,6,3,,,300,,,260,-9999,,,240.0,,,,21.0,-9999,-9999,-9999.0,
98,2014,1,6,4,,,300,,,240,-9999,,,220.0,,,,21.0,-9999,-9999,-9999.0,
99,2014,1,6,5,,,290,,,250,-9999,,,270.0,,,,26.0,-9999,-9999,-9999.0,
100,2014,1,6,6,,,300,,,260,-9999,,,270.0,,,,31.0,-9999,-9999,-9999.0,
101,2014,1,6,7,,,290,,,250,-9999,,,270.0,,,,36.0,-9999,-9999,-9999.0,
102,2014,1,6,8,,,280,,,250,-9999,,,270.0,,,,26.0,-9999,-9999,-9999.0,
103,2014,1,6,9,,,270,,,250,-9999,,,250.0,,,,10.0,-9999,-9999,-9999.0,
104,2014,1,6,10,,,260,,,240,-9999,,,350.0,,,,31.0,-9999,-9999,-9999.0,
105,2014,1,6,11,,,240,,,240,-9999,,,,50.0,,,,10,-9999,-9999.0,-9999.0
106,2014,1,6,12,,,240,,,230,-9999,,,330.0,,,,,5,-9999,-9999.0,-9999.0
107,2014,1,6,14,,,250,,,240,-9999,,,,90.0,,,,26,-9999,-9999.0,-9999.0
108,2014,1,6,15,,,250,,,230,-9999,,,,70.0,,,,15,-9999,-9999.0,-9999.0
109,2014,1,6,16,,,250,,,240,-9999,,,,60.0,,,,15,-9999,-9999.0,-9999.0
110,2014,1,6,17,,,250,,,230,-9999,,,,80.0,,,,10,-9999,-9999.0,-9999.0
111,2014,1,6,18,,,250,,,240,-9999,,,,70.0,,,,10,-9999,-9999.0,-9999.0
112,2014,1,6,19,,,260,,,240,-9999,,,,70.0,,,,15,-9999,-9999.0,-9999.0
113,2014,1,6,20,,,260,,,240,-9999,,,,90.0,,,,10,-9999,-9999.0,-9999.0
114,2014,1,6,21,,,260,,,240,-9999,,,100.0,,,,,5,-9999,-9999.0,-9999.0
115,2014,1,6,22,,,260,,,240,-9999,,,120.0,,,,10.0,-9999,-9999,-9999.0,
116,2014,1,6,23,,,250,,,240,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
117,2014,1,7,1,,,270,,,250,-9999,,,210.0,,,,10.0,-9999,-9999,-9999.0,
118,2014,1,7,2,,,290,,,250,-9999,,,250.0,,,,,5,-9999,-9999.0,-9999.0
119,2014,1,7,3,,,290,,,240,-9999,,,,40.0,,,,15,-9999,-9999.0,-9999.0
120,2014,1,7,4,,,300,,,250,-9999,,,,60.0,,,,21,-9999,-9999.0,-9999.0
121,2014,1,7,5,,,310,,,250,-9999,,,,80.0,,,,10,-9999,-9999.0,-9999.0
122,2014,1,7,6,,,300,,,250,-9999,,,290.0,,,,26.0,-9999,-9999,-9999.0,
123,2014,1,7,7,,,310,,,250,-9999,,,280.0,,,,26.0,-9999,-9999,-9999.0,
124,2014,1,7,8,,,300,,,250,-9999,,,280.0,,,,26.0,-9999,-9999,-9999.0,
125,2014,1,7,9,,,290,,,250,-9999,,,280.0,,,,21.0,-9999,-9999,-9999.0,
126,2014,1,7,10,,,290,,,250,-9999,,,290.0,,,,15.0,-9999,-9999,-9999.0,
127,2014,1,7,11,,,280,,,250,-9999,,,340.0,,,,10.0,-9999,-9999,-9999.0,
128,2014,1,7,13,,,270,,,250,-9999,,,100.0,,,,15.0,-9999,-9999,-9999.0,
129,2014,1,7,14,,,260,,,250,-9999,,,110.0,,,,15.0,-9999,-9999,-9999.0,
130,2014,1,7,15,,,260,,,250,-9999,,,120.0,,,,15.0,-9999,-9999,-9999.0,
131,2014,1,7,16,,,260,,,250,-9999,,,,90.0,,,,15,-9999,-9999.0,-9999.0
132,2014,1,7,17,,,260,,,250,-9999,,,160.0,,,,,5,-9999,-9999.0,-9999.0
133,2014,1,7,19,,,260,,,250,-9999,,,160.0,,,,15.0,-9999,-9999,-9999.0,
134,2014,1,7,20,,,260,,,240,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
135,2014,1,7,21,,,260,,,240,-9999,,,190.0,,,,,5,-9999,-9999.0,-9999.0
136,2014,1,7,22,,,260,,,240,-9999,,,190.0,,,,,5,-9999,-9999.0,-9999.0
137,2014,1,7,23,,,260,,,250,-9999,,,190.0,,,,10.0,-9999,-9999,-9999.0,
138,2014,1,8,0,,,280,,,250,-9999,,,210.0,,,,21.0,-9999,-9999,-9999.0,
139,2014,1,8,1,,,270,,,240,-9999,,,200.0,,,,31.0,-9999,-9999,-9999.0,
140,2014,1,8,2,,,290,,,250,-9999,,,220.0,,,,31.0,-9999,-9999,-9999.0,
141,2014,1,8,3,,,290,,,240,-9999,,,210.0,,,,26.0,-9999,-9999,-9999.0,
142,2014,1,8,4,,,310,,,250,-9999,,,210.0,,,,21.0,-9999,-9999,-9999.0,
143,2014,1,8,5,,,310,,,250,-9999,,,230.0,,,,31.0,-9999,-9999,-9999.0,
144,2014,1,8,6,,,310,,,250,-9999,,,290.0,,,,26.0,-9999,-9999,-9999.0,
145,2014,1,8,7,,,310,,,260,-9999,,,290.0,,,,31.0,-9999,-9999,-9999.0,
146,2014,1,8,8,,,300,,,260,-9999,,,310.0,,,,26.0,-9999,-9999,-9999.0,
147,2014,1,8,9,,,290,,,260,-9999,,,340.0,,,,31.0,-9999,-9999,-9999.0,
148,2014,1,8,10,,,280,,,250,-9999,,,340.0,,,,26.0,-9999,-9999,-9999.0,
149,2014,1,8,11,,,270,,,250,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
150,2014,1,8,12,,,280,,,250,-9999,,,360.0,,,,26.0,-9999,-9999,-9999.0,
151,2014,1,8,13,,,270,,,250,-9999,,,,30.0,,,,46,-9999,-9999.0,-9999.0
152,2014,1,8,14,,,260,,,250,-9999,,,,20.0,,,,31,-9999,-9999.0,-9999.0
153,2014,1,8,15,,,250,,,240,-9999,,,120.0,,,,15.0,-9999,-9999,-9999.0,
154,2014,1,8,17,,,240,,,230,-9999,,,210.0,,,,,5,-9999,-9999.0,-9999.0
155,2014,1,9,1,,,270,,,250,-9999,,,100.0,,,,10.0,-9999,-9999,-9999.0,
156,2014,1,9,2,,,280,,,240,-9999,,,,80.0,,,,15,-9999,-9999.0,-9999.0
157,2014,1,9,3,,,290,,,250,-9999,,,,60.0,,,,15,-9999,-9999.0,-9999.0
158,2014,1,9,5,,,290,,,240,-9999,,,,20.0,,,,15,-9999,-9999.0,-9999.0
159,2014,1,9,6,,,290,,,250,-9999,,,,40.0,,,,10,-9999,-9999.0,-9999.0
160,2014,1,9,8,,,290,,,250,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
161,2014,1,9,9,,,280,,,250,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
162,2014,1,9,10,,,280,,,250,-9999,,,,30.0,,,,21,-9999,-9999.0,-9999.0
163,2014,1,9,11,,,280,,,250,-9999,,,,20.0,,,,26,-9999,-9999.0,-9999.0
164,2014,1,9,12,,,280,,,250,-9999,,,,20.0,,,,26,-9999,-9999.0,-9999.0
165,2014,1,9,13,,,280,,,250,-9999,,,,10.0,,,,15,-9999,-9999.0,-9999.0
166,2014,1,9,14,,,280,,,250,-9999,,,,20.0,,,,21,-9999,-9999.0,-9999.0
167,2014,1,9,15,,,280,,,250,-9999,,,,20.0,,,,21,-9999,-9999.0,-9999.0
168,2014,1,9,16,,,280,,,260,-9999,,,,90.0,,,,10,-9999,-9999.0,-9999.0
169,2014,1,9,17,,,270,,,250,-9999,,,,80.0,,,,10,-9999,-9999.0,-9999.0
170,2014,1,9,18,,,260,,,250,-9999,,,340.0,,,,,5,-9999,-9999.0,-9999.0
171,2014,1,9,21,,,260,,,250,-9999,,,150.0,,,,,5,-9999,-9999.0,-9999.0
172,2014,1,9,22,,,250,,,240,-9999,,,170.0,,,,,5,-9999,-9999.0,-9999.0
173,2014,1,9,23,,,250,,,240,-9999,,,170.0,,,,,5,-9999,-9999.0,-9999.0
174,2014,1,10,1,,,280,,,250,-9999,,,200.0,,,,15.0,-9999,-9999,-9999.0,
175,2014,1,10,2,,,280,,,250,-9999,,,210.0,,,,15.0,-9999,-9999,-9999.0,
176,2014,1,10,3,,,290,,,250,-9999,,,220.0,,,,15.0,-9999,-9999,-9999.0,
177,2014,1,10,4,,,300,,,260,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
178,2014,1,10,5,,,250,,,240,-9999,,,290.0,,,,15.0,-9999,-9999,-9999.0,
179,2014,1,10,6,,,280,,,260,-9999,,,280.0,,,,21.0,-9999,-9999,-9999.0,
180,2014,1,10,7,,,290,,,260,-9999,,,320.0,,,,21.0,-9999,-9999,-9999.0,
181,2014,1,10,8,,,280,,,250,-9999,,,330.0,,,,10.0,-9999,-9999,-9999.0,
182,2014,1,10,9,,,280,,,250,-9999,,,,30.0,,,,10,-9999,-9999.0,-9999.0
183,2014,1,10,10,,,270,,,250,-9999,,,100.0,,,,21.0,-9999,-9999,-9999.0,
184,2014,1,10,11,,,270,,,250,-9999,,,120.0,,,,10.0,-9999,-9999,-9999.0,
185,2014,1,10,12,,,260,,,240,-9999,,,140.0,,,,10.0,-9999,-9999,-9999.0,
186,2014,1,10,13,,,260,,,240,-9999,,,150.0,,,,10.0,-9999,-9999,-9999.0,
187,2014,1,10,16,,,250,,,240,-9999,,,200.0,,,,,5,-9999,-9999.0,-9999.0
188,2014,1,10,18,,,250,,,240,-9999,,,210.0,,,,,5,-9999,-9999.0,-9999.0
189,2014,1,10,20,,,250,,,240,-9999,,,180.0,,,,,5,-9999,-9999.0,-9999.0
190,2014,1,10,21,,,250,,,240,-9999,,,210.0,,,,,5,-9999,-9999.0,-9999.0
191,2014,1,10,22,,,250,,,240,-9999,,,180.0,,,,,5,-9999,-9999.0,-9999.0
192,2014,1,10,23,,,250,,,240,-9999,,,170.0,,,,10.0,-9999,-9999,-9999.0,
193,2014,1,11,0,,,270,,,250,-9999,,,150.0,,,,10.0,-9999,-9999,-9999.0,
194,2014,1,11,1,,,280,,,250,-9999,,,140.0,,,,,5,-9999,-9999.0,-9999.0
195,2014,1,11,2,,,290,,,260,-9999,,,160.0,,,,,5,-9999,-9999.0,-9999.0
196,2014,1,11,3,,,290,,,250,-9999,,,,40.0,,,,15,-9999,-9999.0,-9999.0
197,2014,1,11,4,,,290,,,250,-9999,,,300.0,,,,10.0,-9999,-9999,-9999.0,
198,2014,1,11,5,,,290,,,250,-9999,,,320.0,,,,15.0,-9999,-9999,-9999.0,
199,2014,1,11,6,,,300,,,260,-9999,,,340.0,,,,26.0,-9999,-9999,-9999.0,
200,2014,1,11,7,,,290,,,250,-9999,,,330.0,,,,26.0,-9999,-9999,-9999.0,
201,2014,1,11,8,,,290,,,260,-9999,,,,20.0,,,,36,-9999,-9999.0,-9999.0
202,2014,1,11,9,,,280,,,250,-9999,,,,50.0,,,,46,-9999,-9999.0,-9999.0
203,2014,1,11,10,,,270,,,240,-9999,,,,60.0,,,,31,-9999,-9999.0,-9999.0
204,2014,1,11,11,,,270,,,240,-9999,,,,80.0,,,,15,-9999,-9999.0,-9999.0
205,2014,1,11,12,,,270,,,240,-9999,,,100.0,,,,10.0,-9999,-9999,-9999.0,
206,2014,1,11,13,,,260,,,240,-9999,,,110.0,,,,,5,-9999,-9999.0,-9999.0
207,2014,1,11,14,,,260,,,240,-9999,,,110.0,,,,10.0,-9999,-9999,-9999.0,
208,2014,1,11,15,,,260,,,250,-9999,,,140.0,,,,,5,-9999,-9999.0,-9999.0
209,2014,1,11,16,,,260,,,250,-9999,,,130.0,,,,,5,-9999,-9999.0,-9999.0
210,2014,1,11,21,,,260,,,240,-9999,,,,80.0,,,,15,-9999,-9999.0,-9999.0
211,2014,1,11,22,,,260,,,230,-9999,,,,40.0,,,,26,-9999,-9999.0,-9999.0
212,2014,1,11,23,,,250,,,240,-9999,,,,70.0,,,,10,-9999,-9999.0,-9999.0
213,2014,1,12,0,,,260,,,240,-9999,,,,60.0,,,,21,-9999,-9999.0,-9999.0
214,2014,1,12,1,,,270,,,240,-9999,,,,70.0,,,,15,-9999,-9999.0,-9999.0
215,2014,1,12,2,,,280,,,250,-9999,,,,70.0,,,,21,-9999,-9999.0,-9999.0
216,2014,1,12,3,,,280,,,250,-9999,,,,50.0,,,,21,-9999,-9999.0,-9999.0
217,2014,1,12,4,,,290,,,250,-9999,,,,50.0,,,,41,-9999,-9999.0,-9999.0
218,2014,1,12,5,,,300,,,260,-9999,,,,30.0,,,,41,-9999,-9999.0,-9999.0
219,2014,1,12,6,,,290,,,250,-9999,,,,40.0,,,,36,-9999,-9999.0,-9999.0
220,2014,1,12,7,,,280,,,250,-9999,,,,50.0,,,,31,-9999,-9999.0,-9999.0
221,2014,1,12,8,,,280,,,250,-9999,,,,30.0,,,,26,-9999,-9999.0,-9999.0
222,2014,1,12,9,,,280,,,250,-9999,,,,20.0,,,,26,-9999,-9999.0,-9999.0
223,2014,1,12,10,,,280,,,240,-9999,,,,30.0,,,,26,-9999,-9999.0,-9999.0
224,2014,1,12,11,,,280,,,250,-9999,,,,30.0,,,,26,-9999,-9999.0,-9999.0
225,2014,1,12,12,,,280,,,250,-9999,,,,20.0,,,,31,-9999,-9999.0,-9999.0
226,2014,1,12,13,,,280,,,250,-9999,,,,20.0,,,,36,-9999,-9999.0,-9999.0
227,2014,1,12,14,,,280,,,250,-9999,,,,80.0,,,,15,-9999,-9999.0,-9999.0
228,2014,1,12,15,,,260,,,240,-9999,,,350.0,,,,21.0,-9999,-9999,-9999.0,
229,2014,1,12,16,,,250,,,240,-9999,,,,10.0,,,,26,-9999,-9999.0,-9999.0
230,2014,1,12,17,,,250,,,240,-9999,,,330.0,,,,10.0,-9999,-9999,-9999.0,
231,2014,1,12,19,,,240,,,230,-9999,,,340.0,,,,26.0,-9999,-9999,-9999.0,
232,2014,1,12,20,,,240,,,230,-9999,,,280.0,,,,,5,-9999,-9999.0,-9999.0
233,2014,1,12,21,,,240,,,230,-9999,,,360.0,,,,41.0,-9999,-9999,-9999.0,
234,2014,1,12,22,,,240,,,230,-9999,,,280.0,,,,,5,-9999,-9999.0,-9999.0
235,2014,1,13,1,,,240,,,240,-9999,,,320.0,,,,10.0,-9999,-9999,-9999.0,
236,2014,1,13,2,,,250,,,230,-9999,,,,80.0,,,,15,-9999,-9999.0,-9999.0
237,2014,1,13,3,,,250,,,240,-9999,,,100.0,,,,10.0,-9999,-9999,-9999.0,
238,2014,1,13,4,,,250,,,230,-9999,,,,10.0,,,,21,-9999,-9999.0,-9999.0
239,2014,1,13,5,,,260,,,240,-9999,,,100.0,,,,10.0,-9999,-9999,-9999.0,
240,2014,1,13,7,,,260,,,240,-9999,,,330.0,,,,10.0,-9999,-9999,-9999.0,
241,2014,1,13,8,,,250,,,240,-9999,,,,50.0,,,,26,-9999,-9999.0,-9999.0
242,2014,1,13,9,,,250,,,240,-9999,,,360.0,,,,26.0,-9999,-9999,-9999.0,
243,2014,1,13,10,,,250,,,240,-9999,,,,40.0,,,,10,-9999,-9999.0,-9999.0
244,2014,1,13,11,,,260,,,240,-9999,,,350.0,,,,10.0,-9999,-9999,-9999.0,
245,2014,1,13,13,,,270,,,230,-9999,,,350.0,,,,26.0,-9999,-9999,-9999.0,
246,2014,1,13,14,,,270,,,230,-9999,,,350.0,,,,26.0,-9999,-9999,-9999.0,
247,2014,1,13,15,,,270,,,240,-9999,,,,30.0,,,,36,-9999,-9999.0,-9999.0
248,2014,1,13,16,,,260,,,240,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
249,2014,1,13,17,,,260,,,240,-9999,,,,60.0,,,,15,-9999,-9999.0,-9999.0
250,2014,1,13,18,,,260,,,240,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
251,2014,1,13,19,,,270,,,240,-9999,,,350.0,,,,21.0,-9999,-9999,-9999.0,
252,2014,1,13,20,,,270,,,240,-9999,,,340.0,,,,15.0,-9999,-9999,-9999.0,
253,2014,1,13,21,,,270,,,240,-9999,,,350.0,,,,15.0,-9999,-9999,-9999.0,
254,2014,1,13,22,,,260,,,240,-9999,,,,60.0,,,,10,-9999,-9999.0,-9999.0
255,2014,1,13,23,,,250,,,240,-9999,,,100.0,,,,21.0,-9999,-9999,-9999.0,
256,2014,1,14,0,,,250,,,230,-9999,,,110.0,,,,15.0,-9999,-9999,-9999.0,
257,2014,1,14,1,,,250,,,240,-9999,,,110.0,,,,21.0,-9999,-9999,-9999.0,
258,2014,1,14,2,,,260,,,240,-9999,,,120.0,,,,21.0,-9999,-9999,-9999.0,
259,2014,1,14,3,,,250,,,240,-9999,,,150.0,,,,10.0,-9999,-9999,-9999.0,
260,2014,1,14,4,,,260,,,240,-9999,,,160.0,,,,10.0,-9999,-9999,-9999.0,
261,2014,1,14,5,,,260,,,240,-9999,,,170.0,,,,10.0,-9999,-9999,-9999.0,
262,2014,1,14,6,,,250,,,240,-9999,,,140.0,,,,,5,-9999,-9999.0,-9999.0
263,2014,1,14,7,,,270,,,240,-9999,,,350.0,,,,21.0,-9999,-9999,-9999.0,
264,2014,1,14,8,,,280,,,240,-9999,,,350.0,,,,31.0,-9999,-9999,-9999.0,
265,2014,1,14,10,,,270,,,240,-9999,,,350.0,,,,26.0,-9999,-9999,-9999.0,
266,2014,1,14,11,,,250,,,240,-9999,,,350.0,,,,21.0,-9999,-9999,-9999.0,
267,2014,1,14,12,,,260,,,240,-9999,,,350.0,,,,26.0,-9999,-9999,-9999.0,
268,2014,1,14,13,,,270,,,240,-9999,,,350.0,,,,36.0,-9999,-9999,-9999.0,
269,2014,1,14,14,,,260,,,240,-9999,,,340.0,,,,31.0,-9999,-9999,-9999.0,
270,2014,1,14,15,,,250,,,240,-9999,,,,10.0,,,,36,-9999,-9999.0,-9999.0
271,2014,1,14,16,,,250,,,240,-9999,,,350.0,,,,31.0,-9999,-9999,-9999.0,
