,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2012,1,1,22,,,206.0,,,172.0,10080.0,,,230.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,
1,2012,1,2,1,,,264.0,,,179.0,10088.0,,,200.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,
2,2012,1,2,10,,,330.0,,,143.0,10057.0,,,270.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
3,2012,1,2,22,,,231.0,,,180.0,10097.0,,,200.0,,,,36.0,,,,,4.0,-9999.0,-9999.0,
4,2012,1,3,1,,,280.0,,,166.0,10103.0,,,180.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,
5,2012,1,3,10,,,374.0,,,119.0,10068.0,,,250.0,,,,10.0,,,,,0.0,-9999.0,-9999.0,
6,2012,1,4,1,,,276.0,,,167.0,10126.0,,,180.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
7,2012,1,4,10,,,373.0,,,132.0,10064.0,,,270.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
8,2012,1,4,22,,,231.0,,,158.0,10104.0,,,200.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,
9,2012,1,5,1,,,283.0,,,159.0,10108.0,,,200.0,,,,41.0,,,,,0.0,-9999.0,-9999.0,
10,2012,1,5,10,,,353.0,,,157.0,10063.0,,,250.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
11,2012,1,5,22,,,228.0,,,166.0,10095.0,,,200.0,,,,36.0,,,,,0.0,-9999.0,-9999.0,
12,2012,1,6,1,,,275.0,,,162.0,10100.0,,,160.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
13,2012,1,8,1,,,335.0,,,127.0,10056.0,,,,70.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
14,2012,1,8,10,,,385.0,,,154.0,10013.0,,,340.0,,,,62.0,,,,,3.0,-9999.0,-9999.0,
15,2012,1,8,22,,,254.0,,,178.0,10071.0,,,110.0,,,,87.0,,,,,6.0,-9999.0,-9999.0,
16,2012,1,9,1,,,288.0,,,189.0,10072.0,,,,90.0,,,,57.0,,,,,0.0,-9999.0,-9999.0
17,2012,1,9,10,-9999.0,,,238.0,10049.0,,,160.0,,,,36.0,,,,,8.0,-9999.0,-9999.0,,,
18,2012,1,9,22,,,236.0,,,210.0,10059.0,,,110.0,,,,46.0,,,,,2.0,-9999.0,-9999.0,
19,2012,1,10,1,,,286.0,,,216.0,10068.0,,,110.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
20,2012,1,10,10,,,310.0,,,227.0,10034.0,,,360.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,
21,2012,1,10,22,,,243.0,,,231.0,10071.0,,,130.0,,,,41.0,,,,,8.0,-9999.0,-9999.0,
22,2012,1,11,1,,,245.0,,,235.0,10081.0,,,200.0,,,,31.0,,,,,8.0,-9999.0,-9999.0,
