,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,1,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
1,1,1,2,,,-9999.0,-9999.0,10.0,,,,,834370-99999-2017
2,1,1,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
3,1,1,7,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
4,1,1,8,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
5,1,1,10,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
6,1,1,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
7,1,1,12,,,10126.0,,-9999.0,,1.0,-9999.0,-9999.0,834370-99999-2017
8,1,1,14,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
9,1,1,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
10,1,1,16,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
11,1,1,17,,,-9999.0,-9999.0,21.0,,,,,834370-99999-2017
12,1,1,18,,,10086.0,,,,,,3.0,834370-99999-2017
13,1,1,19,,,90.0,-9999.0,,-9999.0,,,,834370-99999-2017
14,1,1,20,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
15,1,1,21,,,-9999.0,-9999.0,21.0,,,,,834370-99999-2017
16,1,1,23,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
17,1,2,1,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
18,1,2,2,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
19,1,2,3,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
20,1,2,7,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
21,1,2,8,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
22,1,2,10,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
23,1,2,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
24,1,2,14,,,-9999.0,-9999.0,26.0,,,,,834370-99999-2017
25,1,2,15,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
26,1,2,17,,,90.0,-9999.0,,-9999.0,,,,834370-99999-2017
27,1,2,18,,,10063.0,,,,,,4.0,834370-99999-2017
28,1,2,19,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
29,1,2,21,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
30,1,2,22,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
31,1,3,0,,,10062.0,,,,,,2.0,834370-99999-2017
32,1,3,1,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
33,1,3,2,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
34,1,3,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
35,1,3,7,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
36,1,3,8,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
37,1,3,9,,,-9999.0,-9999.0,,-9999.0,,,,834370-99999-2017
38,1,3,10,,,-9999.0,-9999.0,10.0,,,,,834370-99999-2017
39,1,3,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
40,1,3,14,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
41,1,3,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
42,1,3,16,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
43,1,3,18,,,10059.0,,,,,,3.0,834370-99999-2017
44,1,3,19,,,90.0,-9999.0,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
45,1,3,21,,,60.0,-9999.0,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
46,1,3,22,,,90.0,-9999.0,90.0,51.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
47,1,4,0,,,10069.0,,,,,,0.0,834370-99999-2017
48,1,4,1,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
49,1,4,2,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
50,1,4,3,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
51,1,4,7,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
52,1,4,8,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
53,1,4,9,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
54,1,4,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
55,1,4,13,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
56,1,4,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
57,1,4,16,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
58,1,4,18,,,10085.0,,-9999.0,,2.0,-9999.0,-9999.0,834370-99999-2017
59,1,4,19,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
60,1,4,20,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
61,1,4,22,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
62,1,4,23,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
63,1,5,0,,,10103.0,,,,,,2.0,834370-99999-2017
64,1,5,2,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
65,1,5,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
66,1,5,7,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
67,1,5,9,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
68,1,5,10,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
69,1,5,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
70,1,5,12,,,10129.0,,-9999.0,,1.0,-9999.0,-9999.0,834370-99999-2017
71,1,5,13,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
72,1,5,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
73,1,5,16,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
74,1,5,17,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
75,1,5,18,,,10092.0,,,8.0,-9999.0,-9999.0,,834370-99999-2017
76,1,5,19,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
77,1,5,20,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
78,1,5,21,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
79,1,5,23,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
80,1,6,0,,,10100.0,,,,,,0.0,834370-99999-2017
81,1,6,2,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
82,1,6,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
83,1,6,7,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
84,1,6,9,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
85,1,6,10,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
86,1,6,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
87,1,6,12,,,10124.0,,-9999.0,,1.0,-9999.0,-9999.0,834370-99999-2017
88,1,6,13,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
89,1,6,14,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
90,1,6,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
91,1,6,17,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
92,1,6,18,,,10076.0,,,3.0,-9999.0,-9999.0,,834370-99999-2017
93,1,6,19,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
94,1,6,20,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
95,1,6,21,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
96,1,6,22,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
97,1,7,1,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
98,1,7,2,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
99,1,7,3,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
100,1,7,7,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
101,1,7,9,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
102,1,7,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
103,1,7,12,,,10137.0,,-9999.0,,2.0,-9999.0,-9999.0,834370-99999-2017
104,1,7,14,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
105,1,7,15,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
106,1,7,16,,,90.0,-9999.0,,-9999.0,,,,834370-99999-2017
107,1,7,17,,,80.0,-9999.0,,-9999.0,,,,834370-99999-2017
108,1,7,18,,,10076.0,,,,,,1.0,834370-99999-2017
109,1,7,19,,,70.0,-9999.0,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
110,1,7,20,,,80.0,-9999.0,80.0,51.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
111,1,7,21,,,40.0,-9999.0,90.0,67.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
112,1,7,22,,,80.0,-9999.0,90.0,51.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
113,1,8,0,,,10104.0,,,,,,0.0,834370-99999-2017
114,1,8,2,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
115,1,8,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
116,1,8,7,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
117,1,8,8,,,-9999.0,,,5.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
118,1,8,9,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
119,1,8,10,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
120,1,8,14,,,90.0,-9999.0,70.0,36.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
121,1,8,15,,,90.0,-9999.0,80.0,41.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
122,1,8,16,,,80.0,-9999.0,20.0,46.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
123,1,8,17,,,80.0,-9999.0,,-9999.0,,,,834370-99999-2017
124,1,8,19,,,60.0,-9999.0,,-9999.0,,,,834370-99999-2017
125,1,8,20,,,40.0,-9999.0,90.0,46.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
126,1,8,21,,,50.0,-9999.0,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
127,1,8,23,,,90.0,-9999.0,70.0,26.0,-9999.0,-9999.0,-9999.0,834370-99999-2017
128,1,9,0,,,10081.0,,,,,,0.0,834370-99999-2017
129,1,9,1,,,-9999.0,-9999.0,10.0,,,,,834370-99999-2017
130,1,9,2,,,-9999.0,-9999.0,,-9999.0,,,,834370-99999-2017
131,1,9,3,,,-9999.0,-9999.0,,-9999.0,,,,834370-99999-2017
132,1,9,7,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
133,1,9,8,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
134,1,9,9,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
135,1,9,11,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
136,1,9,12,,,10112.0,,-9999.0,,1.0,-9999.0,-9999.0,834370-99999-2017
137,1,9,14,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
138,1,9,15,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
139,1,9,16,,,-9999.0,-9999.0,21.0,,,,,834370-99999-2017
140,1,9,17,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,834370-99999-2017
141,1,9,18,,,10066.0,,,4.0,-9999.0,-9999.0,,834370-99999-2017
142,1,9,19,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
143,1,9,20,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
144,1,9,21,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
145,1,9,22,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
146,1,9,23,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
147,1,10,0,,,10076.0,,,,,,3.0,834370-99999-2017
148,1,10,1,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
149,1,10,2,,,-9999.0,,0.0,,0.0,-9999.0,-9999.0,834370-99999-2017
150,1,10,3,,,-9999.0,,,-9999.0,-9999.0,,,834370-99999-2017
