,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,1,,,,,,-9999.0,-9999.0,,,712670-99999-2017
1,1,1,2,,,,,,-9999.0,-9999.0,,,712670-99999-2017
2,1,1,3,,,,,,,,-9999.0,-9999.0,712670-99999-2017
3,1,1,4,,,,,,-9999.0,-9999.0,,,712670-99999-2017
4,1,1,5,,,,,,-9999.0,-9999.0,,,712670-99999-2017
5,1,1,6,,-9999.0,10093.0,,40.0,,,,,712670-99999-2017
6,1,1,7,,-9999.0,10099.0,,50.0,-9999.0,,,,712670-99999-2017
7,1,1,8,,-9999.0,10108.0,,50.0,-9999.0,,,,712670-99999-2017
8,1,1,9,,-9999.0,10112.0,,50.0,,,,,712670-99999-2017
9,1,1,10,,-9999.0,10132.0,,50.0,-9999.0,,,,712670-99999-2017
10,1,1,11,,10146.0,,30.0,,,9.0,,,712670-99999-2017
11,1,1,12,,-106.0,10155.0,,10.0,,,,,712670-99999-2017
12,1,1,13,,-130.0,10174.0,,20.0,,,,,712670-99999-2017
13,1,1,14,,-130.0,10190.0,,20.0,,,,,712670-99999-2017
14,1,1,15,,-136.0,10200.0,,10.0,,,,,712670-99999-2017
15,1,1,16,,-140.0,10213.0,,10.0,,,,,712670-99999-2017
16,1,1,17,,-140.0,10220.0,,10.0,,,,,712670-99999-2017
17,1,1,18,,-149.0,10233.0,,20.0,,,,,712670-99999-2017
18,1,1,19,,-150.0,10237.0,,30.0,-9999.0,,,,712670-99999-2017
19,1,1,20,,-150.0,10237.0,,10.0,-9999.0,,,,712670-99999-2017
20,1,1,21,,-145.0,10238.0,350.0,,,8.0,,,712670-99999-2017
21,1,1,22,,-140.0,10243.0,320.0,,,,,,712670-99999-2017
22,1,1,23,,-140.0,10248.0,350.0,,,,,,712670-99999-2017
23,1,2,0,,-140.0,10253.0,310.0,,,8.0,,,712670-99999-2017
24,1,2,1,,-150.0,10256.0,,10.0,-9999.0,,,,712670-99999-2017
25,1,2,2,,-150.0,10260.0,360.0,,,,,,712670-99999-2017
26,1,2,3,,-153.0,10262.0,350.0,,,8.0,,,712670-99999-2017
27,1,2,4,,-160.0,10266.0,330.0,,,,,,712670-99999-2017
28,1,2,5,,-160.0,10269.0,330.0,,,,,,712670-99999-2017
29,1,2,6,,-170.0,10273.0,320.0,,,8.0,,,712670-99999-2017
30,1,2,7,,-160.0,10273.0,,,-9999.0,-9999.0,,,712670-99999-2017
31,1,2,8,,-160.0,10275.0,320.0,,,,,,712670-99999-2017
32,1,2,9,,-164.0,10279.0,360.0,,,8.0,,,712670-99999-2017
33,1,2,10,,-160.0,10282.0,,,,,,,712670-99999-2017
34,1,2,11,,-190.0,10287.0,240.0,,,,,,712670-99999-2017
35,1,2,12,,-181.0,10289.0,220.0,,,8.0,,,712670-99999-2017
36,1,2,13,,-180.0,10294.0,,20.0,-9999.0,,,,712670-99999-2017
37,1,2,14,,-200.0,10302.0,,50.0,-9999.0,,,,712670-99999-2017
38,1,2,15,,-200.0,10307.0,320.0,,,4.0,,,712670-99999-2017
39,1,2,16,,-230.0,10317.0,110.0,,,,,,712670-99999-2017
40,1,2,17,,-230.0,10329.0,,,-9999.0,-9999.0,,,712670-99999-2017
41,1,2,18,,-220.0,10335.0,,80.0,,,,,712670-99999-2017
42,1,2,19,,-220.0,10335.0,190.0,,,9.0,,,712670-99999-2017
43,1,2,20,,-210.0,10337.0,,,-9999.0,-9999.0,,,712670-99999-2017
44,1,2,21,,-203.0,10339.0,280.0,,,8.0,,,712670-99999-2017
45,1,2,22,,-200.0,10336.0,300.0,,,,,,712670-99999-2017
46,1,2,23,,-200.0,10347.0,,60.0,-9999.0,,,,712670-99999-2017
47,1,3,0,,-200.0,10351.0,130.0,,,8.0,,,712670-99999-2017
48,1,3,1,,-200.0,10355.0,210.0,,,,,,712670-99999-2017
49,1,3,2,,-210.0,10361.0,180.0,,,,,,712670-99999-2017
50,1,3,3,,-216.0,10366.0,240.0,,,8.0,,,712670-99999-2017
51,1,3,4,,-230.0,10372.0,250.0,,,,,,712670-99999-2017
52,1,3,5,,-240.0,10372.0,240.0,,,,,,712670-99999-2017
53,1,3,6,,-252.0,10375.0,240.0,,,7.0,,,712670-99999-2017
54,1,3,7,,-280.0,10376.0,210.0,,,,,,712670-99999-2017
55,1,3,8,,-270.0,10373.0,190.0,,,,,,712670-99999-2017
56,1,3,9,,-277.0,10372.0,200.0,,,8.0,,,712670-99999-2017
57,1,3,10,,-290.0,10373.0,210.0,,,,,,712670-99999-2017
58,1,3,11,,-300.0,10376.0,200.0,,,,,,712670-99999-2017
59,1,3,12,,-307.0,10380.0,190.0,,,8.0,,,712670-99999-2017
60,1,3,13,,-290.0,10376.0,200.0,,,,,,712670-99999-2017
61,1,3,14,,-250.0,10374.0,,,,,,,712670-99999-2017
62,1,3,15,,-252.0,10377.0,290.0,,,8.0,,,712670-99999-2017
63,1,3,16,,-240.0,10378.0,280.0,,,,,,712670-99999-2017
64,1,3,17,,-230.0,10382.0,250.0,,,,,,712670-99999-2017
65,1,3,18,,-212.0,10382.0,260.0,,,8.0,,,712670-99999-2017
66,1,3,19,,-210.0,10381.0,280.0,,,,,,712670-99999-2017
67,1,3,20,,-210.0,10376.0,270.0,,,,,,712670-99999-2017
68,1,3,21,,-215.0,10376.0,290.0,,,4.0,,,712670-99999-2017
69,1,3,22,,-210.0,10376.0,310.0,,,2.0,,,712670-99999-2017
70,1,3,23,,-220.0,10380.0,270.0,,,2.0,,,712670-99999-2017
71,1,4,0,,-275.0,10391.0,230.0,,,0.0,,,712670-99999-2017
72,1,4,1,,-280.0,10389.0,250.0,,,2.0,,,712670-99999-2017
73,1,4,2,,-300.0,10385.0,230.0,,,0.0,,,712670-99999-2017
74,1,4,3,,-270.0,10378.0,240.0,,,0.0,,,712670-99999-2017
75,1,4,4,,-280.0,10371.0,230.0,,,0.0,,,712670-99999-2017
76,1,4,5,,-310.0,10371.0,250.0,,,0.0,,,712670-99999-2017
77,1,4,6,,-269.0,10361.0,240.0,,,7.0,,,712670-99999-2017
78,1,4,7,,-220.0,10350.0,240.0,,,,,,712670-99999-2017
79,1,4,8,,-200.0,10342.0,270.0,,,,,,712670-99999-2017
80,1,4,9,,-189.0,10336.0,250.0,,,8.0,,,712670-99999-2017
81,1,4,10,,-190.0,10336.0,240.0,,,,,,712670-99999-2017
82,1,4,11,,-190.0,10333.0,230.0,,,,,,712670-99999-2017
83,1,4,12,,-185.0,10335.0,260.0,,,8.0,,,712670-99999-2017
84,1,4,13,,-210.0,10337.0,250.0,,,,,,712670-99999-2017
85,1,4,14,,-190.0,10332.0,240.0,,,,,,712670-99999-2017
86,1,4,15,,-186.0,10323.0,250.0,,,8.0,,,712670-99999-2017
87,1,4,16,,-160.0,10317.0,290.0,,,,,,712670-99999-2017
88,1,4,17,,-160.0,10325.0,250.0,,,,,,712670-99999-2017
89,1,4,18,,-145.0,10317.0,320.0,,,8.0,,,712670-99999-2017
90,1,4,19,,-140.0,10308.0,320.0,,,,,,712670-99999-2017
91,1,4,20,,-130.0,10301.0,320.0,,,,,,712670-99999-2017
92,1,4,21,,-132.0,10296.0,320.0,,,8.0,,,712670-99999-2017
93,1,4,22,,-140.0,10297.0,320.0,,,,,,712670-99999-2017
94,1,4,23,,-150.0,10301.0,290.0,,,,,,712670-99999-2017
95,1,5,0,,-145.0,10303.0,280.0,,,8.0,,,712670-99999-2017
96,1,5,1,,-140.0,10307.0,290.0,,,,,,712670-99999-2017
97,1,5,2,,-150.0,10306.0,260.0,,,,,,712670-99999-2017
98,1,5,3,,-147.0,10306.0,240.0,,,8.0,,,712670-99999-2017
99,1,5,4,,-140.0,10299.0,290.0,,,,,,712670-99999-2017
100,1,5,5,,-130.0,10295.0,290.0,,,,,,712670-99999-2017
101,1,5,6,,-169.0,10294.0,240.0,,,4.0,,,712670-99999-2017
102,1,5,7,,-220.0,10296.0,230.0,,,2.0,,,712670-99999-2017
103,1,5,8,,-230.0,10293.0,230.0,,,0.0,,,712670-99999-2017
