,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,12,330,5,-9999,320,21,5,-9999,-9999
1,2017,1,1,15,350,12,-9999,40,21,5,-9999,-9999
2,2017,1,2,6,185,25,-9999,280,31,2,-9999,-9999
3,2017,1,2,9,235,15,-9999,40,41,2,-9999,-9999
4,2017,1,2,12,350,10,-9999,40,21,2,-9999,-9999
5,2017,1,2,15,360,22,-9999,40,21,0,-9999,-9999
6,2017,1,3,6,195,18,-9999,280,31,0,-9999,-9999
7,2017,1,3,9,275,12,-9999,40,21,0,-9999,-9999
8,2017,1,3,12,342,0,-9999,40,31,0,-9999,-9999
9,2017,1,3,15,358,18,-9999,40,21,0,-9999,-9999
10,2017,1,4,6,175,15,-9999,280,21,0,-9999,-9999
11,2017,1,4,9,274,-10,-9999,40,21,0,-9999,-9999
12,2017,1,4,12,335,-12,-9999,80,31,0,-9999,-9999
13,2017,1,4,15,345,-5,-9999,40,31,0,-9999,-9999
14,2017,1,5,6,202,12,-9999,320,21,0,-9999,-9999
15,2017,1,5,9,295,-12,-9999,20,21,2,-9999,-9999
16,2017,1,5,12,342,-15,-9999,80,41,2,-9999,-9999
17,2017,1,5,15,345,5,-9999,40,31,2,-9999,-9999
18,2017,1,6,6,204,10,-9999,320,21,4,-9999,-9999
19,2017,1,6,9,285,5,-9999,320,31,4,-9999,-9999
20,2017,1,6,12,362,-25,-9999,40,21,5,-9999,-9999
21,2017,1,6,15,360,15,-9999,40,21,5,-9999,-9999
22,2017,1,7,6,265,-10,-9999,40,82,4,-9999,-9999
23,2017,1,7,9,310,-22,-9999,40,41,3,-9999,-9999
24,2017,1,7,12,355,-30,-9999,40,31,3,-9999,-9999
25,2017,1,7,15,370,15,-9999,40,21,6,-9999,-9999
26,2017,1,8,6,230,-10,-9999,40,72,7,-9999,-9999
27,2017,1,8,9,282,-15,-9999,40,51,7,-9999,-9999
28,2017,1,9,6,195,-18,-9999,280,31,6,-9999,-9999
29,2017,1,9,9,214,-22,-9999,60,31,5,-9999,-9999
30,2017,1,9,12,310,-30,-9999,340,31,3,-9999,-9999
31,2017,1,9,15,335,-12,-9999,360,31,3,-9999,-9999
32,2017,1,10,6,190,-22,-9999,280,31,3,-9999,-9999
33,2017,1,10,9,238,-28,-9999,40,21,4,-9999,-9999
34,2017,1,10,15,332,0,-9999,340,21,6,-9999,-9999
35,2017,1,11,6,180,-15,-9999,280,21,2,-9999,-9999
36,2017,1,11,12,350,-22,-9999,40,41,2,-9999,-9999
37,2017,1,11,15,370,-10,-9999,0,0,3,-9999,-9999
38,2017,1,12,6,155,40,-9999,80,21,4,-9999,-9999
39,2017,1,12,9,310,-12,-9999,40,21,3,-9999,-9999
40,2017,1,12,12,372,-22,-9999,320,21,0,-9999,-9999
41,2017,1,12,15,374,0,-9999,80,21,0,-9999,-9999
42,2017,1,13,6,200,30,-9999,0,0,0,-9999,-9999
43,2017,1,13,9,285,20,-9999,280,21,2,-9999,-9999
44,2017,1,13,12,370,15,-9999,280,21,2,-9999,-9999
45,2017,1,13,15,380,18,-9999,120,31,4,-9999,-9999
46,2017,1,14,6,225,-28,-9999,40,82,6,-9999,-9999
47,2017,1,14,9,262,-38,-9999,40,72,6,-9999,-9999
48,2017,1,14,12,318,-10,-9999,40,62,6,-9999,-9999
49,2017,1,14,15,335,-9999,-9999,40,51,4,-9999,-9999
50,2017,1,15,6,222,-20,-9999,80,41,6,-9999,-9999
51,2017,1,16,6,192,15,-9999,0,0,6,-9999,-9999
52,2017,1,16,9,295,-12,-9999,280,21,6,-9999,-9999
53,2017,1,16,12,370,-20,-9999,40,31,6,-9999,-9999
54,2017,1,17,6,205,20,-9999,280,21,6,-9999,-9999
55,2017,1,17,9,310,5,-9999,280,41,6,-9999,-9999
56,2017,1,17,12,382,-12,-9999,40,31,6,-9999,-9999
57,2017,1,17,15,385,0,-9999,140,21,6,-9999,-9999
58,2017,1,18,6,275,-38,-9999,40,118,6,-9999,-9999
59,2017,1,18,9,325,-22,-9999,40,51,6,-9999,-9999
60,2017,1,18,12,385,-10,-9999,360,41,3,-9999,-9999
61,2017,1,18,15,396,10,-9999,40,21,3,-9999,-9999
62,2017,1,19,6,250,22,-9999,280,31,0,-9999,-9999
63,2017,1,19,12,392,18,-9999,140,31,0,-9999,-9999
64,2017,1,19,15,400,20,-9999,40,21,2,-9999,-9999
65,2017,1,20,6,215,20,-9999,40,21,6,-9999,-9999
66,2017,1,20,9,305,12,-9999,40,21,6,-9999,-9999
67,2017,1,20,12,372,12,-9999,40,31,6,-9999,-9999
68,2017,1,20,15,390,10,-9999,40,21,7,-9999,-9999
69,2017,1,21,6,270,20,-9999,0,0,7,-9999,-9999
70,2017,1,21,9,360,15,-9999,140,31,6,-9999,-9999
71,2017,1,21,12,390,10,-9999,140,41,6,-9999,-9999
72,2017,1,21,15,385,25,-9999,80,31,6,-9999,-9999
73,2017,1,22,6,280,20,-9999,320,21,6,-9999,-9999
74,2017,1,23,6,290,25,-9999,280,31,4,-9999,-9999
75,2017,1,23,9,355,22,-9999,280,21,4,-9999,-9999
76,2017,1,23,12,396,0,-9999,140,41,4,-9999,-9999
77,2017,1,23,15,392,15,-9999,180,31,7,-9999,-9999
78,2017,1,24,6,252,25,-9999,0,0,4,-9999,-9999
79,2017,1,24,12,400,12,-9999,140,31,3,-9999,-9999
80,2017,1,24,15,395,20,-9999,320,21,3,-9999,-9999
81,2017,1,25,6,220,26,-9999,0,0,2,-9999,-9999
82,2017,1,25,9,360,15,-9999,40,51,2,-9999,-9999
83,2017,1,25,12,396,10,-9999,140,41,2,-9999,-9999
84,2017,1,25,15,400,22,-9999,360,31,3,-9999,-9999
85,2017,1,26,6,240,30,-9999,280,21,5,-9999,-9999
86,2017,1,26,9,360,22,-9999,80,31,5,-9999,-9999
87,2017,1,26,12,390,10,-9999,40,51,4,-9999,-9999
88,2017,1,26,15,390,30,-9999,40,31,4,-9999,-9999
89,2017,1,27,6,250,-15,-9999,40,51,4,-9999,-9999
90,2017,1,27,9,320,-22,-9999,140,31,3,-9999,-9999
91,2017,1,27,12,375,-10,-9999,80,41,3,-9999,-9999
92,2017,1,27,15,380,18,-9999,40,31,3,-9999,-9999
93,2017,1,28,6,220,5,-9999,180,31,7,-9999,-9999
94,2017,1,28,9,300,-12,-9999,280,31,6,-9999,-9999
95,2017,1,28,12,364,-20,-9999,40,21,6,-9999,-9999
96,2017,1,28,15,370,18,-9999,40,21,6,-9999,-9999
97,2017,1,29,6,202,26,-9999,80,21,6,-9999,-9999
98,2017,1,30,6,235,-12,-9999,280,31,2,-9999,-9999
99,2017,1,30,9,295,-12,-9999,0,0,2,-9999,-9999
100,2017,1,30,12,360,-20,-9999,80,21,2,-9999,-9999
101,2017,1,30,15,365,8,-9999,80,21,2,-9999,-9999
102,2017,1,31,6,254,-15,-9999,40,51,0,-9999,-9999
103,2017,1,31,9,300,-20,-9999,80,21,0,-9999,-9999
104,2017,1,31,12,362,-25,-9999,40,41,0,-9999,-9999
105,2017,1,31,15,370,15,-9999,40,31,0,-9999,-9999
106,2017,2,1,6,210,28,-9999,0,0,0,-9999,-9999
107,2017,2,1,9,305,20,-9999,280,31,0,-9999,-9999
108,2017,2,1,12,360,-12,-9999,80,51,0,-9999,-9999
109,2017,2,1,15,362,20,-9999,40,41,0,-9999,-9999
110,2017,2,2,6,220,5,-9999,280,31,0,-9999,-9999
111,2017,2,2,9,274,-10,-9999,280,41,0,-9999,-9999
112,2017,2,2,12,322,-18,-9999,80,31,0,-9999,-9999
113,2017,2,2,15,340,12,-9999,80,21,0,-9999,-9999
114,2017,2,3,6,220,5,-9999,0,0,0,-9999,-9999
115,2017,2,3,9,270,-10,-9999,140,62,0,-9999,-9999
116,2017,2,3,15,350,10,-9999,0,0,0,-9999,-9999
117,2017,2,4,6,185,-8,-9999,280,21,0,-9999,-9999
118,2017,2,4,9,254,-15,-9999,40,21,0,-9999,-9999
119,2017,2,4,12,322,-25,-9999,40,31,0,-9999,-9999
120,2017,2,4,15,355,15,-9999,280,21,0,-9999,-9999
121,2017,2,6,6,224,5,-9999,280,21,0,-9999,-9999
122,2017,2,6,9,310,-15,-9999,280,21,0,-9999,-9999
123,2017,2,6,12,365,-20,-9999,40,31,0,-9999,-9999
124,2017,2,6,15,375,0,-9999,40,21,0,-9999,-9999
125,2017,2,7,6,204,-5,-9999,280,21,6,-9999,-9999
126,2017,2,7,12,348,-28,-9999,360,41,5,-9999,-9999
127,2017,2,7,15,380,-18,-9999,40,21,4,-9999,-9999
128,2017,2,8,6,260,-32,-9999,40,51,0,-9999,-9999
129,2017,2,8,9,295,-30,-9999,320,21,0,-9999,-9999
130,2017,2,8,12,368,-18,-9999,40,31,0,-9999,-9999
131,2017,2,8,15,380,-20,-9999,40,31,4,-9999,-9999
132,2017,2,9,6,215,8,-9999,280,21,4,-9999,-9999
133,2017,2,9,9,300,-12,-9999,40,21,0,-9999,-9999
134,2017,2,9,12,385,-20,-9999,40,31,3,-9999,-9999
135,2017,2,9,15,395,0,-9999,320,21,3,-9999,-9999
136,2017,2,10,6,250,-15,-9999,80,309,0,-9999,-9999
137,2017,2,10,9,295,-20,-9999,180,21,5,-9999,-9999
138,2017,2,10,12,370,-25,-9999,0,0,5,-9999,-9999
139,2017,2,10,15,390,10,-9999,40,21,5,-9999,-9999
140,2017,2,11,6,225,-10,-9999,280,21,4,-9999,-9999
141,2017,2,11,9,305,-12,-9999,0,0,2,-9999,-9999
142,2017,2,11,12,380,-18,-9999,320,21,3,-9999,-9999
143,2017,2,11,15,395,2,-9999,0,0,3,-9999,-9999
144,2017,2,12,6,250,-28,-9999,40,21,0,-9999,-9999
145,2017,2,13,6,245,0,-9999,280,31,0,-9999,-9999
146,2017,2,13,9,288,-12,-9999,40,41,0,-9999,-9999
147,2017,2,13,12,340,-22,-9999,40,51,0,-9999,-9999
148,2017,2,13,15,250,10,-9999,40,31,0,-9999,-9999
149,2017,2,14,6,220,5,-9999,320,31,0,-9999,-9999
150,2017,2,14,9,270,-10,-9999,320,21,0,-9999,-9999
151,2017,2,14,12,338,-18,-9999,40,31,0,-9999,-9999
152,2017,2,14,15,342,0,-9999,320,31,0,-9999,-9999
153,2017,2,15,6,323,-15,-9999,40,41,0,-9999,-9999
154,2017,2,15,9,282,-22,-9999,320,21,0,-9999,-9999
155,2017,2,15,12,330,-30,-9999,360,21,0,-9999,-9999
