,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,3,-70,-91,10126,210,50,8,-9999,-9999
1,2017,1,1,6,-59,-86,10115,200,40,8,-9999,-9999
2,2017,1,1,9,-62,-77,10113,210,20,8,-9999,-9999
3,2017,1,1,12,-81,-95,10110,170,30,7,-9999,-9999
4,2017,1,1,15,-74,-87,10091,170,20,8,-9999,-9999
5,2017,1,1,18,-72,-81,10060,150,30,8,-9999,-9999
6,2017,1,1,21,-65,-81,10031,180,40,8,-9999,-9999
7,2017,1,2,0,-57,-72,10008,190,50,8,-9999,-9999
8,2017,1,2,3,-50,-74,10002,210,60,8,-9999,-9999
9,2017,1,2,6,-54,-92,10011,240,50,8,-9999,-9999
10,2017,1,2,9,-58,-97,10024,230,40,8,-9999,-9999
11,2017,1,2,12,-63,-90,10043,230,30,8,-9999,-9999
12,2017,1,2,15,-57,-95,10057,250,40,8,-9999,-9999
13,2017,1,2,18,-65,-97,10073,220,40,8,-9999,-9999
14,2017,1,2,21,-67,-91,10075,210,30,8,-9999,-9999
15,2017,1,3,0,-61,-88,10069,210,30,8,-9999,-9999
16,2017,1,3,3,-59,-74,10075,240,30,7,-9999,-9999
17,2017,1,3,6,-45,-80,10084,250,40,7,-9999,-9999
18,2017,1,3,9,-43,-77,10106,210,20,8,-9999,-9999
19,2017,1,3,12,-43,-77,10116,230,30,8,-9999,-9999
20,2017,1,3,15,-44,-75,10122,190,20,8,-9999,-9999
21,2017,1,3,18,-55,-81,10128,230,30,8,-9999,-9999
22,2017,1,3,21,-66,-86,10133,180,10,8,-9999,-9999
23,2017,1,4,0,-109,-115,10136,190,10,8,-9999,-9999
24,2017,1,4,3,-89,-9999,10125,200,10,8,-9999,-9999
25,2017,1,4,6,-51,-65,10113,170,20,8,-9999,-9999
26,2017,1,4,9,-20,-45,10115,220,40,8,-9999,-9999
27,2017,1,4,12,-21,-36,10124,230,30,8,-9999,-9999
28,2017,1,4,15,-18,-36,10138,240,20,8,-9999,-9999
29,2017,1,4,18,-20,-32,10144,210,30,8,-9999,-9999
30,2017,1,4,21,-19,-24,10143,210,30,8,-9999,-9999
31,2017,1,5,0,-12,-22,10141,210,50,8,-9999,-9999
32,2017,1,5,3,-8,-21,10148,230,40,8,-9999,-9999
33,2017,1,5,6,-4,-16,10155,230,40,8,-9999,-9999
