,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,2,,61.0,-33.0,10126.0,,,,31.0,0.0,723660-23007-2017
1,1,1,3,,39.0,-33.0,10138.0,,340.0,21.0,,-9999.0,723660-23007-2017
2,1,1,4,,61.0,-50.0,10123.0,,,,36.0,,723660-23007-2017
3,1,1,5,,50.0,-44.0,10132.0,,,,15.0,0.0,723660-23007-2017
4,1,1,6,,39.0,-50.0,10132.0,,,,21.0,0.0,723660-23007-2017
5,1,1,8,,22.0,-50.0,10123.0,,,,21.0,0.0,723660-23007-2017
6,1,1,9,,22.0,-50.0,10125.0,,,,21.0,0.0,723660-23007-2017
7,1,1,10,,,,-44.0,10128.0,,,15.0,0.0,723660-23007-2017
8,1,1,11,,,,-39.0,10123.0,,,15.0,0.0,723660-23007-2017
9,1,1,12,,,,-39.0,10121.0,,,21.0,0.0,723660-23007-2017
10,1,1,14,,,10123.0,,,,,,,723660-23007-2017
11,1,1,16,,50.0,-44.0,10122.0,,190.0,15.0,,-9999.0,723660-23007-2017
12,1,1,17,,89.0,-33.0,10113.0,,180.0,31.0,,-9999.0,723660-23007-2017
13,1,1,18,,,10103.0,,,,,,,723660-23007-2017
14,1,1,19,,,-6.0,10086.0,,210.0,51.0,,-9999.0,723660-23007-2017
15,1,1,20,,,,0.0,10071.0,,,51.0,0.0,723660-23007-2017
16,1,1,21,,,17.0,10061.0,,120.0,31.0,,-9999.0,723660-23007-2017
17,1,1,22,,,17.0,10054.0,,240.0,67.0,,-9999.0,723660-23007-2017
18,1,1,23,,,17.0,10054.0,,260.0,36.0,,-9999.0,723660-23007-2017
19,1,2,0,,,11.0,10058.0,,140.0,26.0,,-9999.0,723660-23007-2017
20,1,2,1,,,22.0,10062.0,,110.0,41.0,,-9999.0,723660-23007-2017
21,1,2,2,,,28.0,10067.0,,150.0,41.0,,-9999.0,723660-23007-2017
22,1,2,3,,,33.0,10067.0,,140.0,41.0,,-9999.0,723660-23007-2017
23,1,2,4,,,39.0,10061.0,,120.0,41.0,,-9999.0,723660-23007-2017
24,1,2,5,,83.0,,33.0,10060.0,,,36.0,0.0,723660-23007-2017
25,1,2,6,,,50.0,10073.0,,210.0,67.0,-9999.0,,723660-23007-2017
26,1,2,7,,,83.0,10064.0,,280.0,51.0,-9999.0,,723660-23007-2017
27,1,2,8,,,83.0,10052.0,,220.0,31.0,-9999.0,,723660-23007-2017
28,1,2,9,,89.0,,72.0,10057.0,,,46.0,,723660-23007-2017
29,1,2,10,,83.0,,61.0,10056.0,,,26.0,,723660-23007-2017
30,1,2,11,,67.0,,50.0,10060.0,,,31.0,,723660-23007-2017
31,1,2,12,,61.0,,44.0,10065.0,,,31.0,,723660-23007-2017
32,1,2,13,,56.0,,39.0,10073.0,,,51.0,,723660-23007-2017
