,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,2,,94.0,,78.0,,,,-9999.0,3.0,-9999.0,722886-23130-2017
2017,1,3,,89.0,,78.0,,,,-9999.0,3.0,-9999.0,722886-23130-2017
2017,1,4,,89.0,,67.0,,,21.0,,,,722886-23130-2017
2017,1,5,,83.0,,50.0,,,15.0,,,,722886-23130-2017
2017,1,17,,,39.0,10125.0,130.0,21.0,,0.0,0.0,-9999.0,722886-23130-2017
2017,1,18,,,44.0,10129.0,100.0,31.0,,0.0,0.0,-9999.0,722886-23130-2017
2017,1,19,,,56.0,10133.0,150.0,36.0,,0.0,0.0,-9999.0,722886-23130-2017
2017,1,20,,,61.0,10126.0,140.0,31.0,,0.0,0.0,-9999.0,722886-23130-2017
2017,1,21,,,50.0,10123.0,,,,,,,722886-23130-2017
2017,1,22,,,50.0,10123.0,160.0,51.0,,2.0,0.0,-9999.0,722886-23130-2017
2017,1,23,,,61.0,10127.0,160.0,62.0,-9999.0,,,,722886-23130-2017
2017,2,0,,,67.0,10129.0,190.0,36.0,,4.0,0.0,-9999.0,722886-23130-2017
2017,2,1,,,67.0,10128.0,170.0,31.0,,4.0,0.0,-9999.0,722886-23130-2017
2017,2,2,,,67.0,10136.0,170.0,15.0,-9999.0,,,,722886-23130-2017
2017,2,3,,,67.0,10144.0,190.0,15.0,-9999.0,,,,722886-23130-2017
2017,2,4,,,67.0,10150.0,,,,,-9999.0,,722886-23130-2017
2017,2,5,,,72.0,10156.0,160.0,21.0,-9999.0,,,,722886-23130-2017
2017,2,6,,,72.0,10160.0,120.0,21.0,-9999.0,,,,722886-23130-2017
2017,2,7,,,72.0,10156.0,130.0,21.0,-9999.0,,,,722886-23130-2017
2017,2,8,,94.0,,72.0,,,21.0,,,,722886-23130-2017
2017,2,9,,94.0,,72.0,,,15.0,,,,722886-23130-2017
2017,2,10,,,72.0,10155.0,130.0,26.0,-9999.0,,,,722886-23130-2017
