,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,4,8,3,,44.0,10096.0,,170.0,93.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,4,,50.0,10097.0,,180.0,67.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,5,,56.0,10092.0,,190.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,6,,56.0,10089.0,,200.0,88.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,7,,61.0,10085.0,,200.0,77.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,8,,61.0,10077.0,,200.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,10,,78.0,10066.0,,210.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,11,,72.0,10065.0,,210.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,12,,61.0,10068.0,,220.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,13,,50.0,10071.0,,230.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,14,,39.0,10076.0,,220.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,15,,17.0,10066.0,,250.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,16,,17.0,10064.0,,250.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,8,17,,10059.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,18,,10055.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,19,,10049.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,20,,10044.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,21,,10037.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,22,,10029.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,8,23,,10024.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,0,,10027.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,1,,10025.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,2,,10035.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,3,,10030.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,4,,10022.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,5,,-6.0,10021.0,,200.0,41.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,9,6,,,0.0,10018.0,,,41.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,9,7,,10009.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,8,,-6.0,10012.0,,200.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,9,9,,,0.0,10014.0,,,67.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,9,11,,10019.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,12,,10026.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,13,,10035.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,14,,-6.0,10045.0,,210.0,31.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,9,15,,10046.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,16,,10041.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,17,,10047.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,18,,10041.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,9,19,,10029.0,,,,,,,,,,,723630-23047-2017
2017,4,9,20,,10030.0,,,,,,,,,,,723630-23047-2017
2017,4,9,21,,,,240.0,,,,,,,,,723630-23047-2017
2017,4,9,22,,,,240.0,,,,,,,,,723630-23047-2017
2017,4,9,23,,,,240.0,,,,,,,,,723630-23047-2017
2017,4,10,0,,,,260.0,,,,,,,,,723630-23047-2017
2017,4,10,1,,,,250.0,,,,,,,,,723630-23047-2017
2017,4,10,2,,10050.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,10,3,,10063.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,10,4,,10073.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,10,5,,10078.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,10,6,,10090.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,10,7,,17.0,10099.0,,,,72.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,10,11,78.0,,-6.0,10140.0,,,46.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,10,12,78.0,-17.0,10156.0,,,,26.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,10,13,56.0,-17.0,10173.0,,360.0,36.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,14,94.0,-11.0,10187.0,,,,57.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,10,15,,10193.0,,,30.0,93.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,16,,10197.0,,,30.0,88.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,17,,10199.0,,,40.0,77.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,18,,10200.0,,,50.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,19,,10194.0,,,40.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,20,,10193.0,,,30.0,26.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,21,,10185.0,,,80.0,31.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,22,,10178.0,,,70.0,15.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,10,23,,10179.0,,,90.0,26.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,0,,10180.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,11,1,,10190.0,,,70.0,21.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,2,,10195.0,,,70.0,31.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,3,,10204.0,,,70.0,41.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,4,,10204.0,,,70.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,5,94.0,-11.0,10202.0,,110.0,46.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,6,94.0,-22.0,10200.0,,120.0,46.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,7,83.0,-17.0,10199.0,,120.0,41.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,8,78.0,-17.0,10198.0,,130.0,41.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,9,72.0,-11.0,10201.0,,150.0,36.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,10,50.0,-11.0,10209.0,,150.0,31.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,11,50.0,,-6.0,10214.0,,,31.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,11,14,,,0.0,10241.0,,,31.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,11,15,,,0.0,10243.0,,,57.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,11,16,,-6.0,10244.0,,150.0,67.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,17,,10243.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,11,18,,10233.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,11,19,,10221.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,11,20,,10212.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,11,21,,-6.0,10200.0,,150.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,22,,-6.0,10193.0,,130.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,11,23,,10187.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,0,,10187.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,1,,-6.0,10190.0,,140.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,2,,,6.0,10192.0,,,62.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,12,3,,,6.0,10193.0,,,67.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,12,4,,11.0,10191.0,,140.0,67.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,5,,17.0,10192.0,,160.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,6,,,0.0,10193.0,,,77.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,12,7,,,6.0,10189.0,,,88.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,12,8,,11.0,10184.0,,150.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,9,,22.0,10175.0,,160.0,77.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,10,,44.0,10174.0,,160.0,88.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,11,,67.0,10171.0,,170.0,93.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,12,12,,83.0,10177.0,,180.0,88.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,13,,94.0,10191.0,,180.0,67.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,12,14,,10196.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,12,15,,10187.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,16,,10189.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,17,,10191.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,18,,10190.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,19,,10179.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,20,,10187.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,21,,10177.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,12,22,,83.0,10175.0,,190.0,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,12,23,,83.0,10172.0,,220.0,57.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,13,0,,89.0,10171.0,,160.0,72.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,13,1,,94.0,10172.0,,140.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,13,2,,10167.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,3,,10176.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,4,,10182.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,5,,10184.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,6,,10179.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,7,,10181.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,8,,10176.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,9,,10180.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,10,,10179.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,11,,10177.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,12,,10180.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,13,,10187.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,14,,10187.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,15,,10185.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,16,,10183.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,17,,10179.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,18,,10167.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,19,,10158.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,13,20,,94.0,10145.0,,190.0,62.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,13,21,,10132.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,13,22,,89.0,10125.0,,190.0,67.0,,4.0,,0.0,-9999.0,,723630-23047-2017
2017,4,13,23,,10123.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,0,,10125.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,1,,10125.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,2,,10130.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,3,,10138.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,4,,10133.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,14,5,,10126.0,,,,,,,,,,,723630-23047-2017
2017,4,14,6,,10121.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,7,,10123.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,8,,10119.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,14,9,,10114.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,10,,10113.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,11,,10111.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,12,,10113.0,,,,,,,,,,,723630-23047-2017
2017,4,14,13,,10116.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,14,14,,10125.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,14,15,,10125.0,,,,,,,,,,,723630-23047-2017
2017,4,14,16,,10124.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,14,17,,10116.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,14,18,,10110.0,,,,,,,,,,,723630-23047-2017
2017,4,14,19,,10104.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,14,20,,10094.0,,,,,,,,,,,723630-23047-2017
2017,4,14,21,,10083.0,,,,,,,,,,,723630-23047-2017
2017,4,14,22,,10074.0,,,,,,,,,,,723630-23047-2017
2017,4,14,23,,10078.0,,,,,,,,,,,723630-23047-2017
2017,4,15,0,,10073.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,15,1,,67.0,10078.0,,160.0,,,,,-9999.0,,,723630-23047-2017
2017,4,15,2,,44.0,10068.0,,160.0,,,,,-9999.0,,,723630-23047-2017
2017,4,15,3,,89.0,10081.0,,150.0,82.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,15,4,,10079.0,,,,,,,,,,,723630-23047-2017
2017,4,15,5,,10080.0,,,,,,,,,,,723630-23047-2017
2017,4,15,6,,10096.0,,,,,,,,,,,723630-23047-2017
2017,4,15,7,,10095.0,,,,,,,,,,,723630-23047-2017
2017,4,15,8,,10092.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,15,9,,10088.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,15,10,,10086.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,15,11,,10089.0,,,,,,-9999.0,,,,,723630-23047-2017
2017,4,15,12,,10093.0,,,,,,,,,,,723630-23047-2017
2017,4,15,13,,10100.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,15,14,,10096.0,,,,,,,,,,,723630-23047-2017
2017,4,15,15,,10100.0,,,,,,,,,,,723630-23047-2017
2017,4,15,16,,10099.0,,,,,,,,,,,723630-23047-2017
2017,4,15,17,,10098.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,15,18,,10092.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,15,19,,10084.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,15,20,,72.0,10079.0,,210.0,46.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,15,21,,-6.0,10069.0,,230.0,82.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,15,22,,10063.0,,,,,,,,,,,723630-23047-2017
2017,4,15,23,,10065.0,,,,,,,,,,,723630-23047-2017
2017,4,16,0,-9999.0,,210.0,,,,,,,,,,723630-23047-2017
2017,4,16,1,,10074.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,2,,10083.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,3,,10089.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,4,,10089.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,5,,10088.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,6,,10092.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,7,,10090.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,16,8,,10084.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,16,9,,10085.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,10,,10084.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,11,,10089.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,12,,10097.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,13,,10114.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,16,14,,61.0,10131.0,,310.0,57.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,16,15,,67.0,10130.0,,320.0,77.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,16,16,,94.0,10127.0,,320.0,82.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,16,17,,10127.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,18,,10124.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,19,,10124.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,20,,10123.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,21,,10115.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,16,22,,10109.0,,,10.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,16,23,,10103.0,,,20.0,31.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,0,,10106.0,,,20.0,46.0,,4.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,1,,10112.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,2,,10122.0,,,20.0,67.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,3,,10133.0,,,60.0,31.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,4,,10125.0,,,60.0,21.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,5,,10145.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,6,,10140.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,7,,94.0,10138.0,,170.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,8,,89.0,10134.0,,200.0,36.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,9,,83.0,10142.0,,190.0,36.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,10,,78.0,10143.0,,250.0,26.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,12,,72.0,10150.0,,310.0,41.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,13,,94.0,10157.0,,290.0,36.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,14,,10157.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,15,,10163.0,,,90.0,21.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,17,16,,10163.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,19,,83.0,10145.0,-9999.0,,,,,,,,,723630-23047-2017
2017,4,17,20,,10139.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,21,,10134.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,22,,10126.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,17,23,,10129.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,0,,10131.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,1,,10130.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,2,,10128.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,3,,10133.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,4,,10137.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,5,,10135.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,6,,10135.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,7,,10134.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,18,8,,10132.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,18,9,,10128.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,10,,10128.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,11,,10128.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,12,,10130.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,13,,-9999.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,14,,10140.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,18,15,,10134.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,16,,10130.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,17,,10125.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,18,,10116.0,,,,,,,,,,,723630-23047-2017
2017,4,18,19,,10112.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,18,20,,94.0,10108.0,,180.0,,,,,-9999.0,,,723630-23047-2017
2017,4,18,21,,83.0,10107.0,,180.0,,,,,-9999.0,,,723630-23047-2017
2017,4,18,22,,83.0,10100.0,,170.0,,,,,-9999.0,,,723630-23047-2017
2017,4,18,23,,67.0,10095.0,,170.0,,,,,-9999.0,,,723630-23047-2017
2017,4,19,0,,72.0,10100.0,,180.0,,,,,-9999.0,,,723630-23047-2017
2017,4,19,1,,61.0,10097.0,,170.0,82.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,19,2,,94.0,10103.0,,150.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,19,3,,10106.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,4,,10103.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,5,,10103.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,6,,10101.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,7,,10101.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,8,,10097.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,9,,10098.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,10,,10098.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,11,,10097.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,12,,10098.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,13,,10103.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,14,,10102.0,,,,,,,,,,,723630-23047-2017
2017,4,19,15,,10094.0,,,,,,,,,,,723630-23047-2017
2017,4,19,16,,10087.0,,,,,,,,,,,723630-23047-2017
2017,4,19,17,,10086.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,18,,50.0,10079.0,,210.0,,,,,-9999.0,,,723630-23047-2017
2017,4,19,19,,-6.0,10070.0,,220.0,93.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,19,20,,10063.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,19,21,,10061.0,,,,,,,,,,,723630-23047-2017
2017,4,19,22,,10057.0,,,,,,,,,,,723630-23047-2017
2017,4,19,23,,10057.0,,,,,,,,,,,723630-23047-2017
2017,4,20,0,,10061.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,20,1,,10062.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,20,2,,,0.0,10068.0,,,57.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,20,3,,11.0,10076.0,,190.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,4,,17.0,10079.0,,200.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,5,,22.0,10078.0,,200.0,46.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,6,,11.0,10075.0,,180.0,72.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,7,,-6.0,10075.0,,260.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,8,,78.0,10081.0,,300.0,77.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,9,,83.0,10088.0,,330.0,93.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,10,,10097.0,,,,,,,,,,,723630-23047-2017
2017,4,20,11,,72.0,10111.0,,,108.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,20,12,,72.0,10131.0,,,124.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,13,,89.0,10144.0,,,103.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,14,,72.0,10164.0,,,129.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,20,15,,56.0,10174.0,,,134.0,,8.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,16,,50.0,10175.0,,,144.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,17,,56.0,10173.0,,,118.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,18,,56.0,10165.0,,,103.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,19,,50.0,10155.0,,,,93.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,20,20,,56.0,10153.0,,,,82.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,20,21,,67.0,10135.0,,,118.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,20,22,,67.0,10129.0,,,,88.0,,0.0,,0.0,-9999.0,723630-23047-2017
2017,4,20,23,,67.0,10123.0,,100.0,77.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,0,,72.0,10125.0,,110.0,93.0,,4.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,1,,78.0,10134.0,,110.0,46.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,21,2,,89.0,10131.0,,110.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,3,,89.0,10134.0,,110.0,62.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,4,,89.0,10130.0,,110.0,51.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,5,,83.0,10120.0,,110.0,57.0,,0.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,6,,89.0,10112.0,,100.0,51.0,,2.0,,0.0,-9999.0,,723630-23047-2017
2017,4,21,7,,10104.0,,,90.0,67.0,-9999.0,,0.0,,,,723630-23047-2017
2017,4,21,8,,10097.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,21,9,,10090.0,,,,,,,,-9999.0,,,723630-23047-2017
2017,4,21,10,,10076.0,,,,-9999.0,,0.0,-9999.0,,,,723630-23047-2017
2017,4,21,11,,10083.0,,,,,,,,,,,723630-23047-2017
2017,4,21,13,,10099.0,,,50.0,41.0,-9999.0,,0.0,,,,723630-23047-2017
