,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,3,,,10245.0,,,-9999.0,-9999.0,,,373080-99999-2017
1,1,1,6,,,10251.0,,,-9999.0,,,,373080-99999-2017
2,1,1,9,,-1.0,-42.0,10237.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
3,1,1,18,,-8.0,-11.0,10260.0,,-9999.0,-9999.0,,,373080-99999-2017
4,1,1,21,,-5.0,,-8.0,10255.0,-9999.0,-9999.0,-9999.0,,373080-99999-2017
5,1,2,6,,-3.0,,-5.0,10258.0,-9999.0,-9999.0,-9999.0,,373080-99999-2017
6,1,2,9,,12.0,,,0.0,,20.0,-9999.0,-9999.0,373080-99999-2017
7,1,2,15,,,10252.0,,,-9999.0,-9999.0,,,373080-99999-2017
8,1,2,18,,,10261.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
9,1,2,21,,,10271.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
10,1,3,3,,,,,,-9999.0,-9999.0,,,373080-99999-2017
11,1,3,6,,,10286.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
12,1,3,9,,,10258.0,,,-9999.0,-9999.0,,,373080-99999-2017
13,1,3,15,,,10229.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
14,1,3,18,,,10230.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
15,1,3,21,,,10232.0,,,-9999.0,-9999.0,,,373080-99999-2017
16,1,4,3,,,10234.0,,,-9999.0,-9999.0,,,373080-99999-2017
17,1,4,6,,,10242.0,,,-9999.0,-9999.0,,,373080-99999-2017
18,1,4,9,,16.0,-39.0,10215.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
19,1,4,15,,,,-30.0,10224.0,30.0,-9999.0,-9999.0,-9999.0,373080-99999-2017
20,1,4,18,,,10248.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
21,1,4,21,,,10253.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
22,1,5,3,,,10272.0,,,-9999.0,,,,373080-99999-2017
23,1,5,6,,,10286.0,,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
24,1,5,9,,-2.0,-56.0,10257.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
25,1,5,15,,-8.0,-34.0,10248.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
26,1,5,18,,,10248.0,,,-9999.0,-9999.0,,,373080-99999-2017
27,1,5,21,,-3.0,-27.0,10261.0,,20.0,-9999.0,-9999.0,-9999.0,373080-99999-2017
28,1,6,6,,,10276.0,,,-9999.0,-9999.0,,,373080-99999-2017
29,1,6,9,,26.0,-12.0,10247.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
30,1,6,15,,27.0,,-1.0,10220.0,,30.0,-9999.0,-9999.0,373080-99999-2017
31,1,6,18,,,,-18.0,10227.0,20.0,-9999.0,-9999.0,-9999.0,373080-99999-2017
32,1,6,21,,,10229.0,,,-9999.0,-9999.0,,,373080-99999-2017
33,1,7,3,,,10208.0,,,-9999.0,-9999.0,,,373080-99999-2017
34,1,7,6,,,10207.0,,,-9999.0,-9999.0,,,373080-99999-2017
35,1,7,9,,27.0,-13.0,10164.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
36,1,7,15,,63.0,-29.0,10117.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
37,1,7,18,,65.0,-31.0,10126.0,,70.0,-9999.0,-9999.0,-9999.0,373080-99999-2017
38,1,7,21,,42.0,-39.0,10144.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
39,1,8,3,,-1.0,-51.0,10158.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
40,1,8,6,,,10174.0,,,-9999.0,-9999.0,,,373080-99999-2017
41,1,8,9,,36.0,-37.0,10140.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
42,1,8,15,,64.0,-25.0,10112.0,,40.0,-9999.0,-9999.0,-9999.0,373080-99999-2017
43,1,8,18,,71.0,-26.0,10119.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
44,1,8,21,,59.0,-31.0,10132.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
45,1,9,3,,,10150.0,,,-9999.0,-9999.0,,,373080-99999-2017
46,1,9,6,,,10162.0,,,-9999.0,-9999.0,,,373080-99999-2017
47,1,9,9,,43.0,-21.0,10136.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
48,1,9,12,,94.0,-18.0,10113.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
49,1,9,15,,16.0,-23.0,10148.0,,-9999.0,-9999.0,-9999.0,,373080-99999-2017
