,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,4,,,,,,-9999.0,-9999.0,,,723654-93091-2017
1,1,1,5,,,,,,-9999.0,-9999.0,,,723654-93091-2017
2,1,1,6,,,,,-9.0,-9999.0,,,,723654-93091-2017
3,1,1,7,,11.0,,-8.0,-9999.0,,,,,723654-93091-2017
4,1,1,8,,,,-13.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
5,1,1,9,,12.0,,-7.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
6,1,1,10,,,,,,,0.0,-9999.0,-9999.0,723654-93091-2017
7,1,1,11,,,,,,-9999.0,-9999.0,,,723654-93091-2017
8,1,1,12,,,,,,-9999.0,-9999.0,,,723654-93091-2017
9,1,1,13,,10.0,-15.0,-9999.0,,,,,,723654-93091-2017
10,1,1,14,,,,,,-9999.0,-9999.0,,,723654-93091-2017
11,1,1,15,,,,,,-9999.0,-9999.0,,,723654-93091-2017
12,1,1,16,,,,,-3.0,-9999.0,-9999.0,,,723654-93091-2017
13,1,1,17,,10.0,,,7.0,-9999.0,,,,723654-93091-2017
14,1,1,18,,18.0,,-1.0,-9999.0,,4.0,-9999.0,-9999.0,723654-93091-2017
15,1,1,19,,50.0,,-2.0,-9999.0,,,,,723654-93091-2017
16,1,1,20,,56.0,-11.0,-9999.0,,,,,,723654-93091-2017
17,1,1,21,,61.0,-45.0,-9999.0,,,,,,723654-93091-2017
18,1,1,22,,54.0,-34.0,-9999.0,,,,,,723654-93091-2017
19,1,1,23,,42.0,-12.0,-9999.0,,,,,,723654-93091-2017
20,1,2,0,,28.0,,-6.0,-9999.0,,,,,723654-93091-2017
21,1,2,1,,,,,,,0.0,-9999.0,-9999.0,723654-93091-2017
22,1,2,2,,,,,,,0.0,-9999.0,-9999.0,723654-93091-2017
23,1,2,3,,-1.0,,-1.0,-9999.0,,,,,723654-93091-2017
24,1,2,4,,-8.0,,-8.0,-9999.0,-9999.0,,,,723654-93091-2017
25,1,2,5,,-6.0,,-6.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
26,1,2,6,,-5.0,,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
27,1,2,7,,-5.0,,-5.0,-9999.0,,,,,723654-93091-2017
28,1,2,8,,-5.0,,-5.0,-9999.0,,,,,723654-93091-2017
29,1,2,9,,,,-29.0,-9999.0,,,4.0,-9999.0,723654-93091-2017
30,1,2,10,,-6.0,,-6.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
31,1,2,11,,-3.0,-10.0,-9999.0,,,,,,723654-93091-2017
32,1,2,12,,10.0,-44.0,-9999.0,,,,,,723654-93091-2017
33,1,2,13,,,,-46.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
34,1,2,14,,-3.0,-36.0,-9999.0,,4.0,-9999.0,-9999.0,,723654-93091-2017
35,1,2,15,,,,-41.0,-9999.0,,4.0,-9999.0,-9999.0,723654-93091-2017
36,1,2,16,,,,-39.0,-9999.0,,4.0,-9999.0,-9999.0,723654-93091-2017
37,1,2,17,,,,-26.0,-9999.0,,0.0,-9999.0,-9999.0,723654-93091-2017
38,1,2,18,,,,-13.0,-9999.0,,0.0,-9999.0,-9999.0,723654-93091-2017
39,1,2,19,,15.0,-10.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
40,1,2,20,,23.0,-21.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
41,1,2,21,,28.0,-26.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
42,1,2,22,,28.0,-24.0,-9999.0,,,,,4.0,723654-93091-2017
43,1,2,23,,25.0,-27.0,-9999.0,,,,,0.0,723654-93091-2017
44,1,3,0,,21.0,-32.0,-9999.0,,-9999.0,-9999.0,,,723654-93091-2017
45,1,3,1,,17.0,-62.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
46,1,3,2,,17.0,-61.0,-9999.0,,-9999.0,-9999.0,,,723654-93091-2017
47,1,3,3,,12.0,-58.0,-9999.0,,,,,,723654-93091-2017
48,1,3,4,,11.0,-59.0,-9999.0,,-9999.0,-9999.0,,,723654-93091-2017
49,1,3,5,,,,-59.0,-9999.0,-9999.0,-9999.0,-9999.0,,723654-93091-2017
50,1,3,6,,,,-53.0,-9999.0,,,,,723654-93091-2017
51,1,3,7,,,,-55.0,-9999.0,,,,,723654-93091-2017
52,1,3,8,,,,-54.0,-9999.0,,,,,723654-93091-2017
53,1,3,9,,,,-51.0,-9999.0,,,,,723654-93091-2017
54,1,3,10,,-3.0,-45.0,-9999.0,,,,,,723654-93091-2017
55,1,3,11,,-1.0,-46.0,-9999.0,,,,,,723654-93091-2017
56,1,3,12,,-7.0,-46.0,-9999.0,,,,,,723654-93091-2017
57,1,3,13,,-1.0,-50.0,-9999.0,,,,,,723654-93091-2017
58,1,3,14,,,,-51.0,-9999.0,,,,,723654-93091-2017
59,1,3,15,,,,-60.0,-9999.0,,4.0,-9999.0,-9999.0,723654-93091-2017
60,1,3,16,,,,-59.0,-9999.0,,,,,723654-93091-2017
61,1,3,17,,11.0,-46.0,-9999.0,,,,,0.0,723654-93091-2017
62,1,3,18,,22.0,-43.0,-9999.0,,,0.0,-9999.0,-9999.0,723654-93091-2017
63,1,3,19,,33.0,-45.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
64,1,3,20,,40.0,-54.0,-9999.0,,,,,4.0,723654-93091-2017
65,1,3,21,,53.0,-80.0,-9999.0,,4.0,-9999.0,-9999.0,,723654-93091-2017
66,1,3,22,,45.0,-54.0,-9999.0,,,0.0,-9999.0,-9999.0,723654-93091-2017
67,1,3,23,,32.0,-53.0,-9999.0,,,0.0,-9999.0,-9999.0,723654-93091-2017
68,1,4,0,,26.0,-59.0,-9999.0,,,,,0.0,723654-93091-2017
69,1,4,1,,28.0,-70.0,-9999.0,,,,,0.0,723654-93091-2017
70,1,4,2,,20.0,-72.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
71,1,4,3,,23.0,-87.0,-9999.0,,,,,0.0,723654-93091-2017
72,1,4,4,,18.0,-77.0,-9999.0,,0.0,-9999.0,-9999.0,,723654-93091-2017
73,1,4,5,,17.0,-76.0,-9999.0,,,,,0.0,723654-93091-2017
74,1,4,6,,13.0,-74.0,-9999.0,,,,,0.0,723654-93091-2017
75,1,4,7,,19.0,-78.0,-9999.0,,,,,0.0,723654-93091-2017
76,1,4,8,,,,-62.0,-9999.0,,,0.0,-9999.0,723654-93091-2017
77,1,4,9,,,,-66.0,-9999.0,,0.0,-9999.0,-9999.0,723654-93091-2017
