,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,9,,40.0,40.0,-9999.0,,72.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
1,1,2,0,,30.0,30.0,-9999.0,,57.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
2,1,2,20,,30.0,10.0,-9999.0,,57.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
3,1,2,22,,30.0,20.0,-9999.0,,46.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
4,1,3,22,,70.0,50.0,-9999.0,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
5,1,4,1,,50.0,30.0,-9999.0,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
6,1,4,20,,20.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
7,1,5,20,,,,,,-9999.0,-9999.0,,,101360-99999-2017
8,1,7,8,,,,,,-9999.0,-9999.0,,,101360-99999-2017
9,1,7,12,,,,,,-9999.0,-9999.0,,,101360-99999-2017
10,1,7,19,,20.0,10.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
11,1,7,21,,30.0,30.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
12,1,9,7,,10.0,10.0,-9999.0,,31.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
13,1,9,17,,20.0,10.0,-9999.0,,46.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
14,1,10,0,,30.0,10.0,-9999.0,,62.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
15,1,10,16,,20.0,20.0,-9999.0,,31.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
16,1,10,17,,30.0,20.0,-9999.0,,31.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
17,1,10,20,,30.0,20.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
18,1,11,9,,50.0,40.0,-9999.0,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
19,1,11,11,,60.0,50.0,-9999.0,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
20,1,11,15,,60.0,30.0,-9999.0,,98.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
21,1,12,12,,40.0,20.0,-9999.0,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
22,1,12,20,,30.0,10.0,-9999.0,,41.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
23,1,13,9,,20.0,10.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
24,1,13,19,,,-10.0,-9999.0,,82.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
25,1,14,0,,40.0,30.0,-9999.0,,67.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
26,1,14,11,,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
27,1,14,12,,20.0,10.0,-9999.0,,67.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
28,1,17,23,,,,,,-9999.0,-9999.0,,,101360-99999-2017
29,1,18,20,,,,,,-9999.0,-9999.0,,,101360-99999-2017
30,1,19,20,,,-30.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
31,1,20,3,,,-20.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
32,1,20,4,,,-10.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
33,1,21,0,,10.0,10.0,-9999.0,,-9999.0,-9999.0,,,101360-99999-2017
34,1,21,10,,30.0,30.0,-9999.0,,10.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
35,1,23,1,,,,,,-9999.0,-9999.0,,,101360-99999-2017
36,1,24,20,,,,,,-9999.0,-9999.0,,,101360-99999-2017
37,1,24,23,,,,,,-9999.0,-9999.0,,,101360-99999-2017
38,1,25,14,,,-20.0,-9999.0,,21.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
39,1,25,22,,,,,,-9999.0,-9999.0,,,101360-99999-2017
40,1,27,16,,20.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
41,2,1,23,,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
42,2,2,19,,40.0,30.0,-9999.0,,57.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
43,2,2,23,,50.0,40.0,-9999.0,,46.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
44,2,3,13,,40.0,30.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
45,2,3,17,,40.0,40.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
46,2,3,18,,40.0,40.0,-9999.0,,26.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
47,2,3,19,,40.0,40.0,-9999.0,,21.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
48,2,4,3,,40.0,40.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
49,2,4,4,,50.0,50.0,-9999.0,,46.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
50,2,4,7,,50.0,50.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
51,2,4,8,,50.0,50.0,-9999.0,,31.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
52,2,4,9,,50.0,50.0,-9999.0,,41.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
53,2,4,11,,70.0,50.0,-9999.0,,41.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
54,2,5,10,,30.0,30.0,-9999.0,,41.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
55,2,5,13,,20.0,20.0,-9999.0,,36.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
56,2,7,20,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
57,2,8,20,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
58,2,10,18,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
59,2,11,12,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
60,2,11,13,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
61,2,13,9,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
62,2,13,12,,20.0,-9999.0,,,57.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
63,2,13,14,,30.0,-9999.0,,,72.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
64,2,13,20,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
65,2,14,7,,,,,,-9999.0,-9999.0,-9999.0,,101360-99999-2017
66,2,14,20,,,-50.0,-9999.0,,41.0,-9999.0,-9999.0,-9999.0,101360-99999-2017
