,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,4,,21.0,-25.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
1,1,1,6,,-1.0,-30.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
2,1,1,8,,10.0,-36.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
3,1,1,10,,-6.0,-45.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
4,1,1,11,,-8.0,-46.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
5,1,1,12,,,-9999.0,,20.0,15.0,0.0,-9999.0,-9999.0,722187-93911-2017
6,1,1,13,,-8.0,-47.0,-9999.0,,,,0.0,-9999.0,722187-93911-2017
7,1,1,14,,,,-33.0,,,-9999.0,-9999.0,-9999.0,722187-93911-2017
8,1,1,15,,34.0,,-4.0,,,,,,722187-93911-2017
9,1,1,16,,49.0,,24.0,,,,,,722187-93911-2017
10,1,1,17,,76.0,,48.0,,,,,,722187-93911-2017
11,1,1,18,,98.0,,62.0,,,,,,722187-93911-2017
12,1,1,19,,,68.0,-9999.0,180.0,67.0,,,,722187-93911-2017
13,1,1,20,,,67.0,-9999.0,200.0,46.0,4.0,-9999.0,-9999.0,722187-93911-2017
14,1,1,21,,,73.0,-9999.0,150.0,41.0,0.0,-9999.0,-9999.0,722187-93911-2017
15,1,1,22,,,81.0,-9999.0,150.0,41.0,0.0,-9999.0,-9999.0,722187-93911-2017
16,1,1,23,,,86.0,-9999.0,130.0,46.0,0.0,-9999.0,-9999.0,722187-93911-2017
17,1,2,0,,,90.0,-9999.0,140.0,51.0,0.0,-9999.0,-9999.0,722187-93911-2017
18,1,2,1,,,96.0,-9999.0,160.0,57.0,,,,722187-93911-2017
19,1,2,2,,,-9999.0,,,-9999.0,,,,722187-93911-2017
20,1,2,3,,,98.0,-9999.0,170.0,62.0,,,,722187-93911-2017
21,1,2,4,,,-9999.0,,,-9999.0,,,,722187-93911-2017
22,1,2,5,,,98.0,-9999.0,170.0,62.0,,,,722187-93911-2017
23,1,2,6,,,98.0,-9999.0,170.0,51.0,,,,722187-93911-2017
24,1,2,7,,,98.0,-9999.0,140.0,46.0,,,,722187-93911-2017
25,1,2,8,,,-9999.0,,,-9999.0,,,,722187-93911-2017
26,1,2,9,,,-9999.0,,,-9999.0,,,,722187-93911-2017
27,1,2,10,,,-9999.0,,,-9999.0,,,,722187-93911-2017
28,1,2,11,,,-9999.0,,,-9999.0,,,,722187-93911-2017
29,1,2,12,,,-9999.0,,,-9999.0,,,,722187-93911-2017
30,1,2,13,,,-9999.0,,,-9999.0,,,,722187-93911-2017
31,1,2,14,,,-9999.0,,,-9999.0,,,,722187-93911-2017
32,1,2,15,,,-9999.0,,,-9999.0,,,,722187-93911-2017
33,1,2,16,,,-9999.0,,,-9999.0,,,,722187-93911-2017
34,1,2,17,,,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
35,1,2,18,,,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
36,1,2,19,,,91.0,-9999.0,240.0,36.0,0.0,-9999.0,-9999.0,722187-93911-2017
37,1,2,20,,,87.0,-9999.0,220.0,46.0,0.0,-9999.0,-9999.0,722187-93911-2017
38,1,2,21,,,73.0,-9999.0,200.0,41.0,0.0,-9999.0,-9999.0,722187-93911-2017
39,1,2,22,,,56.0,-9999.0,210.0,31.0,0.0,-9999.0,-9999.0,722187-93911-2017
40,1,2,23,,,53.0,-9999.0,220.0,31.0,0.0,-9999.0,-9999.0,722187-93911-2017
41,1,3,0,,,57.0,-9999.0,230.0,31.0,0.0,-9999.0,-9999.0,722187-93911-2017
42,1,3,1,,,55.0,-9999.0,230.0,26.0,0.0,-9999.0,-9999.0,722187-93911-2017
43,1,3,2,,,49.0,-9999.0,230.0,21.0,0.0,-9999.0,-9999.0,722187-93911-2017
44,1,3,5,,82.0,,45.0,,,,0.0,-9999.0,722187-93911-2017
45,1,3,6,,55.0,,35.0,,,,0.0,-9999.0,722187-93911-2017
46,1,3,8,,68.0,,41.0,,,,0.0,-9999.0,722187-93911-2017
47,1,3,9,,70.0,,65.0,,,,,,722187-93911-2017
48,1,3,10,,69.0,,66.0,,,,,,722187-93911-2017
49,1,3,11,,70.0,,65.0,,,,,,722187-93911-2017
50,1,3,12,,60.0,,56.0,,,,,,722187-93911-2017
51,1,3,13,,50.0,,46.0,,,,,,722187-93911-2017
52,1,3,14,,42.0,,35.0,,,,,,722187-93911-2017
53,1,3,15,,31.0,,23.0,,,,,,722187-93911-2017
54,1,3,16,,13.0,,,,,-9999.0,,,722187-93911-2017
55,1,3,17,,,,-15.0,,,,,,722187-93911-2017
56,1,3,18,,,,-28.0,,,,,,722187-93911-2017
57,1,3,19,,,,-49.0,,,,,,722187-93911-2017
58,1,3,20,,,,-60.0,,,,,,722187-93911-2017
59,1,3,21,,,,-71.0,,,,,,722187-93911-2017
60,1,3,22,,,,-84.0,,,,,,722187-93911-2017
61,1,3,23,,-2.0,-92.0,-9999.0,350.0,62.0,,,,722187-93911-2017
62,1,4,0,,,-9999.0,,,-9999.0,,,,722187-93911-2017
63,1,4,1,,,,,,-9999.0,,,,722187-93911-2017
64,1,4,2,,,,,,-9999.0,,,,722187-93911-2017
65,1,4,3,,,,,,-9999.0,,,,722187-93911-2017
66,1,4,4,,,,,,,-9999.0,,,722187-93911-2017
67,1,4,5,,,,,,,-9999.0,-9999.0,,722187-93911-2017
68,1,4,6,,,,,,,-9999.0,-9999.0,,722187-93911-2017
69,1,4,7,,,,,,,-9999.0,-9999.0,,722187-93911-2017
70,1,4,8,,,,,,,-9999.0,,,722187-93911-2017
71,1,4,9,,,,,,,-9999.0,,,722187-93911-2017
72,1,4,10,,,,,,,-9999.0,-9999.0,,722187-93911-2017
73,1,4,11,,,,,,,-9999.0,-9999.0,,722187-93911-2017
74,1,4,12,,,,,,,-9999.0,-9999.0,,722187-93911-2017
75,1,4,13,,,,,,,-9999.0,-9999.0,,722187-93911-2017
76,1,4,14,,,,,,,-9999.0,-9999.0,,722187-93911-2017
77,1,4,15,,,,,,,-9999.0,-9999.0,,722187-93911-2017
78,1,4,16,,,,,,,-9999.0,-9999.0,,722187-93911-2017
79,1,4,17,,,,,,,-9999.0,-9999.0,,722187-93911-2017
80,1,4,18,,,,,,,-9999.0,-9999.0,,722187-93911-2017
81,1,4,19,,-2.0,-9999.0,,70.0,31.0,0.0,-9999.0,-9999.0,722187-93911-2017
82,1,4,20,,14.0,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
83,1,4,21,,18.0,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
84,1,4,22,,16.0,-9999.0,,70.0,41.0,0.0,-9999.0,-9999.0,722187-93911-2017
85,1,4,23,,10.0,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
86,1,5,0,,-4.0,-9999.0,,,,-9999.0,-9999.0,,722187-93911-2017
87,1,5,1,,,,,,,-9999.0,,,722187-93911-2017
88,1,5,2,,,,,,,-9999.0,-9999.0,,722187-93911-2017
89,1,5,3,,,,,,,-9999.0,-9999.0,,722187-93911-2017
90,1,5,4,,,,,,,-9999.0,-9999.0,,722187-93911-2017
91,1,5,5,,,,,,,-9999.0,-9999.0,,722187-93911-2017
92,1,5,6,,,,,,,-9999.0,-9999.0,,722187-93911-2017
93,1,5,7,,,,,,,-9999.0,-9999.0,,722187-93911-2017
94,1,5,8,,,,,,,-9999.0,-9999.0,,722187-93911-2017
95,1,5,9,,,,,,,-9999.0,-9999.0,,722187-93911-2017
96,1,5,10,,,,,,,-9999.0,-9999.0,,722187-93911-2017
97,1,5,11,,,,,,-9999.0,,,,722187-93911-2017
98,1,5,12,,,,,,-9999.0,,,,722187-93911-2017
99,1,5,13,,,,,,-9999.0,,,,722187-93911-2017
100,1,5,14,,,,,,-9999.0,,,,722187-93911-2017
101,1,5,15,,,,,,-9999.0,,,,722187-93911-2017
102,1,5,16,,,,,,-9999.0,,,,722187-93911-2017
103,1,5,17,,,,,,-9999.0,,,,722187-93911-2017
104,1,5,18,,,,,,-9999.0,,,,722187-93911-2017
105,1,5,19,,,,,,-9999.0,,,,722187-93911-2017
106,1,5,20,,,,,,-9999.0,,,,722187-93911-2017
107,1,5,21,,,,,,-9999.0,,,,722187-93911-2017
108,1,5,22,,,,,,-9999.0,,,,722187-93911-2017
109,1,5,23,,,,,,-9999.0,,,,722187-93911-2017
110,1,6,0,,,,,,-9999.0,,,,722187-93911-2017
111,1,6,1,,,,,,-9999.0,,,,722187-93911-2017
112,1,6,2,,,,,,-9999.0,,,,722187-93911-2017
113,1,6,3,,,,,,-9999.0,,,,722187-93911-2017
114,1,6,4,,,,,,-9999.0,,,,722187-93911-2017
115,1,6,5,,,,,,-9999.0,,,,722187-93911-2017
