,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,6,192,28,-9999,150,20,0,-9999,-9999
1,2017,1,1,9,224,67,-9999,350,20,0,-9999,-9999
2,2017,1,1,12,252,57,-9999,250,30,3,-9999,-9999
3,2017,1,1,15,234,74,-9999,360,20,4,-9999,-9999
4,2017,1,2,0,234,74,-9999,360,20,4,-9999,-9999
5,2017,1,2,3,-9999,23,-9999,130,40,1,-9999,-9999
6,2017,1,2,6,182,50,-9999,50,20,0,-9999,-9999
7,2017,1,2,9,240,60,-9999,30,20,0,-9999,-9999
8,2017,1,2,12,262,63,-9999,150,20,1,-9999,-9999
9,2017,1,2,15,238,58,-9999,0,-9999,2,-9999,-9999
10,2017,1,3,3,158,77,-9999,0,-9999,1,-9999,-9999
11,2017,1,3,6,184,67,-9999,40,20,0,-9999,-9999
12,2017,1,3,9,228,95,-9999,150,20,0,-9999,-9999
13,2017,1,3,12,264,88,-9999,340,20,1,-9999,-9999
14,2017,1,3,15,240,112,-9999,360,10,6,-9999,-9999
15,2017,1,4,3,160,70,-9999,310,20,1,-9999,-9999
16,2017,1,4,6,180,95,-9999,110,40,0,-9999,-9999
17,2017,1,4,9,160,70,-9999,310,20,1,-9999,-9999
18,2017,1,4,12,258,72,-9999,360,20,0,-9999,-9999
19,2017,1,4,15,246,103,-9999,330,20,0,-9999,-9999
20,2017,1,5,6,182,40,-9999,0,-9999,2,-9999,-9999
21,2017,1,5,9,226,64,-9999,360,20,1,-9999,-9999
22,2017,1,5,12,254,45,-9999,280,10,1,-9999,-9999
23,2017,1,5,15,238,79,-9999,270,20,0,-9999,-9999
24,2017,1,6,6,180,28,-9999,140,40,0,-9999,-9999
25,2017,1,6,9,236,45,-9999,170,30,0,-9999,-9999
26,2017,1,6,12,262,47,-9999,340,20,0,-9999,-9999
27,2017,1,6,15,236,60,-9999,340,20,0,-9999,-9999
28,2017,1,7,3,162,47,-9999,150,40,0,-9999,-9999
29,2017,1,7,6,184,-9999,-9999,150,40,0,-9999,-9999
30,2017,1,7,9,244,38,-9999,40,20,0,-9999,-9999
31,2017,1,7,12,260,-16,-9999,350,40,0,-9999,-9999
32,2017,1,7,15,238,52,-9999,360,50,0,-9999,-9999
33,2017,1,8,3,160,-7,-9999,100,20,1,-9999,-9999
34,2017,1,8,6,190,-8,-9999,120,20,0,-9999,-9999
35,2017,1,8,12,258,21,-9999,360,20,3,-9999,-9999
36,2017,1,8,15,238,44,-9999,340,20,3,-9999,-9999
37,2017,1,9,3,160,34,-9999,0,-9999,0,-9999,-9999
38,2017,1,9,9,226,18,-9999,20,20,0,-9999,-9999
39,2017,1,9,12,260,85,-9999,0,-9999,0,-9999,-9999
40,2017,1,9,15,240,112,-9999,0,-9999,0,-9999,-9999
41,2017,1,10,3,154,30,-9999,90,40,2,-9999,-9999
42,2017,1,10,6,194,53,-9999,60,20,0,-9999,-9999
43,2017,1,10,9,240,60,-9999,170,40,0,-9999,-9999
44,2017,1,10,12,256,53,-9999,360,20,0,-9999,-9999
45,2017,1,10,15,238,12,-9999,350,20,6,-9999,-9999
46,2017,1,11,6,194,15,-9999,150,20,0,-9999,-9999
47,2017,1,11,9,240,42,-9999,10,20,0,-9999,-9999
48,2017,1,11,12,270,65,-9999,90,90,0,-9999,-9999
49,2017,1,11,15,240,85,-9999,40,20,0,-9999,-9999
50,2017,1,12,6,174,14,-9999,130,40,0,-9999,-9999
51,2017,1,12,9,236,46,-9999,360,20,0,-9999,-9999
52,2017,1,12,12,258,45,-9999,40,20,0,-9999,-9999
53,2017,1,12,15,242,45,-9999,360,20,0,-9999,-9999
54,2017,1,13,6,194,19,-9999,160,20,2,-9999,-9999
55,2017,1,13,9,240,86,-9999,170,20,1,-9999,-9999
56,2017,1,13,12,264,71,-9999,0,-9999,4,-9999,-9999
57,2017,1,14,12,260,85,-9999,180,20,1,-9999,-9999
58,2017,1,14,15,240,60,-9999,330,40,0,-9999,-9999
59,2017,1,15,6,180,95,-9999,350,20,0,-9999,-9999
60,2017,1,15,9,238,83,-9999,280,20,0,-9999,-9999
61,2017,1,15,12,256,69,-9999,340,20,0,-9999,-9999
62,2017,1,15,15,244,79,-9999,0,-9999,0,-9999,-9999
63,2017,1,16,6,204,42,-9999,140,20,3,-9999,-9999
64,2017,1,16,12,276,85,-9999,340,50,1,-9999,-9999
65,2017,1,16,15,250,83,-9999,0,-9999,2,-9999,-9999
66,2017,1,17,6,204,110,-9999,0,-9999,0,-9999,-9999
67,2017,1,17,9,240,91,-9999,280,20,0,-9999,-9999
68,2017,1,17,12,268,83,-9999,150,30,1,-9999,-9999
69,2017,1,17,15,244,92,-9999,270,20,2,-9999,-9999
70,2017,1,18,6,196,60,-9999,160,20,0,-9999,-9999
71,2017,1,18,12,286,61,-9999,180,30,1,-9999,-9999
72,2017,1,18,15,258,67,-9999,360,10,5,-9999,-9999
73,2017,1,19,3,174,58,-9999,240,20,2,-9999,-9999
74,2017,1,19,12,260,49,-9999,350,20,1,-9999,-9999
75,2017,1,19,15,250,83,-9999,80,20,3,-9999,-9999
76,2017,1,20,3,172,77,-9999,190,20,0,-9999,-9999
77,2017,1,20,6,198,90,-9999,180,20,0,-9999,-9999
78,2017,1,20,15,240,112,-9999,0,-9999,0,-9999,-9999
79,2017,1,21,6,190,83,-9999,360,30,5,-9999,-9999
80,2017,1,21,9,254,95,-9999,60,20,1,-9999,-9999
81,2017,1,21,12,256,77,-9999,360,20,6,-9999,-9999
82,2017,1,21,15,236,90,-9999,0,-9999,6,-9999,-9999
83,2017,1,22,3,170,87,-9999,0,-9999,2,-9999,-9999
84,2017,1,22,6,192,78,-9999,90,20,4,-9999,-9999
85,2017,1,22,9,256,101,-9999,140,20,1,-9999,-9999
86,2017,1,22,12,268,120,-9999,330,20,5,-9999,-9999
87,2017,1,23,3,188,97,-9999,0,-9999,6,-9999,-9999
88,2017,1,23,12,280,105,-9999,70,20,6,-9999,-9999
89,2017,1,24,3,182,90,-9999,170,20,3,-9999,-9999
90,2017,1,24,6,186,90,-9999,170,20,6,-9999,-9999
91,2017,1,24,12,264,95,-9999,20,20,6,-9999,-9999
92,2017,1,24,15,250,83,-9999,360,20,6,-9999,-9999
93,2017,1,25,3,174,80,-9999,80,20,2,-9999,-9999
94,2017,1,25,6,200,80,-9999,180,30,0,-9999,-9999
95,2017,1,25,9,248,106,-9999,170,40,1,-9999,-9999
96,2017,1,25,12,218,76,-9999,10,20,6,-9999,-9999
97,2017,1,25,15,260,70,-9999,360,20,6,-9999,-9999
98,2017,1,26,6,194,81,-9999,190,20,0,-9999,-9999
99,2017,1,26,9,184,144,-9999,190,20,4,-9999,-9999
100,2017,1,26,12,236,126,-9999,0,-9999,6,-9999,-9999
101,2017,1,27,6,190,100,-9999,0,-9999,4,-9999,-9999
102,2017,1,27,9,248,118,-9999,0,-9999,1,-9999,-9999
103,2017,1,27,12,278,110,-9999,90,20,5,-9999,-9999
104,2017,1,27,15,258,95,-9999,360,20,5,-9999,-9999
105,2017,1,28,6,186,87,-9999,0,-9999,0,-9999,-9999
106,2017,1,28,12,270,90,-9999,350,20,6,-9999,-9999
107,2017,1,29,3,160,91,-9999,0,-9999,7,-9999,-9999
108,2017,1,29,12,258,119,-9999,320,20,6,-9999,-9999
109,2017,1,29,15,228,116,-9999,250,20,7,-9999,-9999
110,2017,1,30,3,160,102,-9999,0,-9999,6,-9999,-9999
111,2017,1,30,6,184,108,-9999,270,20,6,-9999,-9999
112,2017,1,30,9,160,102,-9999,0,-9999,6,-9999,-9999
113,2017,1,30,12,264,120,-9999,350,20,5,-9999,-9999
114,2017,1,31,6,178,89,-9999,350,20,2,-9999,-9999
115,2017,1,31,12,264,108,-9999,10,20,6,-9999,-9999
116,2017,2,1,3,150,107,-9999,0,-9999,6,-9999,-9999
117,2017,2,1,6,176,90,-9999,0,-9999,0,-9999,-9999
118,2017,2,1,9,236,118,-9999,340,20,0,-9999,-9999
119,2017,2,1,12,270,124,-9999,0,-9999,1,-9999,-9999
120,2017,2,2,3,150,107,-9999,60,20,4,-9999,-9999
121,2017,2,2,6,172,85,-9999,140,60,1,-9999,-9999
122,2017,2,2,9,234,112,-9999,180,20,1,-9999,-9999
123,2017,2,2,12,262,101,-9999,360,20,6,-9999,-9999
124,2017,2,3,12,260,130,-9999,260,20,6,-9999,-9999
125,2017,2,3,15,250,125,-9999,270,20,7,-9999,-9999
126,2017,2,4,3,156,113,-9999,0,-9999,7,-9999,-9999
127,2017,2,4,6,170,110,-9999,90,20,6,-9999,-9999
128,2017,2,5,9,234,120,-9999,160,20,6,-9999,-9999
129,2017,2,5,15,248,126,-9999,0,-9999,7,-9999,-9999
130,2017,2,6,3,140,117,-9999,0,-9999,7,-9999,-9999
131,2017,2,6,6,180,111,-9999,150,20,4,-9999,-9999
132,2017,2,6,9,246,120,-9999,70,20,1,-9999,-9999
133,2017,2,7,9,218,126,-9999,50,20,7,-9999,-9999
134,2017,2,7,12,252,131,-9999,360,20,7,-9999,-9999
135,2017,2,7,15,222,142,-9999,0,-9999,7,-9999,-9999
136,2017,2,8,3,172,120,-9999,150,20,7,-9999,-9999
137,2017,2,8,6,192,90,-9999,60,20,7,-9999,-9999
138,2017,2,8,9,248,73,-9999,40,20,1,-9999,-9999
139,2017,2,8,12,266,109,-9999,10,20,6,-9999,-9999
140,2017,2,9,3,180,107,-9999,180,20,7,-9999,-9999
141,2017,2,9,6,192,90,-9999,60,20,7,-9999,-9999
142,2017,2,9,9,218,126,-9999,50,20,7,-9999,-9999
143,2017,2,9,12,242,130,-9999,350,20,6,-9999,-9999
144,2017,2,9,15,256,137,-9999,350,20,6,-9999,-9999
145,2017,2,10,6,208,129,-9999,0,-9999,4,-9999,-9999
146,2017,2,10,12,286,134,-9999,350,20,6,-9999,-9999
147,2017,2,10,15,242,118,-9999,230,20,6,-9999,-9999
148,2017,2,11,12,268,128,-9999,270,20,6,-9999,-9999
149,2017,2,11,15,234,131,-9999,270,20,6,-9999,-9999
150,2017,2,12,9,250,82,-9999,350,20,1,-9999,-9999
151,2017,2,12,12,270,112,-9999,340,20,7,-9999,-9999
152,2017,2,12,15,260,130,-9999,0,-9999,7,-9999,-9999
153,2017,2,13,6,186,90,-9999,350,20,7,-9999,-9999
154,2017,2,13,12,268,128,-9999,330,20,6,-9999,-9999
155,2017,2,13,15,248,145,-9999,330,20,7,-9999,-9999
156,2017,2,14,3,148,135,-9999,160,20,7,-9999,-9999
157,2017,2,14,6,132,132,-9999,80,20,9,-9999,-9999
158,2017,2,14,9,150,140,-9999,160,20,7,-9999,-9999
159,2017,2,14,12,186,149,-9999,10,20,7,-9999,-9999
160,2017,2,15,3,160,121,-9999,140,20,7,-9999,-9999
161,2017,2,15,6,164,123,-9999,180,20,7,-9999,-9999
162,2017,2,15,12,238,144,-9999,90,20,7,-9999,-9999
163,2017,2,15,15,190,133,-9999,70,20,7,-9999,-9999
164,2017,2,16,12,236,130,-9999,280,20,6,-9999,-9999
165,2017,2,17,6,190,136,-9999,180,20,4,-9999,-9999
166,2017,2,17,9,224,141,-9999,210,30,3,-9999,-9999
167,2017,2,17,12,174,152,-9999,240,40,7,-9999,-9999
168,2017,2,17,15,182,148,-9999,260,20,7,-9999,-9999
169,2017,2,18,3,134,131,-9999,150,30,8,-9999,-9999
170,2017,2,18,6,134,134,-9999,100,50,9,-9999,-9999
171,2017,2,18,9,160,144,-9999,170,20,8,-9999,-9999
172,2017,2,18,12,160,144,-9999,170,20,8,-9999,-9999
173,2017,2,18,15,176,151,-9999,250,20,6,-9999,-9999
174,2017,2,19,6,148,140,-9999,90,20,7,-9999,-9999
175,2017,2,19,9,148,140,-9999,90,20,7,-9999,-9999
176,2017,2,19,12,216,162,-9999,360,20,7,-9999,-9999
177,2017,2,19,15,190,126,-9999,180,20,6,-9999,-9999
178,2017,2,20,3,150,134,-9999,140,30,7,-9999,-9999
179,2017,2,20,6,170,139,-9999,90,60,3,-9999,-9999
180,2017,2,20,12,246,146,-9999,310,40,6,-9999,-9999
181,2017,2,20,15,190,160,-9999,0,-9999,6,-9999,-9999
182,2017,2,21,3,166,141,-9999,0,-9999,7,-9999,-9999
183,2017,2,22,12,230,119,-9999,270,20,6,-9999,-9999
184,2017,2,22,15,230,138,-9999,350,20,6,-9999,-9999
185,2017,2,23,3,160,91,-9999,360,20,6,-9999,-9999
186,2017,2,24,15,168,137,-9999,180,90,8,-9999,-9999
187,2017,2,25,3,156,93,-9999,120,20,6,-9999,-9999
188,2017,2,27,6,170,122,-9999,250,40,6,-9999,-9999
189,2017,2,27,9,226,109,-9999,290,20,5,-9999,-9999
190,2017,2,27,12,248,97,-9999,270,20,6,-9999,-9999
191,2017,2,27,15,236,115,-9999,300,20,6,-9999,-9999
192,2017,2,28,3,160,128,-9999,170,20,6,-9999,-9999
193,2017,2,28,12,236,123,-9999,180,40,6,-9999,-9999
194,2017,2,28,15,224,123,-9999,240,20,4,-9999,-9999
195,2017,3,1,3,156,123,-9999,120,20,2,-9999,-9999
196,2017,3,1,6,184,116,-9999,110,40,0,-9999,-9999
197,2017,3,1,9,250,104,-9999,50,80,1,-9999,-9999
198,2017,3,2,12,262,110,-9999,350,20,1,-9999,-9999
199,2017,3,2,15,-9999,-9999,-9999,0,-9999,1,-9999,-9999
