,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,7,,80.0,,70.0,,,,21.0,-9999.0,161970-99999-2017
1,1,1,8,,70.0,,60.0,,,,26.0,-9999.0,161970-99999-2017
2,1,1,9,,80.0,,71.0,,,,26.0,,161970-99999-2017
3,1,1,10,,,70.0,-9999.0,,,26.0,-9999.0,-9999.0,161970-99999-2017
4,1,1,11,,,80.0,-9999.0,,,26.0,-9999.0,-9999.0,161970-99999-2017
5,1,1,13,,,80.0,-9999.0,,,31.0,-9999.0,-9999.0,161970-99999-2017
6,1,1,14,,,90.0,-9999.0,240.0,21.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
7,1,1,15,,,79.0,10224.0,230.0,26.0,,,,161970-99999-2017
8,1,1,16,,,70.0,-9999.0,240.0,26.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
9,1,1,17,,90.0,,70.0,,,31.0,-9999.0,-9999.0,161970-99999-2017
10,1,1,18,,90.0,,76.0,,,21.0,,,161970-99999-2017
11,1,1,19,,90.0,,80.0,,,31.0,-9999.0,-9999.0,161970-99999-2017
12,1,2,6,,94.0,,94.0,,,21.0,,,161970-99999-2017
13,1,2,7,,90.0,,90.0,,,26.0,-9999.0,-9999.0,161970-99999-2017
14,1,2,8,,,80.0,-9999.0,190.0,21.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
15,1,2,9,,98.0,,84.0,,,26.0,,,161970-99999-2017
16,1,2,10,,,80.0,-9999.0,270.0,15.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
17,1,2,11,,,90.0,-9999.0,270.0,31.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
18,1,2,13,,,80.0,-9999.0,150.0,41.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
19,1,2,14,,,80.0,-9999.0,160.0,36.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
20,1,2,15,,,97.0,10189.0,120.0,41.0,,,,161970-99999-2017
21,1,2,16,,,90.0,-9999.0,140.0,41.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
22,1,2,17,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,161970-99999-2017
23,1,2,18,,,98.0,10187.0,270.0,21.0,,,,161970-99999-2017
24,1,2,19,,,-9999.0,,,-9999.0,-9999.0,-9999.0,,161970-99999-2017
25,1,3,6,,,95.0,10132.0,270.0,36.0,,,,161970-99999-2017
26,1,3,7,,,70.0,-9999.0,150.0,15.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
27,1,3,8,,,80.0,-9999.0,330.0,26.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
28,1,3,9,,,77.0,10137.0,120.0,26.0,,,,161970-99999-2017
29,1,3,10,,,90.0,-9999.0,,,51.0,-9999.0,-9999.0,161970-99999-2017
30,1,3,11,,,-9999.0,,30.0,41.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
31,1,3,13,,,90.0,-9999.0,330.0,72.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
32,1,3,14,,,70.0,-9999.0,,,62.0,-9999.0,-9999.0,161970-99999-2017
33,1,3,15,,90.0,,63.0,,,,51.0,,161970-99999-2017
34,1,3,16,,80.0,,40.0,,,,46.0,-9999.0,161970-99999-2017
35,1,3,17,,70.0,,40.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
36,1,3,18,,70.0,,38.0,,,41.0,,,161970-99999-2017
37,1,3,19,,60.0,,40.0,,,,46.0,-9999.0,161970-99999-2017
38,1,4,6,,40.0,-10.0,10174.0,,,26.0,,,161970-99999-2017
39,1,4,7,,40.0,,10.0,,,,36.0,-9999.0,161970-99999-2017
40,1,4,8,,40.0,-10.0,-9999.0,,,15.0,-9999.0,-9999.0,161970-99999-2017
41,1,4,9,,58.0,,13.0,,,21.0,,,161970-99999-2017
42,1,4,10,,70.0,,20.0,,,21.0,-9999.0,-9999.0,161970-99999-2017
43,1,4,11,,90.0,,40.0,,,26.0,-9999.0,-9999.0,161970-99999-2017
44,1,4,13,,,60.0,-9999.0,,,26.0,-9999.0,-9999.0,161970-99999-2017
45,1,4,14,,,60.0,-9999.0,330.0,41.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
46,1,4,15,,,64.0,10131.0,330.0,26.0,,,,161970-99999-2017
47,1,4,16,,90.0,,60.0,,,15.0,-9999.0,-9999.0,161970-99999-2017
48,1,4,17,,80.0,,60.0,,,51.0,-9999.0,-9999.0,161970-99999-2017
49,1,4,18,,80.0,,53.0,,,21.0,,,161970-99999-2017
50,1,4,19,,80.0,,50.0,,,51.0,-9999.0,-9999.0,161970-99999-2017
51,1,5,6,,56.0,,-9.0,,,103.0,,,161970-99999-2017
52,1,5,7,,60.0,-40.0,-9999.0,330.0,77.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
53,1,5,8,,60.0,-20.0,-9999.0,360.0,77.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
54,1,5,9,,66.0,-45.0,10088.0,360.0,77.0,,,,161970-99999-2017
55,1,5,10,,80.0,-30.0,-9999.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
56,1,5,11,,80.0,-50.0,-9999.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
57,1,5,13,,80.0,-60.0,-9999.0,360.0,51.0,-9999.0,-9999.0,-9999.0,161970-99999-2017
58,1,5,14,,80.0,-70.0,-9999.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
59,1,5,15,,60.0,-72.0,10111.0,360.0,77.0,,,,161970-99999-2017
60,1,5,16,,50.0,-90.0,-9999.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
61,1,5,17,,40.0,-90.0,-9999.0,,,77.0,-9999.0,-9999.0,161970-99999-2017
