,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,1,,-213.0,310.0,,-9999.0,-9999.0,,,,712790-99999-2017
1,1,1,2,,-203.0,350.0,,-9999.0,,,,,712790-99999-2017
2,1,1,3,,-203.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
3,1,1,4,,-202.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
4,1,1,5,,-207.0,360.0,,-9999.0,,,,,712790-99999-2017
5,1,1,7,,-197.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
6,1,1,8,,-197.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
7,1,1,9,,-200.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
8,1,1,10,,-204.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
9,1,1,11,,-195.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
10,1,1,13,,-200.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
11,1,1,14,,-175.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
12,1,1,15,,-174.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
13,1,1,16,,-163.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
14,1,1,17,,-152.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
15,1,1,19,,-137.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
16,1,1,20,,-128.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
17,1,1,21,,-128.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
18,1,1,22,,-121.0,360.0,,,,,2.0,-9999.0,712790-99999-2017
19,1,1,23,,-121.0,350.0,,-9999.0,,,,,712790-99999-2017
20,1,2,0,,-127.0,350.0,,,,,,2.0,712790-99999-2017
21,1,2,1,,-133.0,340.0,,-9999.0,,,,,712790-99999-2017
22,1,2,2,,-143.0,330.0,,-9999.0,,,,,712790-99999-2017
23,1,2,3,,-144.0,340.0,,-9999.0,,,,,712790-99999-2017
24,1,2,4,,-147.0,360.0,,-9999.0,,,,,712790-99999-2017
25,1,2,5,,-147.0,320.0,,-9999.0,,,,,712790-99999-2017
26,1,2,6,,-170.0,340.0,,,,,,0.0,712790-99999-2017
27,1,2,7,,-176.0,300.0,,-9999.0,,,,,712790-99999-2017
28,1,2,8,,-177.0,330.0,,-9999.0,-9999.0,,,,712790-99999-2017
29,1,2,9,,-186.0,320.0,,-9999.0,,,,,712790-99999-2017
30,1,2,10,,-199.0,290.0,,-9999.0,,,,,712790-99999-2017
31,1,2,11,,-181.0,320.0,,-9999.0,,,,,712790-99999-2017
32,1,2,14,,-146.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
33,1,2,15,,-138.0,330.0,,-9999.0,,,,,712790-99999-2017
34,1,2,16,,,,300.0,-9999.0,-9999.0,,,,712790-99999-2017
35,1,2,17,,,,280.0,-9999.0,-9999.0,,,,712790-99999-2017
36,1,2,19,,,,290.0,-9999.0,-9999.0,,,,712790-99999-2017
37,1,2,20,,,,290.0,-9999.0,-9999.0,,,,712790-99999-2017
38,1,2,21,,-135.0,290.0,,-9999.0,,,,,712790-99999-2017
39,1,2,22,,-144.0,280.0,,-9999.0,,,,,712790-99999-2017
40,1,2,23,,-152.0,300.0,,-9999.0,,,,,712790-99999-2017
41,1,3,0,,-157.0,290.0,,,,,,0.0,712790-99999-2017
42,1,3,1,,-166.0,300.0,,-9999.0,,,,,712790-99999-2017
43,1,3,2,,-184.0,310.0,,-9999.0,,,,,712790-99999-2017
44,1,3,3,,-178.0,310.0,,-9999.0,,,,,712790-99999-2017
45,1,3,4,,-198.0,340.0,,-9999.0,,,,,712790-99999-2017
46,1,3,5,,-200.0,280.0,,-9999.0,-9999.0,,,,712790-99999-2017
47,1,3,6,,-223.0,330.0,,,,,,0.0,712790-99999-2017
48,1,3,7,,-242.0,330.0,,-9999.0,,,,,712790-99999-2017
49,1,3,8,,-248.0,330.0,,-9999.0,-9999.0,,,,712790-99999-2017
50,1,3,9,,-259.0,320.0,,-9999.0,,,,,712790-99999-2017
51,1,3,10,,-272.0,360.0,,-9999.0,-9999.0,,,,712790-99999-2017
52,1,3,11,,-221.0,350.0,,-9999.0,,,,,712790-99999-2017
53,1,3,12,,-265.0,340.0,,,,,,0.0,712790-99999-2017
54,1,3,13,,-201.0,360.0,,-9999.0,,,,,712790-99999-2017
55,1,3,14,,-196.0,360.0,,-9999.0,,,,,712790-99999-2017
56,1,3,15,,-185.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
57,1,3,16,,-180.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
58,1,3,17,,-170.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
59,1,3,19,,-154.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
60,1,3,20,,-152.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
61,1,3,21,,-153.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
62,1,3,22,,-154.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
63,1,3,23,,-155.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
64,1,4,1,,-153.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
65,1,4,2,,-152.0,,40.0,-9999.0,-9999.0,,,,712790-99999-2017
66,1,4,3,,-147.0,,30.0,-9999.0,-9999.0,,,,712790-99999-2017
67,1,4,4,,-135.0,,40.0,-9999.0,-9999.0,,,,712790-99999-2017
68,1,4,5,,-127.0,,60.0,-9999.0,-9999.0,,,,712790-99999-2017
69,1,4,7,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
70,1,4,8,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
71,1,4,9,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
72,1,4,10,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
73,1,4,11,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
74,1,4,15,,,,,72.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
75,1,5,1,,,9889.0,,,41.0,-9999.0,-9999.0,-9999.0,712790-99999-2017
76,1,5,2,,,9883.0,,,41.0,-9999.0,-9999.0,-9999.0,712790-99999-2017
77,1,5,3,,,9869.0,,,26.0,-9999.0,-9999.0,-9999.0,712790-99999-2017
78,1,5,4,,,9866.0,,10.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
79,1,5,10,,,9837.0,,21.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
80,1,5,11,,,9840.0,,26.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
81,1,5,13,,,9851.0,,36.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
82,1,5,14,,,9859.0,,31.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
83,1,5,16,,,9873.0,,41.0,-9999.0,-9999.0,-9999.0,,712790-99999-2017
84,1,5,17,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
85,1,5,19,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
86,1,5,20,,,,,-9999.0,-9999.0,-9999.0,,,712790-99999-2017
87,1,5,21,,-161.0,,260.0,-9999.0,-9999.0,,,,712790-99999-2017
88,1,5,23,,-194.0,,260.0,-9999.0,-9999.0,,,,712790-99999-2017
89,1,6,1,,-212.0,,260.0,-9999.0,-9999.0,,,,712790-99999-2017
90,1,6,2,,-210.0,260.0,,-9999.0,,,,,712790-99999-2017
91,1,6,3,,-218.0,270.0,,-9999.0,,,,,712790-99999-2017
92,1,6,4,,-219.0,260.0,,-9999.0,,,,,712790-99999-2017
93,1,6,5,,-219.0,260.0,,-9999.0,,,,,712790-99999-2017
94,1,6,6,,-224.0,260.0,,,,,,0.0,712790-99999-2017
95,1,6,7,,-216.0,260.0,,-9999.0,,,,,712790-99999-2017
96,1,6,8,,-215.0,270.0,,-9999.0,,,,,712790-99999-2017
97,1,6,9,,-228.0,270.0,,-9999.0,,,,,712790-99999-2017
98,1,6,10,,-226.0,270.0,,-9999.0,,,,,712790-99999-2017
99,1,6,11,,-229.0,280.0,,-9999.0,,,,,712790-99999-2017
100,1,6,12,,-228.0,260.0,,,,,,0.0,712790-99999-2017
101,1,6,13,,-227.0,260.0,,-9999.0,,,,,712790-99999-2017
102,1,6,14,,-228.0,270.0,,-9999.0,,,,,712790-99999-2017
103,1,6,15,,-227.0,270.0,,-9999.0,,,,,712790-99999-2017
104,1,6,16,,-222.0,270.0,,-9999.0,,,,,712790-99999-2017
105,1,6,17,,-219.0,270.0,,-9999.0,,,,,712790-99999-2017
106,1,6,18,,-212.0,260.0,,,,,,0.0,712790-99999-2017
107,1,6,19,,-212.0,280.0,,-9999.0,,,,,712790-99999-2017
108,1,6,20,,-204.0,260.0,,-9999.0,,,,,712790-99999-2017
109,1,6,21,,-203.0,260.0,,-9999.0,,,,,712790-99999-2017
110,1,6,22,,-206.0,270.0,,-9999.0,,,,,712790-99999-2017
111,1,6,23,,-209.0,280.0,,-9999.0,,,,,712790-99999-2017
112,1,7,0,,-218.0,290.0,,,,,,0.0,712790-99999-2017
113,1,7,1,,-230.0,320.0,,-9999.0,-9999.0,,,,712790-99999-2017
114,1,7,2,,-246.0,290.0,,-9999.0,,,,,712790-99999-2017
115,1,7,3,,-237.0,270.0,,-9999.0,,,,,712790-99999-2017
116,1,7,4,,-231.0,300.0,,-9999.0,,,,,712790-99999-2017
117,1,7,5,,-233.0,310.0,,-9999.0,,,,,712790-99999-2017
118,1,7,7,,-239.0,290.0,,-9999.0,,,,,712790-99999-2017
119,1,7,8,,-242.0,300.0,,-9999.0,,,,,712790-99999-2017
120,1,7,9,,-253.0,300.0,,-9999.0,,,,,712790-99999-2017
121,1,7,10,,-255.0,290.0,,-9999.0,,,,,712790-99999-2017
122,1,7,11,,-266.0,280.0,,-9999.0,,,,,712790-99999-2017
123,1,7,12,,-269.0,290.0,,,,,,0.0,712790-99999-2017
124,1,7,13,,-257.0,290.0,,-9999.0,,,,,712790-99999-2017
125,1,7,14,,-241.0,290.0,,-9999.0,,,,,712790-99999-2017
126,1,7,15,,-239.0,290.0,,-9999.0,,,,,712790-99999-2017
127,1,7,16,,-234.0,270.0,,-9999.0,,,,,712790-99999-2017
128,1,7,17,,-215.0,280.0,,-9999.0,,,,,712790-99999-2017
129,1,7,18,,-222.0,300.0,,,,,,0.0,712790-99999-2017
130,1,7,19,,-218.0,290.0,,-9999.0,,,,,712790-99999-2017
131,1,7,20,,-216.0,300.0,,-9999.0,,,,,712790-99999-2017
132,1,7,21,,-223.0,300.0,,-9999.0,,,,,712790-99999-2017
133,1,7,22,,-228.0,310.0,,-9999.0,,,,,712790-99999-2017
134,1,7,23,,-237.0,330.0,,-9999.0,,,,,712790-99999-2017
135,1,8,1,,-235.0,350.0,,-9999.0,,,,,712790-99999-2017
136,1,8,2,,-251.0,340.0,,-9999.0,,,,,712790-99999-2017
137,1,8,3,,-242.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
138,1,8,4,,-235.0,,20.0,-9999.0,-9999.0,,,,712790-99999-2017
139,1,8,5,,-235.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
140,1,8,7,,-240.0,,10.0,-9999.0,-9999.0,,,,712790-99999-2017
