,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,3,-16,-20,9768,290,20,7,-9999,-9999
1,2017,1,1,6,-27,-32,9791,330,20,7,-9999,-9999
2,2017,1,1,9,-32,-39,9824,0,-9999,7,-9999,-9999
3,2017,1,1,12,-37,-45,9855,10,10,8,-9999,-9999
4,2017,1,1,15,-55,-61,9885,20,10,8,-9999,-9999
5,2017,1,1,18,-82,-94,9908,40,30,8,-9999,-9999
6,2017,1,1,21,-124,-140,9937,40,20,8,-9999,-9999
7,2017,1,2,0,-151,-171,9956,30,40,8,-9999,-9999
8,2017,1,2,3,-189,-204,9976,320,10,4,-9999,-9999
9,2017,1,2,6,-200,-219,9985,30,10,2,-9999,-9999
10,2017,1,2,9,-221,-242,10000,20,10,2,-9999,-9999
11,2017,1,2,12,-248,-270,10011,0,-9999,3,-9999,-9999
12,2017,1,2,15,-253,-279,10016,30,20,3,-9999,-9999
13,2017,1,2,18,-293,-322,10026,0,-9999,0,-9999,-9999
14,2017,1,2,21,-281,-309,10032,0,-9999,6,-9999,-9999
15,2017,1,3,0,-302,-331,10037,0,-9999,3,-9999,-9999
16,2017,1,3,3,-316,-347,10040,0,-9999,0,-9999,-9999
17,2017,1,3,6,-336,-367,10043,0,-9999,6,-9999,-9999
18,2017,1,3,9,-330,-363,10048,0,-9999,2,-9999,-9999
19,2017,1,3,12,-341,-373,10049,340,10,2,-9999,-9999
20,2017,1,3,15,-346,-379,10049,0,-9999,2,-9999,-9999
21,2017,1,3,18,-347,-380,10050,360,10,2,-9999,-9999
22,2017,1,3,21,-360,-395,10057,340,10,2,-9999,-9999
23,2017,1,4,0,-359,-394,10064,340,10,2,-9999,-9999
24,2017,1,4,3,-359,-395,10072,340,10,2,-9999,-9999
25,2017,1,4,6,-380,-417,10089,350,10,2,-9999,-9999
26,2017,1,4,9,-359,-395,10104,350,10,3,-9999,-9999
27,2017,1,4,12,-363,-399,10118,10,10,5,-9999,-9999
