,,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,3,27,4,,,,-9999.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,3,27,5,,,,10119.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,3,27,6,,,,94.0,10115.0,,240.0,41.0,-9999.0,,3.0,,3.0,726355-94871-2017
2017,3,27,7,,,,83.0,10117.0,,250.0,51.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,3,27,8,,72.0,,,61.0,10122.0,,,46.0,,,0.0,,726355-94871-2017
2017,3,27,9,,72.0,,,61.0,10124.0,,,36.0,,,0.0,,726355-94871-2017
2017,3,27,10,,72.0,,,61.0,10125.0,,,26.0,,9.0,,0.0,726355-94871-2017
2017,3,27,11,,72.0,,,61.0,10125.0,,,,,,,,726355-94871-2017
2017,3,27,12,,61.0,,,50.0,10137.0,,,21.0,,,0.0,,726355-94871-2017
2017,3,27,13,,56.0,,,44.0,10142.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,3,27,14,,56.0,,,44.0,10146.0,,,15.0,,,0.0,,726355-94871-2017
2017,3,27,15,,67.0,,,56.0,-9999.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,3,27,16,,67.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,3,27,17,,89.0,,,67.0,10143.0,,,15.0,,,0.0,,726355-94871-2017
2017,3,27,18,,,,72.0,10143.0,,230.0,26.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,3,27,19,,78.0,,,50.0,10141.0,,,26.0,,,0.0,,726355-94871-2017
2017,3,27,20,,72.0,,,39.0,10134.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,27,21,,72.0,,,39.0,10132.0,,,21.0,,,0.0,,726355-94871-2017
2017,3,27,22,,61.0,,,28.0,10135.0,,,31.0,,,0.0,,726355-94871-2017
2017,3,27,23,,56.0,,,22.0,10137.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,0,,61.0,,,28.0,10138.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,1,,50.0,,,17.0,10139.0,,,,,,,,726355-94871-2017
2017,3,28,2,,44.0,,,17.0,10144.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,3,,44.0,,,11.0,10144.0,,,,,,,,726355-94871-2017
2017,3,28,5,,33.0,,,17.0,10149.0,,,15.0,,0.0,,0.0,726355-94871-2017
2017,3,28,7,,39.0,,,22.0,10150.0,,,21.0,,,0.0,,726355-94871-2017
2017,3,28,8,,39.0,,,17.0,10148.0,,,,,,,,726355-94871-2017
2017,3,28,9,,39.0,,,17.0,10153.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,10,,39.0,,,22.0,10157.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,11,,39.0,,,28.0,10167.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,12,,33.0,,,28.0,10176.0,,,36.0,,,0.0,,726355-94871-2017
2017,3,28,13,,33.0,,,28.0,10183.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,14,,39.0,,,28.0,10187.0,,,26.0,,,0.0,,726355-94871-2017
2017,3,28,15,,44.0,,,28.0,10195.0,,,,,,,,726355-94871-2017
2017,3,28,16,,50.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,3,28,17,,61.0,,,28.0,10199.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,18,,56.0,,,22.0,10200.0,,,26.0,,,0.0,,726355-94871-2017
2017,3,28,19,,56.0,,,28.0,10200.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,20,,56.0,,,22.0,10205.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,21,,61.0,,,28.0,10207.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,28,22,,50.0,,,22.0,10212.0,,,36.0,,,0.0,,726355-94871-2017
2017,3,28,23,,50.0,,,22.0,10216.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,29,0,,44.0,,,17.0,10221.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,29,1,,39.0,,,17.0,10226.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,29,2,,28.0,,,11.0,10235.0,,,,,,,,726355-94871-2017
2017,3,29,3,,22.0,,,,6.0,-9999.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,3,29,12,,,,10250.0,,,70.0,21.0,,0.0,,,-9999.0,726355-94871-2017
2017,3,29,13,,33.0,,,11.0,10254.0,,,31.0,,0.0,,0.0,726355-94871-2017
2017,3,29,14,,72.0,,,17.0,10251.0,,,51.0,,0.0,,0.0,726355-94871-2017
2017,3,29,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,3,29,17,,,,,6.0,10248.0,,,67.0,,0.0,,0.0,726355-94871-2017
2017,3,29,18,,,,11.0,10244.0,,100.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,3,29,20,,,,,0.0,10230.0,,,62.0,,0.0,,0.0,726355-94871-2017
2017,3,29,21,,,,,0.0,10224.0,,,,,,,,726355-94871-2017
2017,3,29,22,,,,,0.0,10225.0,,,,,,,,726355-94871-2017
2017,3,29,23,,,,,0.0,10198.0,,,,,,,,726355-94871-2017
2017,3,30,0,,,,,6.0,10187.0,-9999.0,,,,,,,726355-94871-2017
2017,3,30,1,,,,17.0,10203.0,,100.0,26.0,-9999.0,-1.0,-9999.0,,,726355-94871-2017
2017,3,30,2,,94.0,,,17.0,10204.0,,,82.0,,,8.0,,726355-94871-2017
2017,3,30,3,,89.0,,,28.0,10194.0,,,,,,,,726355-94871-2017
2017,3,30,4,,89.0,,,33.0,10198.0,,,,,,-1.0,,726355-94871-2017
2017,3,30,5,,72.0,,,33.0,10182.0,,,,,,-1.0,,726355-94871-2017
2017,3,30,6,,72.0,,,33.0,10167.0,,,,,,,,726355-94871-2017
2017,3,30,7,,72.0,,,17.0,10157.0,,,,,,-1.0,,726355-94871-2017
2017,3,30,8,,61.0,,,22.0,10160.0,,,,,,13.0,,726355-94871-2017
2017,3,30,9,,56.0,,,28.0,10140.0,,,82.0,,25.0,-9999.0,,726355-94871-2017
2017,3,30,10,,50.0,,,28.0,-9999.0,,,72.0,,,5.0,,726355-94871-2017
2017,3,30,11,,50.0,,,33.0,10121.0,,103.0,-9999.0,48.0,-9999.0,,,726355-94871-2017
2017,3,30,12,,61.0,,,44.0,10122.0,,,,,,53.0,,726355-94871-2017
2017,3,30,13,,50.0,,,33.0,-9999.0,,,88.0,,,5.0,,726355-94871-2017
2017,3,30,14,,56.0,,,33.0,10098.0,,,82.0,,,8.0,,726355-94871-2017
2017,3,30,15,,67.0,,,39.0,10082.0,,108.0,-9999.0,,,,,726355-94871-2017
2017,3,30,16,,72.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,726355-94871-2017
2017,3,30,20,,83.0,,,50.0,-9999.0,,103.0,-9999.0,,,,,726355-94871-2017
2017,3,30,21,,72.0,,,56.0,-9999.0,,,26.0,,,2.0,,726355-94871-2017
2017,3,30,22,,72.0,,,50.0,-9999.0,,,,,,25.0,,726355-94871-2017
2017,3,30,23,,72.0,,,50.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,0,,72.0,,,44.0,-9999.0,,,57.0,,,0.0,,726355-94871-2017
2017,3,31,1,,67.0,,,44.0,-9999.0,,,57.0,,,0.0,,726355-94871-2017
2017,3,31,2,,67.0,,,50.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,3,,67.0,,,44.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,4,,61.0,,,44.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,5,,61.0,,,39.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,7,,50.0,,,33.0,-9999.0,,,,,,,,726355-94871-2017
2017,3,31,8,,44.0,,,33.0,10033.0,,,,,,,,726355-94871-2017
2017,3,31,9,,44.0,,,28.0,10031.0,,,,,,,,726355-94871-2017
2017,3,31,10,,39.0,,,28.0,10036.0,,,,,,,,726355-94871-2017
2017,3,31,11,,39.0,,,28.0,10040.0,,,,,,,,726355-94871-2017
2017,3,31,12,,33.0,,,22.0,10050.0,,-9999.0,,0.0,,,,726355-94871-2017
2017,3,31,13,,33.0,,,22.0,10056.0,,,,,,,,726355-94871-2017
2017,3,31,14,,33.0,,,22.0,10059.0,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,3,31,15,,39.0,,,22.0,10069.0,,,,,,,,726355-94871-2017
2017,3,31,16,,33.0,,,22.0,10073.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,31,17,,33.0,,,17.0,10080.0,,,41.0,,,0.0,,726355-94871-2017
2017,3,31,18,,33.0,,,17.0,10092.0,,,36.0,,,0.0,-1.0,726355-94871-2017
2017,3,31,19,,39.0,,,17.0,10095.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,31,20,,33.0,,,17.0,10103.0,,,41.0,,,0.0,,726355-94871-2017
2017,3,31,21,,39.0,,,17.0,10112.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,31,22,,39.0,,,17.0,10121.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,3,31,23,,39.0,,,17.0,10130.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,1,0,,39.0,,,22.0,10133.0,,,,,,,,726355-94871-2017
2017,4,1,1,,39.0,,,22.0,10143.0,,,,,,,,726355-94871-2017
2017,4,1,2,,39.0,,,22.0,10154.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,1,3,,39.0,,,22.0,10160.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,1,4,,39.0,,,17.0,10168.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,1,5,,39.0,,,17.0,10178.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,1,6,,39.0,,,17.0,10179.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,1,14,,44.0,,,22.0,10229.0,,,21.0,,0.0,,0.0,726355-94871-2017
2017,4,1,15,,67.0,,,22.0,10232.0,,,26.0,,0.0,,0.0,726355-94871-2017
2017,4,1,16,,61.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,4,1,17,,72.0,,,11.0,10239.0,,,41.0,,0.0,,0.0,726355-94871-2017
2017,4,1,19,,78.0,,-11.0,10242.0,,300.0,31.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,1,20,,89.0,,-44.0,10234.0,-9999.0,,,,,,,,726355-94871-2017
2017,4,1,21,,94.0,,-67.0,10227.0,-9999.0,,,,,,,,726355-94871-2017
2017,4,1,22,,89.0,,-61.0,10231.0,-9999.0,,,,,,,,726355-94871-2017
2017,4,1,23,,78.0,,-67.0,10234.0,,300.0,21.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,2,0,,56.0,,-44.0,10237.0,,270.0,26.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,2,12,,11.0,,-11.0,10231.0,,,,,,,,,726355-94871-2017
2017,4,2,13,,44.0,,,-6.0,10231.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,2,14,,72.0,,-11.0,10231.0,,150.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,2,15,,89.0,,-11.0,10230.0,,180.0,26.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,2,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,4,2,17,,,,10216.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,2,18,,,,10207.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,2,19,,,,10193.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,2,20,,,,,0.0,10187.0,,,26.0,,,0.0,,726355-94871-2017
2017,4,2,21,,,,10177.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,2,22,,,,39.0,10172.0,,170.0,46.0,-9999.0,,,,,726355-94871-2017
2017,4,2,23,,,,33.0,10166.0,,130.0,31.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,3,0,,,,44.0,10158.0,,120.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,3,1,,,,39.0,10154.0,,,,,,,,,726355-94871-2017
2017,4,3,2,,,,33.0,10150.0,,,,21.0,,,0.0,,726355-94871-2017
2017,4,3,3,,,,44.0,10147.0,,,,15.0,,,0.0,,726355-94871-2017
2017,4,3,4,,,,39.0,10132.0,,,,26.0,,0.0,-9999.0,,726355-94871-2017
2017,4,3,5,,,,33.0,10124.0,,110.0,36.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,3,6,,,,28.0,10114.0,,110.0,36.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,3,7,,,,22.0,10106.0,,110.0,36.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,3,8,,94.0,,,22.0,10096.0,,,31.0,,0.0,,0.0,726355-94871-2017
2017,4,3,10,,,,28.0,10076.0,,,,26.0,,0.0,,0.0,726355-94871-2017
2017,4,3,11,,94.0,,,28.0,10074.0,,,46.0,,0.0,,0.0,726355-94871-2017
2017,4,3,12,,,,28.0,10065.0,,110.0,41.0,,4.0,,,-9999.0,726355-94871-2017
2017,4,3,13,,,,33.0,10056.0,,,,21.0,,,0.0,,726355-94871-2017
2017,4,3,14,,,,39.0,10040.0,-9999.0,-9999.0,,0.0,,,,,726355-94871-2017
2017,4,3,15,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,4,3,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,4,3,17,,,,78.0,10023.0,,100.0,36.0,-9999.0,-1.0,-9999.0,,,726355-94871-2017
2017,4,3,18,,,,83.0,10009.0,,100.0,31.0,-9999.0,,3.0,,3.0,726355-94871-2017
2017,4,3,19,,,,78.0,,9997.0,,,,,,-1.0,,726355-94871-2017
2017,4,3,20,,,,78.0,,9983.0,,,,,,,,726355-94871-2017
2017,4,3,21,,,,83.0,,9974.0,,,,,,,,726355-94871-2017
2017,4,3,22,,,,89.0,,9962.0,,,,,,,,726355-94871-2017
2017,4,3,23,,,,89.0,,9956.0,,,,,,,,726355-94871-2017
2017,4,4,0,,,,-9999.0,,,,-9999.0,,2.0,,,,726355-94871-2017
2017,4,4,1,,,,,9937.0,,,,26.0,,10.0,-9999.0,,726355-94871-2017
2017,4,4,2,,,,,9938.0,,,,26.0,,-1.0,-9999.0,,726355-94871-2017
2017,4,4,3,,,,-9999.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,4,4,4,,,,-9999.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,4,4,5,,,,,9921.0,,200.0,26.0,-9999.0,-1.0,-9999.0,,,726355-94871-2017
2017,4,4,6,,78.0,,,72.0,,,,,,,,,726355-94871-2017
2017,4,4,7,,50.0,,,44.0,,,,,,,,,726355-94871-2017
2017,4,4,8,,50.0,,,44.0,,,,,,,,,726355-94871-2017
2017,4,4,9,,44.0,,,33.0,,,,,,,,,726355-94871-2017
2017,4,4,10,,44.0,,,39.0,,,,,,,,,726355-94871-2017
2017,4,4,11,,50.0,,,39.0,,,,,,,,,726355-94871-2017
2017,4,4,12,,50.0,,,39.0,,,,,,,,,726355-94871-2017
2017,4,4,13,,56.0,,,39.0,10006.0,,,67.0,,,0.0,,726355-94871-2017
2017,4,4,14,,50.0,,,39.0,10019.0,,,72.0,,,0.0,,726355-94871-2017
2017,4,4,15,,56.0,,,39.0,10033.0,,,67.0,,,0.0,,726355-94871-2017
2017,4,4,16,,78.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,4,4,17,,72.0,,,50.0,10061.0,,,46.0,,,0.0,,726355-94871-2017
2017,4,4,18,,78.0,,,44.0,10071.0,,,72.0,,,0.0,,726355-94871-2017
2017,4,4,19,,83.0,,,50.0,10080.0,,,57.0,,,0.0,,726355-94871-2017
2017,4,4,20,,83.0,,,44.0,10093.0,,,57.0,,,0.0,,726355-94871-2017
2017,4,4,21,,83.0,,,44.0,10097.0,,,41.0,,,0.0,,726355-94871-2017
2017,4,4,22,,89.0,,,44.0,10108.0,,,41.0,,,0.0,,726355-94871-2017
2017,4,4,23,,83.0,,,44.0,10119.0,,,31.0,,,0.0,,726355-94871-2017
2017,4,5,0,,67.0,,,39.0,10124.0,,,31.0,,,0.0,,726355-94871-2017
2017,4,5,1,,56.0,,,33.0,10132.0,,,26.0,,,0.0,,726355-94871-2017
2017,4,5,2,,50.0,,,33.0,10141.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,5,10,,39.0,,,28.0,10149.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,5,11,,56.0,,,28.0,10128.0,,,,,,,,726355-94871-2017
2017,4,5,13,,61.0,,,28.0,10112.0,,,,,,,,726355-94871-2017
2017,4,5,14,,56.0,,,39.0,10124.0,,,,-9999.0,,,-9999.0,726355-94871-2017
2017,4,5,15,,56.0,,,44.0,10111.0,,,,,,18.0,,726355-94871-2017
2017,4,5,16,,67.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,726355-94871-2017
2017,4,5,17,,67.0,,,50.0,10080.0,,,,,,,,726355-94871-2017
2017,4,5,18,,72.0,,,44.0,10074.0,,,,,,,,726355-94871-2017
2017,4,5,19,,78.0,,,39.0,10070.0,,,,,,,,726355-94871-2017
2017,4,5,20,,78.0,,,39.0,10054.0,,,,,,,,726355-94871-2017
2017,4,5,21,,72.0,,,39.0,10050.0,,,,,,,,726355-94871-2017
2017,4,5,22,,67.0,,,39.0,10048.0,,,,,,,,726355-94871-2017
2017,4,5,23,,61.0,,,39.0,10040.0,,,,,,-1.0,,726355-94871-2017
2017,4,6,1,,56.0,,,39.0,10032.0,,,,,,,,726355-94871-2017
2017,4,6,2,,56.0,,,33.0,10037.0,,,,,,18.0,,726355-94871-2017
2017,4,6,3,,50.0,,,28.0,10032.0,,,,,,25.0,,726355-94871-2017
2017,4,6,4,,44.0,,,22.0,10024.0,,,,,,23.0,,726355-94871-2017
2017,4,6,5,,39.0,,,22.0,10020.0,,,,,,36.0,,726355-94871-2017
2017,4,6,6,,33.0,,,17.0,10019.0,,-9999.0,,,,137.0,,726355-94871-2017
2017,4,6,7,,28.0,,,11.0,10020.0,,,,,,41.0,,726355-94871-2017
2017,4,6,8,,33.0,,,22.0,10020.0,,,57.0,,25.0,-9999.0,,726355-94871-2017
2017,4,6,9,,33.0,,,17.0,10018.0,,,57.0,,18.0,-9999.0,,726355-94871-2017
2017,4,6,10,,39.0,,,17.0,10019.0,,,,,,20.0,,726355-94871-2017
2017,4,6,11,,39.0,,,17.0,10025.0,,,51.0,,10.0,-9999.0,,726355-94871-2017
2017,4,6,12,,39.0,,,17.0,10032.0,,,57.0,,10.0,,,726355-94871-2017
2017,4,6,13,,39.0,,,17.0,10036.0,,,51.0,,,5.0,,726355-94871-2017
2017,4,6,14,,39.0,,,17.0,10043.0,,,41.0,,,5.0,,726355-94871-2017
2017,4,6,15,,44.0,,,22.0,10050.0,,,62.0,,,3.0,,726355-94871-2017
2017,4,6,16,,33.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,4,6,17,,44.0,,,17.0,10065.0,,,62.0,,,0.0,,726355-94871-2017
2017,4,6,18,,44.0,,,,6.0,,,,,,,,726355-94871-2017
2017,4,6,19,,44.0,,,,0.0,,,,,,,,726355-94871-2017
2017,4,6,20,,44.0,,,-6.0,10086.0,,,62.0,,,0.0,,726355-94871-2017
2017,4,6,21,,50.0,,,-6.0,10094.0,,,67.0,,,0.0,,726355-94871-2017
2017,4,6,22,,50.0,,-17.0,10102.0,,330.0,72.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,6,23,,44.0,,-17.0,10111.0,,340.0,51.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,7,0,,39.0,,-17.0,10117.0,,340.0,72.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,7,1,,33.0,,-17.0,10126.0,,330.0,72.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,7,2,,33.0,,-17.0,10135.0,,350.0,67.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,7,3,,33.0,,-17.0,10141.0,,350.0,41.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,4,,33.0,,-17.0,10142.0,,340.0,57.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,5,,33.0,,-22.0,10141.0,,350.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,6,,39.0,,-22.0,10141.0,,340.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,7,,39.0,,-22.0,10141.0,,320.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,8,,39.0,,-22.0,10140.0,,330.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,9,,39.0,,-22.0,10143.0,,330.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,10,,39.0,,-22.0,10146.0,,330.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,11,,33.0,,-28.0,10149.0,,340.0,57.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,12,,33.0,,-28.0,10158.0,,340.0,41.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,13,,39.0,,-28.0,10165.0,,340.0,41.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,14,,50.0,,-28.0,10171.0,,350.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,15,,56.0,,-22.0,10177.0,,330.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,16,,50.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,4,7,17,,56.0,,-22.0,10185.0,,310.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,18,,56.0,,-22.0,10187.0,,330.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,19,,56.0,,-28.0,10190.0,,330.0,62.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,20,,61.0,,-33.0,10188.0,,320.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,21,,67.0,,-33.0,10183.0,-9999.0,,0.0,,0.0,-9999.0,,,726355-94871-2017
2017,4,7,22,,56.0,,-39.0,10184.0,,310.0,41.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,7,23,,50.0,,-28.0,10187.0,,300.0,31.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,8,0,,50.0,,-33.0,10190.0,,290.0,36.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,8,7,,,,10181.0,,,,,,,,,,726355-94871-2017
2017,4,8,8,,,,10179.0,,,,,,,,,,726355-94871-2017
2017,4,8,11,,,,10185.0,,,,,,,,,,726355-94871-2017
2017,4,8,13,,44.0,,-50.0,10190.0,,190.0,26.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,8,14,,83.0,,-33.0,10185.0,,200.0,21.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,8,15,,,,10182.0,,,,,,,,,,726355-94871-2017
2017,4,8,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,4,8,17,,,,10170.0,,,,,,,,,,726355-94871-2017
2017,4,8,18,,,,10163.0,,,,,,,,,,726355-94871-2017
2017,4,8,19,,,,10160.0,,,,,,,,,,726355-94871-2017
2017,4,8,20,,,,10152.0,,,,,,,,,,726355-94871-2017
2017,4,8,21,,,,10142.0,,,,,,,,,,726355-94871-2017
2017,4,8,22,,,,,0.0,10134.0,,,46.0,,0.0,,0.0,726355-94871-2017
2017,4,8,23,,,,-6.0,10131.0,,190.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,0,,,,-6.0,10126.0,,170.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,1,,,,,6.0,10122.0,,,36.0,,0.0,,0.0,726355-94871-2017
2017,4,9,2,,,,11.0,10123.0,,160.0,41.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,3,,,,11.0,10123.0,,160.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,4,,,,,6.0,10123.0,,,41.0,,0.0,,0.0,726355-94871-2017
2017,4,9,5,,,,11.0,10123.0,,170.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,6,,,,11.0,10121.0,,170.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,7,,,,,6.0,10118.0,,,51.0,,0.0,,0.0,726355-94871-2017
2017,4,9,8,,,,,6.0,10110.0,,,57.0,,0.0,,0.0,726355-94871-2017
2017,4,9,9,,,,,6.0,10108.0,,,41.0,,0.0,,0.0,726355-94871-2017
2017,4,9,10,,,,,6.0,10102.0,,,62.0,,0.0,,0.0,726355-94871-2017
2017,4,9,11,,,,,6.0,10102.0,,,57.0,,0.0,,0.0,726355-94871-2017
2017,4,9,12,,,,11.0,10103.0,,170.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,13,,,,17.0,10108.0,,180.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,14,,,,33.0,10104.0,,200.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,15,,,,50.0,10100.0,,190.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,4,9,17,,,,83.0,10089.0,,180.0,67.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,18,,,,83.0,10086.0,,170.0,77.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,9,19,,,,10078.0,,,,,,,,,,726355-94871-2017
2017,4,9,20,,,,10071.0,,,,,,,,,,726355-94871-2017
2017,4,9,21,,,,10063.0,,,,,,,,,,726355-94871-2017
2017,4,9,22,,,,10058.0,,,,,,,,,,726355-94871-2017
2017,4,9,23,,,,10058.0,,,,,,,,,,726355-94871-2017
2017,4,10,0,,,,10055.0,,,,,,,,,,726355-94871-2017
2017,4,10,1,,,,10060.0,,,,,,,,,,726355-94871-2017
2017,4,10,2,,,,94.0,10069.0,,190.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,10,3,,,,89.0,10072.0,,190.0,46.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,10,4,,,,89.0,10071.0,,190.0,51.0,,0.0,,,-9999.0,726355-94871-2017
2017,4,10,5,,,,89.0,10071.0,,190.0,46.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,10,6,,,,89.0,10067.0,,190.0,57.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,10,7,,,,89.0,10064.0,,200.0,41.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,10,8,,,,94.0,10063.0,,210.0,88.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,4,10,9,,,,94.0,10061.0,,190.0,67.0,,0.0,,,-9999.0,726355-94871-2017
