,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
50,2017,1,3,7,,,150.0,,,,70.0,-9999.0,,,230.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,,
51,2017,1,3,8,,,140.0,,,,60.0,-9999.0,,,230.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,
52,2017,1,3,9,,,120.0,,,,60.0,-9999.0,,,210.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,
53,2017,1,3,10,,,130.0,,,,60.0,-9999.0,,,230.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,
54,2017,1,3,11,,,130.0,,,,60.0,-9999.0,,,230.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,
55,2017,1,3,12,,,120.0,,,,60.0,-9999.0,,,220.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,
56,2017,1,3,14,,,100.0,,,,60.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0
57,2017,1,3,15,,,120.0,,,,60.0,-9999.0,,,270.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,
58,2017,1,3,16,,,120.0,,,,60.0,-9999.0,,,310.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,,,
59,2017,1,3,17,,,110.0,,,,80.0,-9999.0,,,320.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,
60,2017,1,3,18,,,110.0,,,,80.0,-9999.0,,,300.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
61,2017,1,3,19,,,100.0,,,,70.0,-9999.0,,,300.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,
62,2017,1,3,20,,,,80.0,,,,60.0,-9999.0,,,320.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,
63,2017,1,3,21,,,,80.0,,,,50.0,-9999.0,,,310.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,
64,2017,1,3,22,,,,60.0,,,,30.0,-9999.0,,,320.0,,,,77.0,-9999.0,-9999.0,-9999.0,,,,,,
65,2017,1,3,23,,,,60.0,,,,20.0,-9999.0,,,320.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,,
66,2017,1,4,0,,,,50.0,,,,10.0,-9999.0,,,340.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,
67,2017,1,4,1,,,,50.0,,,,,0.0,-9999.0,,,340.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,
68,2017,1,4,2,,,,30.0,,,-10.0,-9999.0,,,340.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
69,2017,1,4,3,,,,30.0,,,-10.0,-9999.0,,,330.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
70,2017,1,4,4,,,,30.0,,,-30.0,-9999.0,,,340.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,,
71,2017,1,4,5,,,,20.0,,,-30.0,-9999.0,,,330.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
72,2017,1,4,6,,,,20.0,,,-30.0,-9999.0,,,340.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,
73,2017,1,4,7,,,,20.0,,,-50.0,-9999.0,,,350.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
74,2017,1,4,8,,,,10.0,,,-60.0,-9999.0,,,350.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
75,2017,1,4,9,,,,10.0,,,-60.0,-9999.0,,,340.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,
76,2017,1,4,10,,,,,0.0,,,-60.0,-9999.0,,,340.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,
77,2017,1,4,11,,,,,0.0,,,-60.0,-9999.0,,,340.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,,
78,2017,1,4,12,,,,,0.0,,,-70.0,-9999.0,,,350.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,
79,2017,1,4,13,,,,,0.0,,,-70.0,-9999.0,,,,10.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,
80,2017,1,4,14,,,-10.0,,,-70.0,-9999.0,,,360.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,,,,,
81,2017,1,4,15,,,,,0.0,,,-70.0,-9999.0,,,360.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,,,,
82,2017,1,4,16,,,,,0.0,,,-70.0,-9999.0,,,,10.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,,,
83,2017,1,4,17,,,,,0.0,,,-70.0,-9999.0,,,330.0,,,,41.0,,,,,0.0,-9999.0,-9999.0,,
84,2017,1,4,18,,,,10.0,,,-60.0,-9999.0,,,360.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,
85,2017,1,4,19,,,,10.0,,,-60.0,-9999.0,,,,10.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,
86,2017,1,4,20,,,,20.0,,,-50.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
87,2017,1,4,21,,,,20.0,,,-50.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
88,2017,1,4,22,,,,20.0,,,-40.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
89,2017,1,4,23,,,,20.0,,,-30.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
90,2017,1,5,0,,,,20.0,,,-30.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
91,2017,1,5,1,,,,20.0,,,-30.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
92,2017,1,5,2,,,,20.0,,,-20.0,-9999.0,,,140.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,
93,2017,1,5,3,,,,20.0,,,-10.0,-9999.0,,,130.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,
94,2017,1,5,4,,,,20.0,,,,,0.0,-9999.0,,,130.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,
95,2017,1,5,5,,,,30.0,,,,,0.0,-9999.0,,,130.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,
96,2017,1,5,6,,,,30.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
97,2017,1,5,7,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
98,2017,1,5,8,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
99,2017,1,5,9,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
100,2017,1,5,10,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
101,2017,1,5,11,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
102,2017,1,5,12,,,,20.0,,,,,0.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,
103,2017,1,5,14,,,,20.0,,,,20.0,-9999.0,,,,10.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,
104,2017,1,5,15,,,,30.0,,,,10.0,-9999.0,,,,10.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,
105,2017,1,5,16,,,,30.0,,,,,0.0,-9999.0,,,,10.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,
106,2017,1,5,17,,,,50.0,,,,,0.0,-9999.0,,,360.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,
107,2017,1,5,18,,,,40.0,,,,,0.0,-9999.0,,,340.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,
108,2017,1,5,19,,,,20.0,,,-30.0,-9999.0,,,340.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,
109,2017,1,5,20,,,,20.0,,,-50.0,-9999.0,,,340.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,,
110,2017,1,5,21,,,,30.0,,,-50.0,-9999.0,,,350.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,
111,2017,1,5,22,,,,20.0,,,-70.0,-9999.0,,,360.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,,
112,2017,1,5,23,,,,10.0,,,-70.0,-9999.0,,,,10.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,
113,2017,1,6,0,,,,,0.0,,,-70.0,-9999.0,,,360.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,
114,2017,1,6,1,,,-10.0,,,-70.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,,
115,2017,1,6,2,,,-10.0,,,-80.0,-9999.0,,,360.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,
116,2017,1,6,3,,,-20.0,,,-90.0,-9999.0,,,,10.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,
117,2017,1,6,4,,,-20.0,,,-90.0,-9999.0,,,360.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,,,,
118,2017,1,6,5,,,-30.0,,,-90.0,-9999.0,,,350.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,,,,
119,2017,1,6,6,,,-30.0,,-110.0,-9999.0,,,350.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
120,2017,1,6,7,,,-40.0,,-110.0,-9999.0,,,350.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
121,2017,1,6,8,,,-40.0,,-110.0,-9999.0,,,360.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
122,2017,1,6,9,,,-40.0,,-110.0,-9999.0,,,350.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
123,2017,1,6,10,,,-40.0,,-110.0,-9999.0,,,360.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
124,2017,1,6,11,,,-40.0,,-120.0,-9999.0,,,360.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
125,2017,1,6,12,,,-40.0,,-120.0,-9999.0,,,,10.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,,
126,2017,1,6,13,,,-50.0,,-120.0,-9999.0,,,,20.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,,,,
127,2017,1,6,14,,,-60.0,,-110.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
128,2017,1,6,15,,,-60.0,,-110.0,-9999.0,,,,20.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,,
129,2017,1,6,16,,,-60.0,,-110.0,-9999.0,,,360.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
130,2017,1,6,17,,,-50.0,,-100.0,-9999.0,,,360.0,,,,77.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
131,2017,1,6,18,,,-40.0,,-100.0,-9999.0,,,360.0,,,,82.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
132,2017,1,6,19,,,-40.0,,-100.0,-9999.0,,,350.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
133,2017,1,6,20,,,-40.0,,-100.0,-9999.0,,,360.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
134,2017,1,6,21,,,-50.0,,,-80.0,-9999.0,,,340.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,
135,2017,1,6,22,,,-50.0,,,-90.0,-9999.0,,,340.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,
136,2017,1,6,23,,,-60.0,,,-90.0,-9999.0,,,350.0,,,,72.0,-9999.0,-9999.0,-9999.0,,,,,,,,
137,2017,1,7,0,,,-60.0,,-100.0,-9999.0,,,350.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
138,2017,1,7,1,,,-70.0,,-100.0,-9999.0,,,350.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
139,2017,1,7,2,,,-70.0,,-110.0,-9999.0,,,350.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
140,2017,1,7,3,,,-80.0,,-110.0,-9999.0,,,340.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
141,2017,1,7,4,,,-80.0,,-110.0,-9999.0,,,340.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
142,2017,1,7,5,,,-80.0,,-120.0,-9999.0,,,340.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
143,2017,1,7,6,,,-80.0,,-130.0,-9999.0,,,320.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
144,2017,1,7,7,,,-90.0,,-130.0,-9999.0,,,290.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
145,2017,1,7,8,,-100.0,,-130.0,-9999.0,,,270.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,
146,2017,1,7,9,,-100.0,,-130.0,-9999.0,,,300.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,
147,2017,1,7,10,,,-90.0,,-130.0,-9999.0,,,340.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
148,2017,1,7,11,,-100.0,,-130.0,-9999.0,,,350.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,
149,2017,1,7,12,,,-90.0,,-130.0,-9999.0,,,360.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
150,2017,1,7,13,,-100.0,,-130.0,-9999.0,,,330.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,
151,2017,1,7,14,,-100.0,,-130.0,-9999.0,,,340.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,
152,2017,1,7,15,,,-70.0,,-120.0,-9999.0,,,350.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
153,2017,1,7,16,,,-40.0,,-120.0,-9999.0,,,350.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
154,2017,1,7,17,,,-20.0,,-120.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
155,2017,1,7,18,,,-10.0,,-130.0,-9999.0,,,290.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
156,2017,1,7,19,,,,,0.0,,-140.0,-9999.0,,,340.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,
157,2017,1,7,20,,,,20.0,,-150.0,-9999.0,,,350.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,,
158,2017,1,7,21,,,,20.0,,-140.0,-9999.0,,,280.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,,
159,2017,1,7,22,,,,30.0,,-140.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
160,2017,1,7,23,,,,20.0,,-130.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
161,2017,1,8,0,,,,,0.0,,-110.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
162,2017,1,8,1,,,-30.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
163,2017,1,8,2,,,-40.0,,,-90.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
164,2017,1,8,3,,,-50.0,,,-80.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
165,2017,1,8,4,,,-60.0,,,-90.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
166,2017,1,8,5,,,-70.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
167,2017,1,8,6,,,-70.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
168,2017,1,8,7,,,-70.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
169,2017,1,8,8,,,-80.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
170,2017,1,8,9,,,-80.0,,-110.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
171,2017,1,8,10,,,-80.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
172,2017,1,8,11,,,-80.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
173,2017,1,8,12,,,-90.0,,-110.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
174,2017,1,8,13,,,-70.0,,-100.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,
175,2017,1,8,14,,,-80.0,,,-90.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
176,2017,1,8,15,,,-20.0,,,-60.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
177,2017,1,8,16,,,,20.0,,,-90.0,-9999.0,,,160.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,
178,2017,1,8,17,,,,30.0,,-100.0,-9999.0,,,160.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,,,,
179,2017,1,8,18,,,,60.0,,-110.0,-9999.0,,,190.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,,,,
180,2017,1,8,19,,,,60.0,,-110.0,-9999.0,,,160.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,,,,
181,2017,1,8,20,,,,70.0,,-130.0,-9999.0,,,160.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,,,,
182,2017,1,8,21,,,,80.0,,-150.0,-9999.0,,,190.0,,,,88.0,,,,,0.0,-9999.0,-9999.0,,,,
183,2017,1,8,22,,,,80.0,,-130.0,-9999.0,,,170.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,,,,
184,2017,1,8,23,,,,70.0,,-130.0,-9999.0,,,160.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,,,,
185,2017,1,9,0,,,,40.0,,-120.0,-9999.0,,,170.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,,
186,2017,1,9,1,,,,20.0,,-110.0,-9999.0,,,160.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,,
187,2017,1,9,2,,,,30.0,,-110.0,-9999.0,,,170.0,,,,41.0,,,,,0.0,-9999.0,-9999.0,,,,
188,2017,1,9,3,,,,30.0,,-120.0,-9999.0,,,160.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,,
189,2017,1,9,4,,,,30.0,,-110.0,-9999.0,,,160.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,,,,,,
190,2017,1,9,5,,,,10.0,,,-90.0,-9999.0,,,130.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,
191,2017,1,9,6,,,,30.0,,,-70.0,-9999.0,,,160.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,,
192,2017,1,9,7,,,,30.0,,,-50.0,-9999.0,,,160.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,,,
193,2017,1,9,8,,,,20.0,,,-30.0,-9999.0,,,170.0,,,,41.0,,,,,0.0,-9999.0,-9999.0,,,
194,2017,1,9,9,,,,10.0,,,-20.0,-9999.0,,,160.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,,,,,
195,2017,1,9,10,,,,10.0,,,-10.0,-9999.0,,,160.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,,,,
196,2017,1,9,11,,,,10.0,,,-10.0,-9999.0,,,160.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,
197,2017,1,9,12,,,,,0.0,,,-10.0,-9999.0,,,140.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,
198,2017,1,9,13,,,,,0.0,,,-20.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,
199,2017,1,9,14,,,,20.0,,,,,0.0,-9999.0,,,130.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,
200,2017,1,9,15,,,,50.0,,,,20.0,-9999.0,,,150.0,,,,41.0,-9999.0,-9999.0,-9999.0,,,,,,
