,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,1,218,118,10173,180,77,7,-9999,-9999
1,2017,1,1,2,207,119,10175,170,72,-9999,-9999,-9999
2,2017,1,1,3,211,117,10171,180,88,-9999,-9999,-9999
3,2017,1,1,4,212,131,10166,160,82,8,-9999,0
4,2017,1,1,5,207,132,10165,170,93,-9999,-9999,-9999
5,2017,1,1,6,210,122,10164,160,88,-9999,-9999,-9999
6,2017,1,1,7,210,119,10166,160,88,4,-9999,-9999
7,2017,1,1,8,202,127,10167,150,93,-9999,-9999,-9999
8,2017,1,1,9,199,140,10171,150,88,-9999,-9999,-9999
9,2017,1,1,10,186,139,10179,150,82,8,-9999,0
10,2017,1,1,11,183,140,10182,150,82,-9999,-9999,-9999
11,2017,1,1,12,179,130,10186,150,67,-9999,-9999,-9999
12,2017,1,1,13,180,122,10191,150,62,8,-9999,-9999
13,2017,1,1,14,181,123,10191,150,67,-9999,-9999,-9999
14,2017,1,1,15,177,119,10188,130,67,-9999,-9999,-9999
15,2017,1,1,16,176,121,10185,150,57,8,-9999,0
16,2017,1,1,17,176,121,10185,140,72,-9999,-9999,-9999
17,2017,1,1,18,173,118,10185,140,57,-9999,-9999,-9999
18,2017,1,1,19,176,127,10186,140,46,7,-9999,-9999
19,2017,1,1,20,174,121,10187,130,57,-9999,-9999,-9999
20,2017,1,1,21,180,127,10191,150,67,-9999,-9999,-9999
21,2017,1,1,22,189,129,10199,130,88,8,-9999,-9999
22,2017,1,1,23,193,128,10202,130,72,-9999,-9999,-9999
23,2017,1,2,0,198,130,10202,130,82,-9999,-9999,-9999
24,2017,1,2,1,210,134,10199,140,98,4,-9999,-9999
25,2017,1,2,2,215,129,10197,140,82,-9999,-9999,-9999
26,2017,1,2,3,222,133,10193,150,93,-9999,-9999,-9999
27,2017,1,2,4,220,128,10183,140,103,-9999,-9999,0
28,2017,1,2,5,224,135,10180,140,108,-9999,-9999,-9999
29,2017,1,2,6,225,138,10178,140,118,-9999,-9999,-9999
30,2017,1,2,7,209,136,10175,150,118,-9999,-9999,-9999
31,2017,1,2,8,209,143,10174,150,118,-9999,-9999,-9999
32,2017,1,2,9,193,139,10175,140,113,-9999,-9999,-9999
33,2017,1,2,10,186,145,10179,150,98,8,-9999,0
34,2017,1,2,11,184,145,10181,140,98,-9999,-9999,-9999
35,2017,1,2,12,180,143,10181,140,103,-9999,-9999,-9999
36,2017,1,2,13,179,148,10180,130,88,7,-9999,-9999
37,2017,1,2,14,181,150,10177,140,93,-9999,-9999,-9999
38,2017,1,2,15,178,151,10175,130,82,-9999,-9999,-9999
39,2017,1,2,16,177,155,10172,130,67,5,-9999,0
40,2017,1,2,17,176,156,10172,130,67,-9999,-9999,-9999
41,2017,1,2,18,175,157,10174,130,62,-9999,-9999,-9999
42,2017,1,2,19,170,157,10173,140,57,5,-9999,-9999
43,2017,1,2,20,167,156,10174,140,57,-9999,-9999,-9999
44,2017,1,2,21,175,158,10173,130,62,-9999,-9999,-9999
45,2017,1,2,22,194,151,10177,130,93,2,-9999,-9999
