,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,4,7,,,-6.0,10256.0,,,,,,,,,723403-13963-2017
2017,4,7,,,,6.0,,,,,,,-9999.0,,723403-13963-2017
2017,4,7,,,-6.0,10244.0,,,,,,,,,723403-13963-2017
2017,4,7,,,10237.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,7,,,10227.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,7,,,10215.0,,10.0,46.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,4,7,,,10206.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,4,8,,,,0.0,,,26.0,,,0.0,,,723403-13963-2017
2017,4,8,,,11.0,10198.0,110.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,8,,,33.0,10200.0,140.0,21.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,33.0,10202.0,150.0,26.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,33.0,10200.0,160.0,26.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,39.0,10196.0,160.0,15.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,56.0,10195.0,170.0,26.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,72.0,10191.0,160.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,94.0,10186.0,200.0,57.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,8,,,10181.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,8,,,10173.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,8,,,10162.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,8,,,89.0,10152.0,200.0,88.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,8,,,10142.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,8,,,89.0,10134.0,200.0,67.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,8,,,89.0,10129.0,180.0,57.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,9,,,94.0,10127.0,190.0,82.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,9,,,10126.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10129.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10132.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10133.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10131.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10131.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10129.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10130.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10133.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10133.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10136.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10143.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10152.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10154.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10154.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10153.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10150.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,9,,,10144.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10135.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10127.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10120.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10115.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,9,,,10114.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10115.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10119.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10120.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10130.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10141.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10147.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10148.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10147.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10148.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10152.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10152.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10158.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10170.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10177.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10180.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10185.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10188.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10190.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10187.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10183.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10180.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,10,,,10175.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10177.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,4,10,,,10180.0,,,,,,,58.0,,,723403-13963-2017
2017,4,11,,,10187.0,,,,,,,-1.0,,61.0,723403-13963-2017
2017,4,11,,,10187.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,11,,,10194.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,11,,,10156.0,,,,,-9999.0,,,,,723403-13963-2017
2017,4,11,,,10193.0,,,,,,,-1.0,,,723403-13963-2017
2017,4,11,,,10191.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10200.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,4,11,,,10191.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10191.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10201.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10206.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10208.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,-9999.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10229.0,,,,,,,,,,723403-13963-2017
2017,4,11,,,10236.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10241.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10248.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10249.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,11,,,10244.0,,50.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,11,,,10241.0,,40.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,11,,,10236.0,,30.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,11,,,10230.0,,60.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,11,,,10232.0,,20.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,11,,,10236.0,,70.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,12,,,10240.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,12,,,10237.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,12,,,10245.0,,20.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,12,,,10249.0,,60.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,12,,,10239.0,,90.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10233.0,,70.0,21.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10239.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,12,,,10245.0,,20.0,15.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10247.0,,10.0,21.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10248.0,,30.0,15.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10253.0,,30.0,15.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10262.0,,30.0,26.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10265.0,,50.0,36.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10270.0,,50.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10275.0,,30.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,12,,,10269.0,,90.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10259.0,,80.0,36.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,12,,,10250.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,12,,,10242.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,12,,,10235.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,12,,,10229.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,12,,,10229.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,13,,,10228.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,13,,,10233.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10235.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10240.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10243.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10235.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10231.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10236.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10239.0,,,,,,,,,,723403-13963-2017
2017,4,13,,,10246.0,,70.0,15.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,13,,,10247.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,4,13,,,10244.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,13,,,10242.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10235.0,-9999.0,,,,,,,,,723403-13963-2017
2017,4,13,,,10227.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10221.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10214.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10207.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,13,,,10203.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10203.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10204.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10206.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10210.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10210.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10209.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10211.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10211.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10210.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10210.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10209.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10210.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10215.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10219.0,,,,,,,,,,723403-13963-2017
2017,4,14,,,10219.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10222.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10222.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10219.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10211.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10204.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10195.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10190.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10187.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,14,,,10185.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10185.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10183.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10187.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10191.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10189.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10190.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10193.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10192.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10192.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10195.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10201.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10200.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10203.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10209.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10207.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10206.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10200.0,-9999.0,,,,,,,,,723403-13963-2017
2017,4,15,,,10196.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10190.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,15,,,10187.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,15,,,10179.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,15,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,15,,,10174.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10173.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10176.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10179.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10177.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10176.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10178.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10174.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10176.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,16,,,10181.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10186.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10196.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10198.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10201.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10209.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10206.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10212.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10206.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10204.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10186.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10164.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10158.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,16,,,10165.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10170.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10176.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10184.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10183.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10176.0,,40.0,15.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,17,,,10172.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10168.0,,,,,,,,,,723403-13963-2017
2017,4,17,,,10173.0,,,,,,,,,,723403-13963-2017
2017,4,17,,,10172.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10168.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10172.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,17,,,10182.0,,,-9999.0,,,,,,,723403-13963-2017
2017,4,17,,,10183.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,17,,,10188.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,17,,,10191.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,17,,,10191.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10190.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,4,17,,,10182.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10170.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,17,,,10153.0,,50.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,17,,,10157.0,,60.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,17,,,10159.0,,50.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10160.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10166.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,18,,,10171.0,,20.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10176.0,,20.0,36.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10176.0,,10.0,26.0,-9999.0,,5.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10175.0,,20.0,36.0,-9999.0,10.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10173.0,,40.0,36.0,-9999.0,-1.0,,,,,723403-13963-2017
2017,4,18,,,10171.0,,10.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10169.0,,50.0,21.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10171.0,,40.0,36.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10174.0,,40.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10177.0,,50.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10182.0,,50.0,36.0,-9999.0,,0.0,,-1.0,,723403-13963-2017
2017,4,18,,,10188.0,,40.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10187.0,,40.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10190.0,,60.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10188.0,-9999.0,,,,,,,,,723403-13963-2017
2017,4,18,,,10188.0,,,,,,,,,,723403-13963-2017
2017,4,18,,,10184.0,-9999.0,,,,,,,,,723403-13963-2017
2017,4,18,,,10183.0,,,,,,,,,,723403-13963-2017
2017,4,18,,,10177.0,,70.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,18,,,10174.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10168.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,18,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10173.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10174.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10181.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10189.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10188.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10189.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10185.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10189.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10201.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10202.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10203.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,19,,,10201.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,19,,,10195.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,19,,,10187.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,19,,,10184.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,4,19,,,10175.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,19,,,10174.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,19,,,10173.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10174.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10178.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10178.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10182.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10178.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10173.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10172.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10180.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10185.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10189.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10193.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10191.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,20,,,10186.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10181.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,20,,,10176.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,20,,,10169.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,20,,,10159.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10152.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,20,,,10152.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10150.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10151.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10155.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10157.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10158.0,,,,,,,,-9999.0,,723403-13963-2017
2017,4,21,,,10143.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10140.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10139.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10140.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10143.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10144.0,,,,,,,,,,723403-13963-2017
2017,4,21,,,10145.0,,30.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,21,,,-9999.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,4,21,,,10151.0,,30.0,72.0,-9999.0,,3.0,-9999.0,,,723403-13963-2017
2017,4,21,,,10141.0,,60.0,51.0,-9999.0,,0.0,,25.0,,723403-13963-2017
2017,4,21,,,10131.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,21,,,10129.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,21,,,10119.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,4,21,,,10112.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,4,21,,,10110.0,,40.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10105.0,,70.0,62.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10109.0,,70.0,41.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,22,,,10102.0,,80.0,72.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,4,22,,,-9999.0,,60.0,46.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10103.0,,90.0,72.0,-9999.0,,3.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10104.0,,60.0,46.0,-9999.0,,3.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10104.0,,30.0,51.0,-9999.0,,3.0,,,5.0,723403-13963-2017
2017,4,22,,,10117.0,,10.0,51.0,-9999.0,66.0,-9999.0,,,,723403-13963-2017
2017,4,22,,,10105.0,,70.0,26.0,-9999.0,48.0,-9999.0,,,,723403-13963-2017
2017,4,22,,,10106.0,,40.0,36.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,4,22,,,10104.0,,80.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10106.0,,50.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,4,22,,,10113.0,,20.0,21.0,-9999.0,-1.0,,,,,723403-13963-2017
