,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,5,28,,,10097.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10096.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10103.0,,90.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,5,28,,,-9999.0,,50.0,72.0,-9999.0,,5.0,-9999.0,,,723403-13963-2017
2017,5,28,,,10125.0,,50.0,62.0,-9999.0,-9999.0,,,,,723403-13963-2017
2017,5,28,,,10146.0,,,-9999.0,,,,,,,723403-13963-2017
2017,5,28,,,10145.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,5,28,,,-9999.0,,,-9999.0,,5.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10139.0,,,-9999.0,,5.0,,,,,723403-13963-2017
2017,5,28,,,10113.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,5,28,,,10120.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10130.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10136.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10139.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10135.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,5,28,,,10135.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10136.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10138.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10135.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,28,,,10135.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10124.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10125.0,,,,,,,,,,723403-13963-2017
2017,5,29,,,10132.0,,,,,,,,,,723403-13963-2017
2017,5,29,,,10136.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10142.0,,,,,,,,,,723403-13963-2017
2017,5,29,,,10145.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10151.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10152.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10150.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10147.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10135.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10146.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10156.0,,10.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,5,29,,,10158.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10167.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10172.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10171.0,-9999.0,,,,,,,,,723403-13963-2017
2017,5,29,,,10171.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10167.0,,,,,,,,,,723403-13963-2017
2017,5,29,,,10162.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10155.0,,,,,,,,,,723403-13963-2017
2017,5,29,,,10152.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,29,,,10153.0,,,,,,,,,,723403-13963-2017
2017,5,30,,,10154.0,,,,,,,,,,723403-13963-2017
2017,5,30,,,10159.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,30,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10174.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10185.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10188.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10190.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10191.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10193.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,5,30,,,10190.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10189.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,5,30,,,10184.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,5,30,,,10175.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10169.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,30,,,10170.0,,70.0,36.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,5,30,,,10170.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,5,30,,,10185.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,5,31,,,10179.0,,,-9999.0,,8.0,,,,,723403-13963-2017
2017,5,31,,,10177.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,5,31,,,10174.0,,,,,,,,,,723403-13963-2017
2017,5,31,,,10177.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,31,,,10182.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,31,,,10180.0,,,,,,,,,,723403-13963-2017
2017,5,31,,,10184.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,31,,,10191.0,,,,,,,,,,723403-13963-2017
2017,5,31,,,10194.0,,,,,,,,,,723403-13963-2017
2017,5,31,,,10197.0,,,,,,,,,,723403-13963-2017
2017,5,31,,,10196.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,5,31,,,10190.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,5,31,,,10186.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,5,31,,,10170.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,31,,,10167.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,31,,,10164.0,,,,,,,,-9999.0,,723403-13963-2017
2017,5,31,,,10162.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,1,,,10165.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,1,,,10170.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,1,,,10181.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10181.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10178.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10174.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10172.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10168.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10168.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10170.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10174.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10180.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10185.0,,10.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,1,,,10188.0,,30.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,1,,,10184.0,,50.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,1,,,10181.0,,50.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,1,,,10178.0,,90.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,1,,,10177.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10171.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10170.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10168.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,6,1,,,10173.0,,,,,,,,,,723403-13963-2017
2017,6,1,,,10168.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10161.0,,90.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10164.0,,,,,,,,,,723403-13963-2017
2017,6,2,,,10167.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,2,,,10167.0,,50.0,21.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,2,,,10167.0,,40.0,21.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,2,,,-9999.0,,,,,,,,,,723403-13963-2017
2017,6,2,,,10167.0,,,,,,,,,,723403-13963-2017
2017,6,2,,,10171.0,,40.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10177.0,,60.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10184.0,,70.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10180.0,,80.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10179.0,,70.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10178.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10172.0,,70.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10166.0,,70.0,41.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10163.0,,90.0,67.0,-9999.0,,3.0,-9999.0,,,723403-13963-2017
2017,6,2,,,10156.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10151.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,2,,,10148.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10146.0,,,-9999.0,,0.0,,,3.0,,723403-13963-2017
2017,6,3,,,10148.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10150.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10154.0,,,,,,,,,,723403-13963-2017
2017,6,3,,,10155.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10152.0,,,,,,,,,,723403-13963-2017
2017,6,3,,,10153.0,,80.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10149.0,,,,,,,,,,723403-13963-2017
2017,6,3,,,10151.0,,,,,,,,,,723403-13963-2017
2017,6,3,,,10152.0,,30.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10152.0,,60.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10157.0,,,,,,,,,,723403-13963-2017
2017,6,3,,,10159.0,,50.0,21.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10162.0,,70.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10165.0,,60.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10163.0,,80.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10162.0,,40.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10157.0,,80.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10149.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10141.0,,80.0,57.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10135.0,,90.0,46.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,3,,,10138.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,6,3,,,10142.0,-9999.0,,,,,,,,,723403-13963-2017
2017,6,3,,,10136.0,,20.0,15.0,-9999.0,74.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,10128.0,,,-9999.0,,,,,,,723403-13963-2017
2017,6,4,,,10128.0,,,,,,,-1.0,,,723403-13963-2017
2017,6,4,,,10132.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,10135.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,-9999.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,10132.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,6,4,,,10125.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,10120.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,-9999.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,10119.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,10120.0,,90.0,15.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,4,,,10120.0,,,,,,,,,,723403-13963-2017
2017,6,4,,,10116.0,,80.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,4,,,10121.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,-9999.0,,,-9999.0,,5.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,10116.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,4,,,10109.0,,,,,,,10.0,,,723403-13963-2017
2017,6,4,,,-9999.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,10098.0,,,-9999.0,,5.0,-9999.0,,,,723403-13963-2017
2017,6,4,,,10091.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,4,,,10092.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,4,,,10084.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,5,,,10087.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,6,5,,,10086.0,,,,,,,,,,723403-13963-2017
2017,6,5,,,10084.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10088.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,5,,,10093.0,,,,,,,-1.0,,,723403-13963-2017
2017,6,5,,,10088.0,,,,,,,-1.0,,,723403-13963-2017
2017,6,5,,,10083.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,6,5,,,10082.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10078.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10080.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10080.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10085.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10086.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10085.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10084.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10087.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10083.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10083.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10080.0,,,-9999.0,,5.0,,,5.0,,723403-13963-2017
2017,6,5,,,10079.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,5,,,10073.0,,70.0,15.0,-9999.0,30.0,-9999.0,,,,723403-13963-2017
2017,6,5,,,10073.0,,90.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,5,,,10074.0,,40.0,26.0,-9999.0,,3.0,-9999.0,,,723403-13963-2017
2017,6,5,,,10073.0,,,-9999.0,,3.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10076.0,,40.0,31.0,-9999.0,-1.0,,,,,723403-13963-2017
2017,6,6,,,10081.0,,10.0,31.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10082.0,,,-9999.0,,-9999.0,,,,,723403-13963-2017
2017,6,6,,,10087.0,,40.0,21.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10093.0,,10.0,31.0,-9999.0,-1.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10093.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10094.0,,,-9999.0,,0.0,,,,,723403-13963-2017
2017,6,6,,,10090.0,,30.0,21.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,6,,,10090.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,6,,,10091.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,6,,,10093.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,6,,,10096.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10100.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,6,,,10103.0,,20.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10106.0,,20.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10104.0,,40.0,46.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10101.0,,60.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10099.0,,40.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10097.0,,60.0,57.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10094.0,,60.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10089.0,,60.0,46.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10088.0,,80.0,46.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10088.0,,40.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,6,,,10086.0,,20.0,77.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10091.0,,30.0,67.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10097.0,,50.0,67.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10103.0,,50.0,41.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10112.0,,50.0,36.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10120.0,,40.0,41.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10125.0,,40.0,46.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10130.0,,20.0,41.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10130.0,,20.0,41.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10128.0,,20.0,31.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10129.0,,10.0,31.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10134.0,,10.0,41.0,,0.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10134.0,,20.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,7,,,10144.0,,20.0,31.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,7,,,10151.0,,30.0,31.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10154.0,,60.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10157.0,,40.0,46.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10156.0,,60.0,57.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10158.0,,70.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,7,,,10157.0,,60.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,7,,,10153.0,,50.0,46.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10152.0,,60.0,46.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10147.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,6,7,,,10145.0,,20.0,31.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,7,,,10143.0,,40.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10143.0,,40.0,46.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10144.0,,50.0,31.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10146.0,,70.0,21.0,,2.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10154.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10148.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10149.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10155.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,8,,,10161.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,8,,,10168.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10173.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10171.0,,60.0,41.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10170.0,,30.0,46.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,94.0,10164.0,360.0,51.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10156.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,8,,,10149.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,6,8,,,10142.0,,60.0,36.0,,4.0,,,0.0,-9999.0,723403-13963-2017
2017,6,8,,,10138.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,8,,,10134.0,,30.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,9,,,10132.0,,20.0,41.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,9,,,10134.0,,50.0,36.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,9,,,10134.0,,60.0,26.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,9,,,10140.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10139.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10137.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10136.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10143.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10150.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10159.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,6,9,,,10158.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10158.0,-9999.0,,,,,,0.0,,,723403-13963-2017
2017,6,9,,,10153.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10148.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,9,,,10141.0,,80.0,51.0,-9999.0,,0.0,-9999.0,,,723403-13963-2017
2017,6,9,,,10134.0,-9999.0,,,,,,,,,723403-13963-2017
2017,6,9,,,10133.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,9,,,10129.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10127.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10128.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10129.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10133.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10140.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10141.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10142.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10140.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10139.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10136.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10139.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10143.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10157.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10161.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10161.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10161.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10160.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10156.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10152.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10146.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10141.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,10,,,10137.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,10,,,10136.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,11,,,10134.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10136.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10138.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10143.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10149.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10154.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10154.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10153.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10151.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,11,,,10150.0,,,-9999.0,,0.0,-9999.0,,,,723403-13963-2017
2017,6,11,,,10154.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10158.0,,,,,,,,,,723403-13963-2017
2017,6,11,,,10167.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10171.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10172.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10170.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10169.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10167.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10166.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10161.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10156.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10150.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,11,,,10145.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,12,,,10143.0,,,,,,,,-9999.0,,723403-13963-2017
2017,6,12,,,10146.0,,,,,,,,-9999.0,,723403-13963-2017
