,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
0,1,1,3,,,,9961.0,290.0,57.0,-9999.0,-9999.0,-9999.0,716960-99999-2017
1,1,1,6,,,,9978.0,280.0,51.0,-9999.0,-9999.0,,716960-99999-2017
2,1,1,9,,,,9996.0,280.0,62.0,-9999.0,-9999.0,-9999.0,716960-99999-2017
3,1,1,12,,,10004.0,,,-9999.0,-9999.0,,,716960-99999-2017
4,1,1,15,,,10008.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
5,1,1,18,,,10012.0,,,-9999.0,-9999.0,,,716960-99999-2017
6,1,1,21,,,10034.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
7,1,2,0,,,10073.0,,,-9999.0,-9999.0,,,716960-99999-2017
8,1,2,3,,,10104.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
9,1,2,6,,,10140.0,,,-9999.0,-9999.0,,,716960-99999-2017
10,1,2,9,,,10178.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
11,1,2,12,,,10206.0,,,-9999.0,-9999.0,,,716960-99999-2017
12,1,2,15,,,10230.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
13,1,2,18,,,10252.0,,,-9999.0,-9999.0,,,716960-99999-2017
14,1,2,21,,,10267.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
15,1,3,0,,,10278.0,,,-9999.0,-9999.0,,,716960-99999-2017
16,1,3,3,,,10278.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
17,1,3,6,,,10279.0,,,-9999.0,-9999.0,,,716960-99999-2017
18,1,3,9,,,10272.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
19,1,3,12,,,10258.0,,,-9999.0,-9999.0,,,716960-99999-2017
20,1,3,15,,,10245.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
21,1,3,18,,,10238.0,,,-9999.0,-9999.0,,,716960-99999-2017
22,1,3,21,,,10230.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
23,1,4,0,,,10227.0,,,-9999.0,-9999.0,,,716960-99999-2017
24,1,4,3,,,10215.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
25,1,4,6,,,10212.0,,,-9999.0,-9999.0,,,716960-99999-2017
26,1,4,9,,,10215.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
27,1,4,12,,,10213.0,,,-9999.0,-9999.0,,,716960-99999-2017
28,1,4,15,,,10206.0,,,-9999.0,-9999.0,-9999.0,,716960-99999-2017
29,1,4,18,,,10204.0,,,-9999.0,-9999.0,,,716960-99999-2017
