,,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,5,4,,,-10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,5,5,,,-10.0,-9999.0,,5.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,5,6,,46.0,21.0,10299.0,180.0,,10.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,7,,50.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,5,8,,70.0,20.0,-9999.0,300.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,9,,95.0,41.0,10289.0,270.0,,10.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,10,,,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,5,12,,,-9999.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,5,13,,,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,5,14,,90.0,30.0,-9999.0,290.0,,31.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,5,15,,86.0,32.0,10283.0,270.0,,10.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,16,,50.0,10.0,-9999.0,320.0,,26.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,5,17,,50.0,10.0,-9999.0,310.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,5,18,,49.0,24.0,10290.0,300.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,19,,30.0,10.0,-9999.0,310.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,5,20,,30.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,5,21,,30.0,,0.0,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,5,22,,30.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,5,23,,10.0,,0.0,,,,36.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,6,0,,30.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,6,1,,10.0,,0.0,,,,,21.0,,,,0.0,406356-99999-2017
2017,1,6,2,,,-20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,6,3,,35.0,,6.0,,,,26.0,,,,2.0,-9999.0,406356-99999-2017
2017,1,6,4,,,-20.0,-9999.0,320.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,6,5,,,-20.0,-9999.0,290.0,,36.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,6,6,,51.0,,1.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,6,7,,60.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,6,8,,80.0,10.0,-9999.0,310.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,6,9,,,10273.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,6,10,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,6,12,,,10240.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,6,13,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,6,14,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,6,15,,,5.0,10237.0,290.0,,21.0,,,,2.0,-9999.0,-9999.0,406356-99999-2017
2017,1,6,16,,80.0,,0.0,,10.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,6,17,,70.0,,0.0,,,,,21.0,-9999.0,-9999.0,,,406356-99999-2017
2017,1,6,19,,30.0,-9999.0,,,46.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,6,20,,20.0,-9999.0,,20.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,6,21,,20.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,6,22,,20.0,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,6,23,,30.0,,0.0,,,,,21.0,-9999.0,-9999.0,,,406356-99999-2017
2017,1,7,0,,20.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,1,7,1,,30.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,7,2,,20.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,7,3,,36.0,,7.0,,,,,10.0,,,,2.0,406356-99999-2017
2017,1,7,4,,10.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,7,5,,20.0,-9999.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,7,6,,60.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,7,8,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,7,9,,,7.0,10193.0,,,,10.0,,,,1.0,-9999.0,406356-99999-2017
2017,1,7,10,,,-9999.0,,15.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,7,11,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,7,12,,,10176.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,7,13,,,0.0,-9999.0,200.0,,41.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,7,14,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,7,15,,,10187.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,7,16,,,-9999.0,,60.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,7,17,,90.0,20.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,7,18,,85.0,39.0,10194.0,,5.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,7,20,,70.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,7,21,,70.0,20.0,-9999.0,,,,26.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,7,22,,60.0,10.0,-9999.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,8,0,,50.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,8,1,,60.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,8,2,,70.0,10.0,-9999.0,140.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,8,3,,,10180.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,8,5,,60.0,10.0,-9999.0,100.0,,26.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,8,6,,95.0,,3.0,,,,,30.0,,,,5.0,406356-99999-2017
2017,1,8,7,,,0.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,1,8,8,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,8,10,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,8,11,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,8,12,,,10152.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,8,13,,,0.0,-9999.0,180.0,,26.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,8,14,,,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,8,15,,,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,8,16,,80.0,10.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,8,17,,60.0,,0.0,,10.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,8,18,,82.0,36.0,10176.0,150.0,,10.0,,,,1.0,-9999.0,-9999.0,406356-99999-2017
2017,1,8,20,,50.0,,0.0,,,,,31.0,-9999.0,-9999.0,,,406356-99999-2017
2017,1,8,21,,60.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,8,22,,30.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,8,23,,30.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,9,0,,50.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,9,1,,50.0,,0.0,,0.0,,,,,-9999.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,2,,60.0,10.0,-9999.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,9,3,,,4.0,10163.0,,,,30.0,,,,4.0,-9999.0,406356-99999-2017
2017,1,9,4,,40.0,,0.0,,0.0,,,,,-9999.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,5,,30.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,9,6,,90.0,18.0,10176.0,120.0,,10.0,,,,6.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,7,,,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,9,8,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,9,9,,,6.0,10165.0,120.0,,30.0,,,,2.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,10,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,9,11,,,0.0,-9999.0,180.0,,46.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,12,,,10155.0,,,30.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,9,13,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,9,14,,,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,9,15,,,10172.0,,70.0,,21.0,,,,4.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,16,,90.0,30.0,-9999.0,,,,31.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,9,17,,80.0,30.0,-9999.0,,,,31.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,9,18,,,10183.0,,60.0,,20.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,9,19,,60.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,9,20,,60.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,9,21,,40.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,9,22,,30.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,9,23,,20.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,0,,10.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,10,1,,10.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,10,2,,30.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,10,4,,,-10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,10,5,,20.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,10,6,,73.0,19.0,10237.0,,,,10.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,10,7,,80.0,20.0,-9999.0,320.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,8,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,10,9,,,8.0,10236.0,270.0,,20.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,10,,,0.0,-9999.0,310.0,,41.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,11,,,0.0,-9999.0,320.0,,36.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,12,,,10237.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,13,,,0.0,-9999.0,300.0,,31.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,14,,,0.0,-9999.0,300.0,,26.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,15,,,10248.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,16,,80.0,10.0,-9999.0,310.0,,31.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,17,,60.0,,0.0,,,,26.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,10,18,,74.0,21.0,10248.0,360.0,,10.0,,,,7.0,-9999.0,-9999.0,406356-99999-2017
2017,1,10,19,,40.0,,0.0,,,,36.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,10,20,,40.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,21,,30.0,-9999.0,,,36.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,22,,30.0,-9999.0,,,36.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,10,23,,30.0,,0.0,,,,36.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,11,0,,30.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,11,1,,40.0,10.0,-9999.0,160.0,,26.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,2,,30.0,,0.0,,,,36.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,11,3,,20.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,11,4,,30.0,-9999.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,11,5,,30.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,11,6,,50.0,10.0,-9999.0,310.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,7,,80.0,20.0,-9999.0,310.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,8,,,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,11,9,,,10259.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,11,10,,,0.0,-9999.0,260.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,11,,,0.0,-9999.0,310.0,,36.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,12,,,10247.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,11,13,,,0.0,-9999.0,290.0,,26.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,15,,,10258.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,11,17,,80.0,10.0,-9999.0,310.0,,41.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,18,,74.0,31.0,10270.0,320.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,11,19,,70.0,,0.0,,,,26.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,11,20,,50.0,,0.0,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,11,21,,40.0,-9999.0,,40.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,11,22,,50.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,1,12,0,,30.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,1,12,3,,33.0,,4.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,12,4,,20.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,5,,10.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,6,,62.0,,9.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,12,7,,70.0,10.0,-9999.0,310.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,1,12,8,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,12,9,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,12,10,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,12,11,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,12,12,,,8.0,10205.0,270.0,,10.0,,,,2.0,-9999.0,-9999.0,406356-99999-2017
2017,1,12,13,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,12,14,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,1,12,15,,,3.0,10206.0,270.0,,20.0,,,,7.0,-9999.0,-9999.0,406356-99999-2017
2017,1,12,16,,80.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,12,17,,50.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,18,,60.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,19,,50.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,20,,40.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,12,21,,40.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,1,12,22,,20.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
