,,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,30,7,,40.0,10.0,-9999.0,,,,,,0.0,,,,406356-99999-2017
2017,1,30,8,,60.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,30,9,,72.0,10279.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,30,10,,80.0,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,30,11,,80.0,-9999.0,,,36.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,30,12,,85.0,10247.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,30,13,,80.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,30,14,,70.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,30,15,,50.0,,0.0,,,,26.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,30,16,,30.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,30,17,,20.0,,0.0,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,30,18,,45.0,,3.0,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,30,20,,40.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,30,21,,20.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,30,22,,10.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,30,23,,20.0,-9999.0,,,46.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,31,0,,10.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,1,31,1,,20.0,-9999.0,,,31.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,31,2,,10.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,31,3,,32.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,1,31,4,,20.0,-9999.0,,30.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,5,,20.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,6,,55.0,-6.0,10181.0,,,,20.0,,,,5.0,-9999.0,406356-99999-2017
2017,1,31,8,,70.0,,0.0,,,,31.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,9,,70.0,-5.0,10183.0,130.0,,30.0,,,,8.0,-9999.0,-9999.0,406356-99999-2017
2017,1,31,10,,70.0,,0.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,13,,70.0,10.0,-9999.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,14,,70.0,20.0,-9999.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,15,,60.0,20.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,31,16,,60.0,20.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,1,31,17,,50.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,31,18,,51.0,,7.0,,,,30.0,,,,4.0,-9999.0,406356-99999-2017
2017,1,31,19,,60.0,-9999.0,,,46.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,1,31,20,,40.0,,0.0,,,,46.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,1,31,21,,20.0,,0.0,,,,36.0,,,,0.0,-9999.0,406356-99999-2017
2017,1,31,22,,30.0,,0.0,,,,46.0,,,,0.0,-9999.0,406356-99999-2017
2017,2,1,0,,20.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,1,1,,30.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,1,4,,,-10.0,-9999.0,230.0,,46.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,1,5,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,1,6,,60.0,-9999.0,,,77.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,1,8,,,-9999.0,,10.0,-9999.0,,,,,,,,406356-99999-2017
2017,2,1,10,,,-70.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,1,11,,10.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,1,12,,,-65.0,10195.0,250.0,,10.0,,,,7.0,-9999.0,-9999.0,406356-99999-2017
2017,2,1,13,,10.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,1,14,,10.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,1,15,,,-90.0,-9999.0,170.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,1,16,,,-80.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,1,17,,,-50.0,-9999.0,,,,,,0.0,,,,406356-99999-2017
2017,2,1,19,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,1,20,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,1,21,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,1,22,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,1,23,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,0,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,2,2,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,3,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,4,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,5,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,6,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,7,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,8,,10.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,9,,17.0,10261.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,10,,30.0,-9999.0,,,46.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,11,,40.0,-9999.0,,,41.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,12,,36.0,10252.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,13,,50.0,-9999.0,,,51.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,2,14,,50.0,-9999.0,,,41.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,2,15,,30.0,10264.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,16,,20.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,2,17,,10.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,2,18,,19.0,10286.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,2,19,,10.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,2,2,20,,10.0,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,2,2,21,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,2,22,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,2,23,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,0,,,-9999.0,,15.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,1,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,3,,,-9999.0,,15.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,4,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,3,5,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,6,,30.0,10304.0,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,3,7,,30.0,-9999.0,,,31.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,8,,50.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,9,,66.0,10301.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,10,,70.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,11,,80.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,3,12,,90.0,10284.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,13,,90.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,3,14,,70.0,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,3,15,,60.0,10294.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,3,16,,30.0,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,3,17,,30.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,2,3,18,,28.0,10313.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,2,3,19,,10.0,-9999.0,,60.0,,31.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,3,20,,10.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,2,3,21,,,-40.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,3,22,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,3,23,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,4,0,,,,,0.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,4,1,,,-9999.0,,15.0,-9999.0,,,,,,,,406356-99999-2017
2017,2,4,2,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,4,3,,12.0,10305.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,4,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,4,5,,,-9999.0,,10.0,,,0.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,4,7,,40.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,8,,80.0,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,9,,85.0,10297.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,10,,90.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,4,11,,,-9999.0,,15.0,-9999.0,,,,,,,,406356-99999-2017
2017,2,4,12,,,10274.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,13,,,-9999.0,,15.0,-9999.0,,,,,,,,406356-99999-2017
2017,2,4,14,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,4,15,,82.0,10265.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,4,16,,40.0,-9999.0,,,36.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,4,17,,40.0,-9999.0,,,36.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,4,18,,30.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,2,4,19,,30.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,2,4,20,,20.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,2,4,21,,20.0,-9999.0,,60.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,4,23,,20.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,1,,10.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,3,,32.0,-6.0,10276.0,,-9999.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,5,4,,10.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,2,5,5,,10.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,6,,56.0,-5.0,10275.0,,,,,,7.0,-9999.0,,,406356-99999-2017
2017,2,5,7,,60.0,,0.0,,15.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,8,,90.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,5,9,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,5,10,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,5,11,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,5,12,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,5,13,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,5,14,,,-9999.0,,10.0,-9999.0,,,,,,,,406356-99999-2017
2017,2,5,15,,80.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,16,,80.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,17,,80.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,5,18,,82.0,10.0,10253.0,,,,10.0,,,,7.0,-9999.0,406356-99999-2017
2017,2,5,19,,70.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,2,5,20,,60.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,5,21,,50.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,5,22,,50.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,5,23,,40.0,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,6,1,,50.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,2,6,2,,40.0,,0.0,,,,21.0,,,,0.0,-9999.0,406356-99999-2017
2017,2,6,3,,55.0,26.0,10255.0,,,,,,7.0,-9999.0,,,406356-99999-2017
2017,2,6,4,,40.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,6,5,,40.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,6,6,,82.0,28.0,10260.0,180.0,,10.0,,,,6.0,-9999.0,-9999.0,406356-99999-2017
2017,2,6,7,,90.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,6,8,,,0.0,-9999.0,300.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,6,9,,,10251.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,6,10,,,,,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,6,11,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,6,12,,,10237.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,6,13,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,6,14,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,6,15,,,10245.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,6,16,,70.0,-9999.0,,,41.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,6,17,,60.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,6,18,,79.0,21.0,10263.0,340.0,,10.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,6,19,,60.0,,0.0,,,,,21.0,-9999.0,-9999.0,,,406356-99999-2017
2017,2,6,20,,50.0,,0.0,,,5.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,6,21,,40.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,406356-99999-2017
2017,2,6,22,,40.0,,0.0,,15.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,6,23,,40.0,,0.0,,10.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,7,0,,20.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,,406356-99999-2017
2017,2,7,1,,30.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,2,,30.0,,0.0,,15.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,3,,30.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,7,4,,20.0,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,7,6,,56.0,24.0,10272.0,,-9999.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,7,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,8,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,9,,,10264.0,-9999.0,,,,,1.0,-9999.0,,,,406356-99999-2017
2017,2,7,10,,,-9999.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,11,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,12,,,10245.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,13,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,7,14,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,7,15,,,-9999.0,,,31.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,16,,90.0,10.0,-9999.0,280.0,,31.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,7,17,,80.0,10.0,-9999.0,270.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,7,18,,89.0,41.0,10259.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,7,19,,70.0,10.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,7,20,,30.0,,0.0,,10.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,7,21,,60.0,10.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,2,7,22,,50.0,10.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,0,,20.0,,0.0,,15.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,8,1,,10.0,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,8,2,,20.0,,0.0,,15.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,8,3,,10.0,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,8,4,,,-20.0,-9999.0,320.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,8,5,,20.0,10.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,6,,98.0,28.0,10235.0,,,,10.0,,,,0.0,-9999.0,406356-99999-2017
2017,2,8,7,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,8,8,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,8,9,,,10221.0,,90.0,,50.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,8,10,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,11,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,12,,,10203.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,8,13,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,14,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,15,,,10199.0,,,20.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,8,16,,,,,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,8,17,,,-9999.0,,,,,,0.0,,,,0.0,406356-99999-2017
2017,2,8,18,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,8,19,,90.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,8,20,,90.0,20.0,-9999.0,110.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,8,21,,90.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,8,22,,90.0,10.0,-9999.0,,,,,,0.0,,,,406356-99999-2017
2017,2,9,2,,90.0,40.0,-9999.0,170.0,,57.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,3,,80.0,60.0,-9999.0,,,,31.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,5,,80.0,60.0,-9999.0,,,,31.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,6,,92.0,42.0,10227.0,,,,10.0,,,,8.0,-9999.0,406356-99999-2017
2017,2,9,7,,90.0,70.0,-9999.0,,,,26.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,8,,,-9999.0,,,31.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,9,9,,,-9999.0,,60.0,,26.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,11,,,-9999.0,,40.0,,31.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,12,,,10208.0,,90.0,,30.0,,,,8.0,-9999.0,-9999.0,406356-99999-2017
2017,2,9,13,,,-9999.0,,,21.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,9,14,,,-9999.0,,20.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,15,,,10217.0,,90.0,,20.0,,,,8.0,-9999.0,-9999.0,406356-99999-2017
2017,2,9,16,,90.0,60.0,-9999.0,,,,21.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,17,,90.0,60.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,2,9,18,,70.0,60.0,-9999.0,300.0,,31.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,20,,,-9999.0,,10.0,,57.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,9,21,,50.0,40.0,-9999.0,310.0,,26.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,22,,50.0,40.0,-9999.0,320.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,9,23,,40.0,40.0,-9999.0,250.0,,21.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,10,0,,50.0,40.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,10,1,,40.0,30.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,2,,30.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,3,,30.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,4,,20.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,5,,30.0,20.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,6,,84.0,40.0,10221.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,7,,90.0,70.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,10,8,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,10,12,,,10193.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,10,13,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,10,14,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,10,15,,,10189.0,,,31.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,10,16,,80.0,30.0,-9999.0,280.0,,36.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,10,17,,80.0,30.0,-9999.0,280.0,,41.0,-9999.0,-9999.0,-9999.0,,,,406356-99999-2017
2017,2,10,18,,85.0,52.0,10203.0,330.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,10,19,,70.0,30.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,10,20,,80.0,40.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,2,10,21,,50.0,20.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,2,10,22,,50.0,20.0,-9999.0,,,,,,0.0,-9999.0,-9999.0,,406356-99999-2017
2017,2,10,23,,50.0,20.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,406356-99999-2017
2017,2,11,0,,40.0,20.0,-9999.0,,,,,,0.0,,,,406356-99999-2017
2017,2,11,2,,30.0,10.0,-9999.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,11,3,,46.0,24.0,10197.0,,,,,,0.0,-9999.0,,,406356-99999-2017
2017,2,11,4,,30.0,10.0,-9999.0,,,,,,0.0,,,,406356-99999-2017
2017,2,11,5,,30.0,20.0,-9999.0,360.0,,26.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,11,6,,60.0,40.0,-9999.0,280.0,,21.0,,,,0.0,-9999.0,-9999.0,406356-99999-2017
2017,2,11,7,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,11,8,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,11,9,,,10176.0,,,,,,0.0,,,,7.0,406356-99999-2017
2017,2,11,10,,,-9999.0,-9999.0,,,,,0.0,-9999.0,,,,406356-99999-2017
2017,2,11,11,,,-9999.0,,,21.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,11,12,,,10155.0,,,10.0,,,,,-9999.0,-9999.0,,406356-99999-2017
2017,2,11,13,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,11,14,,,-9999.0,,,26.0,-9999.0,-9999.0,-9999.0,,,,,406356-99999-2017
2017,2,11,15,,,10163.0,,,26.0,,,,,-9999.0,-9999.0,,406356-99999-2017
