,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,1,,83.0,-9999.0,-9999.0,-9999.0,,9.0,-9999.0,,0.0,-9999.0,999999-04222-2017
2017,1,2,,67.0,-9999.0,-9999.0,-9999.0,10.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,3,,60.0,-9999.0,-9999.0,-9999.0,13.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,4,,56.0,-9999.0,-9999.0,-9999.0,11.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,5,,50.0,-9999.0,-9999.0,-9999.0,13.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,6,,45.0,-9999.0,-9999.0,-9999.0,14.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,7,,28.0,-9999.0,-9999.0,-9999.0,12.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,8,,13.0,-9999.0,-9999.0,-9999.0,15.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,9,,,1.0,-9999.0,-9999.0,,15.0,-9999.0,,0.0,-9999.0,999999-04222-2017
2017,1,10,,-2.0,-9999.0,-9999.0,-9999.0,16.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,11,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,999999-04222-2017
2017,1,12,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,999999-04222-2017
2017,1,13,,-8.0,-9999.0,-9999.0,-9999.0,18.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,14,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,999999-04222-2017
2017,1,15,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,999999-04222-2017
2017,1,16,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,999999-04222-2017
2017,1,17,,,7.0,-9999.0,-9999.0,,18.0,-9999.0,,0.0,-9999.0,999999-04222-2017
2017,1,18,,42.0,-9999.0,-9999.0,-9999.0,17.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,19,,82.0,-9999.0,-9999.0,-9999.0,16.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,20,,83.0,-9999.0,-9999.0,-9999.0,26.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,21,,86.0,-9999.0,-9999.0,-9999.0,26.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,22,,75.0,-9999.0,-9999.0,-9999.0,25.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,23,,53.0,-9999.0,-9999.0,-9999.0,30.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,0,,50.0,-9999.0,-9999.0,-9999.0,28.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,1,,41.0,-9999.0,-9999.0,-9999.0,24.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,2,,38.0,-9999.0,-9999.0,-9999.0,12.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,3,,39.0,-9999.0,-9999.0,-9999.0,14.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,4,,33.0,-9999.0,-9999.0,-9999.0,14.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,5,,33.0,-9999.0,-9999.0,-9999.0,17.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,6,,32.0,-9999.0,-9999.0,-9999.0,16.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,7,,31.0,-9999.0,-9999.0,-9999.0,15.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,8,,24.0,-9999.0,-9999.0,-9999.0,14.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
2017,1,9,,21.0,-9999.0,-9999.0,-9999.0,16.0,-9999.0,,0.0,-9999.0,,999999-04222-2017
