,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,2,144,100,-9999,0,0,-9999,0,-9999
1,2017,1,1,3,139,100,-9999,70,15,-9999,0,-9999
2,2017,1,1,4,128,100,-9999,110,15,-9999,0,-9999
3,2017,1,1,5,133,106,-9999,0,0,-9999,0,-9999
4,2017,1,1,6,122,106,-9999,0,0,-9999,0,-9999
5,2017,1,1,7,128,106,-9999,0,0,-9999,0,-9999
6,2017,1,1,8,128,106,-9999,150,15,-9999,0,-9999
7,2017,1,1,9,144,128,-9999,150,26,-9999,0,-9999
8,2017,1,1,10,156,133,-9999,0,0,-9999,0,-9999
9,2017,1,1,11,172,139,-9999,180,21,-9999,0,-9999
10,2017,1,1,12,172,133,-9999,0,0,-9999,0,-9999
11,2017,1,1,13,161,133,-9999,150,26,-9999,0,-9999
12,2017,1,1,14,194,139,-9999,150,31,-9999,0,-9999
13,2017,1,1,15,217,150,-9999,-9999,31,-9999,0,-9999
14,2017,1,1,16,250,161,-9999,180,46,-9999,0,-9999
15,2017,1,1,17,256,161,10283,170,57,-9999,0,-9999
16,2017,1,1,18,267,167,-9999,-9999,21,-9999,0,-9999
17,2017,1,1,19,272,161,10268,170,36,-9999,0,-9999
18,2017,1,1,20,278,150,10263,160,41,-9999,0,-9999
19,2017,1,1,21,272,156,-9999,190,36,-9999,0,-9999
20,2017,1,1,22,267,161,-9999,0,0,-9999,0,-9999
21,2017,1,1,23,217,172,10270,100,26,-9999,0,-9999
22,2017,1,2,0,211,161,-9999,140,15,-9999,0,-9999
23,2017,1,2,1,189,156,-9999,130,21,-9999,0,-9999
24,2017,1,2,2,206,161,-9999,140,26,-9999,0,-9999
25,2017,1,2,3,206,167,-9999,220,15,-9999,0,-9999
26,2017,1,2,4,178,161,-9999,160,15,-9999,0,-9999
27,2017,1,2,5,172,156,-9999,0,0,-9999,0,-9999
28,2017,1,2,6,167,150,-9999,0,0,-9999,0,-9999
29,2017,1,2,7,183,172,-9999,0,0,-9999,0,-9999
30,2017,1,2,8,194,178,-9999,150,15,-9999,0,-9999
31,2017,1,2,9,206,183,-9999,170,21,-9999,0,-9999
32,2017,1,2,10,194,183,-9999,0,0,-9999,0,-9999
33,2017,1,2,11,189,178,-9999,0,0,-9999,0,-9999
34,2017,1,2,12,167,161,-9999,0,0,-9999,0,-9999
35,2017,1,2,13,167,156,-9999,140,15,-9999,0,-9999
36,2017,1,2,14,200,189,-9999,150,15,-9999,0,-9999
37,2017,1,2,15,239,200,-9999,-9999,31,-9999,0,-9999
38,2017,1,2,16,267,200,10294,170,36,-9999,0,-9999
39,2017,1,2,17,278,200,10285,180,41,-9999,0,-9999
40,2017,1,2,18,283,189,10269,180,57,-9999,0,-9999
41,2017,1,2,19,289,183,10255,180,36,-9999,0,-9999
42,2017,1,2,20,289,189,10252,180,41,-9999,0,-9999
43,2017,1,2,21,294,189,10245,140,31,-9999,0,-9999
44,2017,1,2,22,278,183,10245,160,26,-9999,0,-9999
45,2017,1,2,23,239,194,10246,150,15,-9999,0,-9999
46,2017,1,3,0,217,183,10249,120,26,-9999,0,-9999
47,2017,1,3,1,228,206,-9999,130,21,-9999,0,-9999
48,2017,1,3,2,211,194,-9999,260,31,-9999,0,-9999
49,2017,1,3,3,211,200,-9999,180,15,-9999,0,-9999
50,2017,1,3,4,222,206,-9999,170,15,-9999,0,-9999
51,2017,1,3,5,222,206,-9999,170,15,-9999,0,-9999
52,2017,1,3,6,222,200,10240,0,0,-9999,0,-9999
53,2017,1,3,7,222,200,-9999,0,0,-9999,0,-9999
54,2017,1,3,8,222,200,-9999,200,15,-9999,0,-9999
55,2017,1,3,9,222,206,-9999,270,21,-9999,0,-9999
56,2017,1,3,10,200,183,-9999,130,26,-9999,94,-9999
57,2017,1,3,11,194,183,-9999,-9999,15,-9999,185,-9999
58,2017,1,3,12,194,183,-9999,140,36,-9999,119,-9999
59,2017,1,3,13,200,183,-9999,180,15,-9999,5,-9999
60,2017,1,3,14,211,194,-9999,220,26,-9999,3,-9999
61,2017,1,3,15,222,206,-9999,190,31,-9999,23,-9999
62,2017,1,3,16,228,211,-9999,190,31,-9999,8,-9999
63,2017,1,3,17,239,217,-9999,210,26,-9999,3,-9999
64,2017,1,3,18,244,222,-9999,200,26,-9999,28,-9999
65,2017,1,3,19,228,211,-9999,-9999,26,-9999,112,-9999
66,2017,1,3,20,250,228,-9999,200,21,-9999,28,-9999
67,2017,1,3,21,256,222,10182,-9999,21,-9999,0,-9999
68,2017,1,3,22,250,222,10183,220,21,-9999,0,-9999
69,2017,1,3,23,244,217,10182,240,21,-9999,0,-9999
70,2017,1,4,0,239,217,10181,220,26,-9999,0,-9999
71,2017,1,4,1,239,211,-9999,230,26,-9999,0,-9999
72,2017,1,4,2,233,211,10182,230,26,-9999,0,-9999
73,2017,1,4,3,228,211,-9999,230,26,-9999,0,-9999
74,2017,1,4,4,228,211,10178,250,21,-9999,0,-9999
75,2017,1,4,5,222,206,-9999,250,26,-9999,0,-9999
76,2017,1,4,6,211,194,-9999,240,31,-9999,0,-9999
77,2017,1,4,7,200,183,-9999,260,21,-9999,0,-9999
78,2017,1,4,8,189,172,-9999,250,21,-9999,0,-9999
79,2017,1,4,9,178,161,-9999,280,21,-9999,0,-9999
80,2017,1,4,10,161,150,-9999,270,21,-9999,0,-9999
81,2017,1,4,11,156,144,-9999,260,15,-9999,0,-9999
82,2017,1,4,12,150,139,-9999,270,15,-9999,0,-9999
83,2017,1,4,13,150,144,-9999,260,21,-9999,0,-9999
84,2017,1,4,14,150,144,-9999,260,21,-9999,0,-9999
