,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,3,-96,-105,9885,60,130,-9999,-9999,-9999
1,2017,1,1,18,-139,-161,10031,60,120,5,-9999,-9999
2,2017,1,2,0,-138,-159,10068,70,100,7,-9999,-9999
3,2017,1,2,12,-155,-197,10109,80,110,7,-9999,-9999
4,2017,1,2,18,-172,-217,10118,80,100,4,-9999,-9999
5,2017,1,3,0,-165,-208,10129,100,70,6,-9999,-9999
6,2017,1,3,3,-207,-236,10127,10,30,7,-9999,-9999
7,2017,1,3,6,-212,-238,10119,350,40,7,-9999,-9999
8,2017,1,3,12,-164,-184,10115,20,40,7,-9999,-9999
9,2017,1,3,18,-175,-211,10126,80,80,5,-9999,-9999
10,2017,1,4,3,-182,-213,10140,80,70,7,-9999,-9999
11,2017,1,4,6,-180,-210,10150,80,70,7,-9999,-9999
12,2017,1,4,12,-168,-198,10168,80,50,7,-9999,-9999
13,2017,1,4,18,-232,-255,10198,20,40,6,-9999,-9999
14,2017,1,5,3,-198,-219,10245,30,30,6,-9999,-9999
15,2017,1,5,6,-163,-184,10267,90,40,7,-9999,-9999
16,2017,1,5,12,-175,-217,10306,110,60,7,-9999,-9999
17,2017,1,5,18,-177,-211,10331,140,20,4,-9999,-9999
18,2017,1,6,0,-176,-209,10342,140,60,6,-9999,-9999
19,2017,1,6,3,-184,-229,10338,140,50,3,-9999,-9999
20,2017,1,6,6,-199,-226,10338,160,50,2,-9999,-9999
21,2017,1,6,12,-174,-194,10312,190,60,7,-9999,-9999
22,2017,1,6,18,-162,-177,10277,200,70,8,-9999,-9999
23,2017,1,7,0,-154,-169,10224,200,80,8,-9999,-9999
24,2017,1,7,3,-140,-153,10195,200,120,8,-9999,-9999
25,2017,1,7,6,-128,-140,10172,200,120,8,-9999,-9999
26,2017,1,7,12,-141,-155,10142,190,100,6,-9999,-9999
27,2017,1,7,18,-132,-144,10105,190,110,8,-9999,-9999
28,2017,1,8,0,-147,-162,10089,200,100,8,-9999,-9999
29,2017,1,8,3,-145,-159,10081,190,90,8,-9999,-9999
30,2017,1,8,6,-129,-141,10072,200,110,8,-9999,-9999
31,2017,1,8,12,-109,-120,10063,200,100,8,-9999,-9999
32,2017,1,8,18,-75,-82,10054,210,90,8,-9999,-9999
33,2017,1,9,3,-91,-99,10015,180,80,8,-9999,-9999
34,2017,1,9,6,-114,-124,9998,180,110,8,-9999,-9999
35,2017,1,10,0,-58,-63,9892,180,30,8,-9999,-9999
36,2017,1,10,3,-26,-35,9894,220,60,8,-9999,-9999
37,2017,1,10,12,-62,-69,9934,270,50,5,-9999,-9999
38,2017,1,10,18,-82,-93,9968,260,70,3,-9999,-9999
39,2017,1,11,0,-81,-88,9998,250,50,2,-9999,-9999
40,2017,1,11,3,-69,-77,10003,240,40,7,-9999,-9999
41,2017,1,11,6,-55,-60,10006,220,70,8,-9999,-9999
42,2017,1,11,12,-53,-59,9973,170,100,8,-9999,-9999
43,2017,1,11,18,-14,-18,9925,210,120,8,-9999,-9999
44,2017,1,12,0,-12,-16,9937,220,100,8,-9999,-9999
45,2017,1,12,3,-13,-22,9948,220,110,8,-9999,-9999
46,2017,1,12,6,-15,-24,9960,220,90,8,-9999,-9999
47,2017,1,12,12,-23,-38,9992,220,90,8,-9999,-9999
48,2017,1,12,18,-42,-65,10020,220,90,8,-9999,-9999
49,2017,1,13,0,-54,-69,10034,210,80,8,-9999,-9999
50,2017,1,13,3,-61,-71,10038,190,80,8,-9999,-9999
51,2017,1,13,6,-67,-73,10037,190,60,8,-9999,-9999
52,2017,1,14,0,-60,-84,10021,190,110,8,-9999,-9999
53,2017,1,14,12,-29,-36,10028,200,80,8,-9999,-9999
54,2017,1,14,18,-23,-36,10038,200,90,8,-9999,-9999
55,2017,1,15,3,-33,-42,10045,200,60,8,-9999,-9999
56,2017,1,15,6,-38,-49,10050,190,60,8,-9999,-9999
57,2017,1,15,12,-33,-42,10071,190,30,8,-9999,-9999
58,2017,1,15,18,-27,-34,10093,210,30,8,-9999,-9999
59,2017,1,16,0,-31,-41,10114,170,20,8,-9999,-9999
60,2017,1,16,3,-35,-41,10115,160,30,8,-9999,-9999
61,2017,1,16,6,-44,-49,10123,120,10,7,-9999,-9999
62,2017,1,16,12,-56,-60,10150,20,10,7,-9999,-9999
63,2017,1,16,18,-104,-113,10176,270,20,5,-9999,-9999
64,2017,1,17,0,-95,-103,10195,240,20,0,-9999,-9999
65,2017,1,17,3,-44,-48,10199,230,20,6,-9999,-9999
66,2017,1,17,6,-49,-53,10205,250,50,7,-9999,-9999
67,2017,1,17,12,-48,-51,10202,210,60,6,-9999,-9999
68,2017,1,18,0,-67,-80,10101,210,130,8,-9999,-9999
69,2017,1,18,12,-39,-45,10023,220,110,8,-9999,-9999
70,2017,1,18,18,-40,-43,10021,240,50,2,-9999,-9999
71,2017,1,19,0,-25,-28,9992,210,60,6,-9999,-9999
72,2017,1,19,3,-36,-40,9950,180,90,8,-9999,-9999
73,2017,1,19,6,-49,-57,9900,170,110,8,-9999,-9999
74,2017,1,19,12,-57,-65,9772,160,110,9,-9999,-9999
75,2017,1,19,18,-29,-33,9674,240,50,8,-9999,-9999
76,2017,1,20,0,-40,-44,9691,280,70,8,-9999,-9999
77,2017,1,20,3,-38,-44,9710,290,90,7,-9999,-9999
78,2017,1,20,6,-45,-51,9726,280,50,7,-9999,-9999
79,2017,1,20,12,-66,-92,9773,290,60,7,-9999,-9999
80,2017,1,20,18,-66,-81,9767,250,60,2,-9999,-9999
81,2017,1,21,3,-36,-46,9714,200,110,8,-9999,-9999
82,2017,1,21,6,-31,-39,9699,180,90,7,-9999,-9999
83,2017,1,21,12,-57,-66,9768,60,40,8,-9999,-9999
84,2017,1,22,0,-83,-90,9859,70,20,7,-9999,-9999
85,2017,1,22,3,-110,-120,9867,280,20,2,-9999,-9999
86,2017,1,22,6,-106,-116,9868,260,30,7,-9999,-9999
87,2017,1,22,12,-107,-116,9860,360,20,7,-9999,-9999
88,2017,1,22,18,-96,-105,9893,30,40,6,-9999,-9999
89,2017,1,23,0,-95,-103,9933,360,50,7,-9999,-9999
