,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,7,178,175,-9999,210,26,-9999,-9999,-9999
1,2017,1,1,8,177,172,-9999,190,21,-9999,-9999,-9999
2,2017,1,1,9,178,172,-9999,0,0,-9999,-9999,-9999
3,2017,1,1,10,177,171,-9999,0,0,-9999,-9999,-9999
4,2017,1,1,11,177,172,-9999,0,0,-9999,-9999,-9999
5,2017,1,1,12,172,168,-9999,0,0,-9999,-9999,-9999
6,2017,1,1,13,168,165,-9999,0,0,-9999,-9999,-9999
7,2017,1,1,14,172,170,-9999,0,0,-9999,-9999,-9999
8,2017,1,1,15,173,171,-9999,0,0,-9999,-9999,-9999
9,2017,1,1,16,178,175,-9999,0,0,-9999,-9999,-9999
10,2017,1,1,17,165,160,-9999,10,21,-9999,-9999,-9999
11,2017,1,1,18,165,159,-9999,40,15,-9999,-9999,-9999
12,2017,1,1,19,185,167,-9999,360,21,-9999,-9999,-9999
13,2017,1,1,20,206,167,-9999,30,15,-9999,-9999,-9999
14,2017,1,1,21,220,172,-9999,0,0,-9999,-9999,-9999
15,2017,1,1,22,226,174,-9999,0,0,-9999,-9999,-9999
16,2017,1,1,23,235,179,-9999,160,31,-9999,-9999,-9999
17,2017,1,2,0,215,175,-9999,140,15,-9999,-9999,-9999
18,2017,1,2,1,200,170,-9999,150,15,-9999,-9999,-9999
19,2017,1,2,2,196,171,-9999,140,15,-9999,-9999,-9999
20,2017,1,2,3,186,173,-9999,130,21,-9999,-9999,-9999
21,2017,1,2,4,180,170,-9999,140,15,-9999,-9999,-9999
22,2017,1,2,5,188,178,-9999,140,15,-9999,-9999,-9999
23,2017,1,2,6,190,180,-9999,130,21,-9999,-9999,-9999
24,2017,1,2,7,197,192,-9999,140,31,-9999,-9999,-9999
25,2017,1,2,8,202,200,-9999,120,36,-9999,-9999,-9999
26,2017,1,2,9,201,200,-9999,140,26,-9999,-9999,-9999
27,2017,1,2,10,209,206,-9999,170,21,-9999,-9999,-9999
28,2017,1,2,11,215,212,-9999,130,21,-9999,30,-9999
29,2017,1,2,12,215,211,-9999,0,0,-9999,-9999,-9999
30,2017,1,2,13,150,145,-9999,320,108,-9999,188,-9999
31,2017,1,2,14,146,141,-9999,360,31,-9999,23,-9999
32,2017,1,2,15,148,142,-9999,0,0,-9999,5,-9999
