,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2002,1,1,1,,,-20.0,,,-30.0,-9999.0,-9999.0,,,,15.0,,,,,9.0,-9999.0,-9999.0,,
1,2002,1,1,3,,,-16.0,,,-38.0,10008.0,,,,50.0,,,100.0,,,,,7.0,-9999.0,-9999.0
2,2002,1,1,4,-9999.0,-9999.0,-9999.0,,,,40.0,,,108.0,,,,,7.0,-9999.0,-9999.0,,,,
3,2002,1,1,5,,,-20.0,,,-80.0,-9999.0,,,,40.0,,,113.0,,,,,7.0,-9999.0,-9999.0
4,2002,1,1,7,,,-20.0,,-100.0,-9999.0,,,,40.0,,,,87.0,,,,,7.0,-9999.0,-9999.0
5,2002,1,1,8,,,-20.0,,,-90.0,-9999.0,,,,30.0,,,103.0,,,,,7.0,-9999.0,-9999.0
6,2002,1,1,16,,,-40.0,,,-70.0,-9999.0,,,180.0,,,,26.0,,,,,4.0,-9999.0,-9999.0
7,2002,1,1,17,,,-40.0,,,-60.0,-9999.0,,,170.0,,,,21.0,,,,,4.0,-9999.0,-9999.0
8,2002,1,1,18,,,-52.0,,,-69.0,10122.0,,,220.0,,,,30.0,,,,,7.0,-9999.0,-9999.0
9,2002,1,1,19,,,-50.0,,-100.0,-9999.0,,,260.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
10,2002,1,1,20,,,-80.0,,-110.0,-9999.0,,,110.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,
11,2002,1,1,21,,,-36.0,,,-54.0,10158.0,,,150.0,,,,20.0,,,,,6.0,-9999.0,-9999.0
12,2002,1,1,22,,,-50.0,,,-70.0,-9999.0,,,190.0,,,,41.0,,,,,7.0,-9999.0,-9999.0
13,2002,1,1,23,,,-40.0,,,-70.0,-9999.0,,,230.0,,,,57.0,,,,,4.0,-9999.0,-9999.0
14,2002,1,2,0,,,-29.0,,,-54.0,10171.0,,,220.0,,,,40.0,,,,,6.0,-9999.0,-9999.0
15,2002,1,2,1,,,-20.0,,,-70.0,-9999.0,,,220.0,,,,57.0,,,,,7.0,-9999.0,-9999.0
16,2002,1,2,2,,,-20.0,,,-60.0,-9999.0,,,230.0,,,,67.0,,,,,4.0,-9999.0,-9999.0
17,2002,1,2,3,,,-21.0,,,-49.0,10187.0,,,210.0,,,,60.0,,,,,7.0,-9999.0,-9999.0
18,2002,1,2,4,,,-20.0,,,-50.0,-9999.0,,,220.0,,,,67.0,,,,,4.0,-9999.0,-9999.0
19,2002,1,2,5,,,-20.0,,,-40.0,-9999.0,,,210.0,,,,77.0,,,,,7.0,-9999.0,-9999.0
20,2002,1,2,6,,,-47.0,,,-87.0,10187.0,,,180.0,,,,60.0,,,,,6.0,-9999.0,-9999.0
21,2002,1,2,7,,,-20.0,,,-70.0,-9999.0,,,190.0,,,,77.0,,,,,7.0,-9999.0,-9999.0
22,2002,1,2,8,,,-30.0,,,-60.0,-9999.0,,,190.0,,,,77.0,,,,,7.0,-9999.0,-9999.0
23,2002,1,2,9,,,-19.0,,,-48.0,10176.0,,,180.0,,,100.0,,,,,7.0,-9999.0,-9999.0,
24,2002,1,2,10,,,-10.0,,,-50.0,-9999.0,,,190.0,,,118.0,,,,,7.0,-9999.0,-9999.0,
25,2002,1,2,11,,,-10.0,,,-40.0,-9999.0,,,200.0,,,108.0,,,,,7.0,-9999.0,-9999.0,
26,2002,1,2,12,,,,-8.0,,,-35.0,10144.0,,,190.0,,,120.0,,,,,7.0,-9999.0,-9999.0
27,2002,1,2,13,-9999.0,-9999.0,-9999.0,,,210.0,,,139.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
28,2002,1,2,15,,,,-1.0,,,-11.0,10098.0,,,210.0,,,110.0,,,,,8.0,-9999.0,-9999.0
29,2002,1,3,4,,,,60.0,,,,40.0,-9999.0,-9999.0,-9999.0,,,,,7.0,-9999.0,-9999.0,,,
30,2002,1,7,22,,,,60.0,,,,10.0,-9999.0,-9999.0,-9999.0,,,,,4.0,-9999.0,-9999.0,,,
31,2002,1,8,4,-9999.0,-9999.0,-9999.0,,,230.0,,,149.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
32,2002,1,8,7,,,,60.0,,,-10.0,-9999.0,,,230.0,,,159.0,,,,,4.0,-9999.0,-9999.0
33,2002,1,8,8,,,,50.0,,,-10.0,-9999.0,,,240.0,,,159.0,,,,,2.0,-9999.0,-9999.0
34,2002,1,8,10,,,,50.0,,,-10.0,-9999.0,,,240.0,,,154.0,,,,,4.0,-9999.0,-9999.0
35,2002,1,8,11,,,,50.0,,,-10.0,-9999.0,,,240.0,,,154.0,,,,,7.0,-9999.0,-9999.0
36,2002,1,8,13,,,,50.0,,,-10.0,-9999.0,,,230.0,,,118.0,,,,,4.0,-9999.0,-9999.0
37,2002,1,8,14,,,,50.0,,,-10.0,-9999.0,,,250.0,,,149.0,,,,,7.0,-9999.0,-9999.0
38,2002,1,8,16,,,,50.0,,,-20.0,-9999.0,,,240.0,,,134.0,,,,,4.0,-9999.0,-9999.0
39,2002,1,8,19,,,,40.0,,,-10.0,-9999.0,,,260.0,,,149.0,,,,,4.0,-9999.0,-9999.0
40,2002,1,8,20,,,,50.0,,,-30.0,-9999.0,,,260.0,,,185.0,,,,,7.0,-9999.0,-9999.0
41,2002,1,8,22,,,,30.0,,,-10.0,-9999.0,,,240.0,,,144.0,,,,,7.0,-9999.0,-9999.0
42,2002,1,8,23,,,,30.0,,,-20.0,-9999.0,,,260.0,,,159.0,,,,,7.0,-9999.0,-9999.0
43,2002,1,9,1,,,,30.0,,,-10.0,-9999.0,,,260.0,,,170.0,,,,,7.0,-9999.0,-9999.0
44,2002,1,9,2,,,,30.0,,,-10.0,-9999.0,,,260.0,,,144.0,,,,,7.0,-9999.0,-9999.0
45,2002,1,9,5,,,,40.0,,,-10.0,-9999.0,,,260.0,,,185.0,,,,,7.0,-9999.0,-9999.0
46,2002,1,9,6,,,,51.0,,,-15.0,10003.0,,,260.0,,,150.0,,,,,8.0,-9999.0,-9999.0
47,2002,1,9,7,,,,50.0,,,-20.0,-9999.0,,,260.0,,,149.0,,,,,7.0,-9999.0,-9999.0
48,2002,1,9,10,,,,50.0,,,-10.0,-9999.0,,,250.0,,,175.0,,,,,7.0,-9999.0,-9999.0
49,2002,1,9,11,,,,60.0,,,-10.0,-9999.0,,,240.0,,,149.0,,,,,7.0,-9999.0,-9999.0
50,2002,1,10,1,,,,48.0,,,,23.0,,9930.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,
51,2002,1,15,1,,,,,0.0,,,-60.0,-9999.0,,,,40.0,,,,41.0,-9999.0,-9999.0,-9999.0,
52,2002,1,15,2,,,,,0.0,,,-60.0,-9999.0,,,,50.0,,,,51.0,-9999.0,-9999.0,-9999.0,
53,2002,1,15,4,,,,,0.0,,,-50.0,-9999.0,,,,70.0,,,,67.0,-9999.0,-9999.0,-9999.0,
54,2002,1,15,5,,,,,0.0,,,-60.0,-9999.0,,,,90.0,,,,51.0,-9999.0,-9999.0,-9999.0,
55,2002,1,15,7,,,,,0.0,,,-60.0,-9999.0,,,,80.0,,,,72.0,-9999.0,-9999.0,-9999.0,
56,2002,1,15,8,,,,,0.0,,,-60.0,-9999.0,,,,90.0,,,,82.0,-9999.0,-9999.0,-9999.0,
57,2002,1,17,23,,,-10.0,,,-40.0,-9999.0,,,180.0,,,,62.0,,,,,2.0,-9999.0,-9999.0
58,2002,1,18,1,,,-10.0,,,-40.0,-9999.0,,,180.0,,,,57.0,,,,,2.0,-9999.0,-9999.0
59,2002,1,18,2,,,-20.0,,,-40.0,-9999.0,,,180.0,,,,41.0,,,,,2.0,-9999.0,-9999.0
60,2002,1,18,3,,,-27.0,,,-53.0,10060.0,,,170.0,,,,40.0,,,,,1.0,-9999.0,-9999.0
61,2002,1,18,4,,,-30.0,,,-50.0,-9999.0,,,180.0,,,,41.0,,,,,2.0,-9999.0,-9999.0
62,2002,1,18,5,,,-30.0,,,-40.0,-9999.0,,,180.0,,,,41.0,,,,,2.0,-9999.0,-9999.0
63,2002,1,18,6,,,-27.0,,,-47.0,10043.0,,,180.0,,,,50.0,,,,,1.0,-9999.0,-9999.0
64,2002,1,18,7,,,-20.0,,,-40.0,-9999.0,,,170.0,,,,36.0,,,,,2.0,-9999.0,-9999.0
65,2002,1,18,8,,,-30.0,,,-40.0,-9999.0,,,170.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,
66,2002,1,18,9,,,-26.0,,,-44.0,10036.0,,,180.0,,,,40.0,,,,,5.0,-9999.0,-9999.0
67,2002,1,18,10,,,-30.0,,,-40.0,-9999.0,,,180.0,,,,31.0,-9999.0,-9999.0,-9999.0,,,,
68,2002,1,18,11,,,-30.0,,,-50.0,-9999.0,,,180.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,
69,2002,1,18,12,,,-43.0,,,-63.0,10029.0,,,180.0,,,,20.0,,,,,3.0,-9999.0,-9999.0
70,2002,1,18,13,,,-50.0,,,-60.0,-9999.0,,,180.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,
71,2002,1,18,14,,,-50.0,,,-60.0,-9999.0,,,180.0,,,,26.0,-9999.0,-9999.0,-9999.0,,,,
72,2002,1,18,15,,,-35.0,,,-52.0,10025.0,,,190.0,,,,30.0,,,,,3.0,-9999.0,-9999.0
73,2002,1,18,16,,,,,0.0,,,-20.0,-9999.0,,,,50.0,,,,87.0,-9999.0,-9999.0,-9999.0,
74,2002,1,18,17,,,-20.0,,,-50.0,-9999.0,,,100.0,,,,36.0,-9999.0,-9999.0,-9999.0,,,,
75,2002,1,19,2,,,-10.0,,,-50.0,-9999.0,,,,40.0,,,103.0,,,,,2.0,-9999.0,-9999.0
76,2002,1,19,3,,,-11.0,,,-50.0,10046.0,,,,40.0,,,100.0,,,,,2.0,-9999.0,-9999.0
77,2002,1,19,10,,,-40.0,,-100.0,-9999.0,,,,70.0,,,,62.0,,,,,2.0,-9999.0,-9999.0
78,2002,1,19,11,-9999.0,-9999.0,10049.0,,,,70.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,,,
79,2002,1,19,12,,,-47.0,,-105.0,10053.0,,,,80.0,,,,50.0,,,,,1.0,-9999.0,-9999.0
80,2002,1,19,13,,,-50.0,,-100.0,-9999.0,,,,50.0,,,,77.0,,,,,2.0,-9999.0,-9999.0
81,2002,1,19,14,,,-50.0,,-100.0,-9999.0,,,,60.0,,,,82.0,,,,,4.0,-9999.0,-9999.0
82,2002,1,19,15,,,-50.0,,-106.0,10053.0,,,,60.0,,,,80.0,,,,,4.0,-9999.0,-9999.0
83,2002,1,19,16,,,-60.0,,-110.0,-9999.0,,,,70.0,,,,72.0,,,,,7.0,-9999.0,-9999.0
84,2002,1,19,17,,,-50.0,,-100.0,-9999.0,,,,70.0,,,,72.0,,,,,7.0,-9999.0,-9999.0
85,2002,1,19,18,,,-54.0,,-105.0,10049.0,,,,70.0,,,,60.0,,,,,7.0,-9999.0,-9999.0
86,2002,1,19,19,,,-50.0,,-100.0,-9999.0,,,,70.0,,,,57.0,,,,,7.0,-9999.0,-9999.0
87,2002,1,19,20,,,-50.0,,-100.0,-9999.0,,,,80.0,,,,62.0,,,,,7.0,-9999.0,-9999.0
88,2002,1,19,21,,,-61.0,,-108.0,10044.0,,,,80.0,,,,40.0,,,,,4.0,-9999.0,-9999.0
89,2002,1,19,22,,,-60.0,,-110.0,-9999.0,,,100.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
90,2002,1,19,23,,,-60.0,,-110.0,-9999.0,,,,80.0,,,,41.0,,,,,7.0,-9999.0,-9999.0
