,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
47,2009,1,5,12,,,230,,,220.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
48,2009,1,5,13,,,220,,,220.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
49,2009,1,5,14,,,230,,,220.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
50,2009,1,5,15,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
51,2009,1,5,16,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
52,2009,1,5,17,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
53,2009,1,5,18,,,250,,,240.0,-9999.0,,,180.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,
54,2009,1,5,19,,,240,,,240.0,-9999.0,,,180.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,,
55,2009,1,5,20,,,240,,,230.0,-9999.0,,,170.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,,,
56,2009,1,5,21,,,240,,,230.0,-9999.0,,,100.0,,,,15.0,,,,,7.0,-9999.0,-9999.0,,,
57,2009,1,5,22,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
58,2009,1,5,23,,,230,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
59,2009,1,6,12,,,230,,,220.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
60,2009,1,6,13,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
61,2009,1,6,14,,,280,,,230.0,-9999.0,,,,30.0,,,,21.0,,,,,4.0,-9999.0,-9999.0,,
62,2009,1,6,15,,,280,,,230.0,-9999.0,,,110.0,,,,15.0,,,,,2.0,-9999.0,-9999.0,,,
63,2009,1,6,16,,,300,,,240.0,-9999.0,,,360.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
64,2009,1,6,17,,,290,,,260.0,-9999.0,,,250.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
65,2009,1,6,18,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
66,2009,1,6,19,,,320,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
67,2009,1,6,20,,,310,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
68,2009,1,6,21,,,310,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
69,2009,1,6,22,,,290,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
70,2009,1,6,23,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
71,2009,1,7,12,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
72,2009,1,7,13,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
73,2009,1,7,14,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
74,2009,1,7,15,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
75,2009,1,7,16,,,310,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
76,2009,1,7,17,,,330,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
77,2009,1,7,18,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
78,2009,1,7,19,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
79,2009,1,7,20,,,310,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
80,2009,1,7,21,,,300,,,270.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
81,2009,1,7,22,,,280,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
82,2009,1,7,23,,,270,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
83,2009,1,8,12,,,230,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
84,2009,1,8,13,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
85,2009,1,8,14,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
86,2009,1,8,15,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
87,2009,1,8,16,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
88,2009,1,8,17,,,290,,,240.0,-9999.0,,,110.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
89,2009,1,8,18,,,290,,,240.0,-9999.0,,,130.0,,,,15.0,,,,,2.0,-9999.0,-9999.0,,,
90,2009,1,8,19,,,300,,,240.0,-9999.0,,,180.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
91,2009,1,8,20,,,310,,,240.0,-9999.0,,,120.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,
92,2009,1,8,21,,,310,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
93,2009,1,8,22,,,300,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
94,2009,1,8,23,,,270,,,260.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
95,2009,1,9,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
96,2009,1,9,13,,,260,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
97,2009,1,9,14,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
98,2009,1,9,15,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
99,2009,1,9,16,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
100,2009,1,9,17,,,290,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
101,2009,1,9,18,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
102,2009,1,9,19,,,250,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
103,2009,1,9,20,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
104,2009,1,9,21,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
105,2009,1,9,22,,,260,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
106,2009,1,9,23,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
107,2009,1,10,12,,,240,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
108,2009,1,10,13,,,240,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
109,2009,1,10,14,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
110,2009,1,10,15,,,240,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
111,2009,1,10,16,,,240,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
112,2009,1,10,17,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
113,2009,1,10,18,,,260,,,240.0,-9999.0,,,270.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
114,2009,1,10,19,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
115,2009,1,10,20,,,280,,,240.0,-9999.0,,,110.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
116,2009,1,10,21,,,280,,,240.0,-9999.0,,,240.0,,,,10.0,,,,,4.0,-9999.0,-9999.0,,,
117,2009,1,10,22,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
118,2009,1,10,23,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
119,2009,1,11,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
120,2009,1,11,13,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
121,2009,1,11,14,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
122,2009,1,11,15,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
123,2009,1,11,16,,,260,,,240.0,-9999.0,,,150.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
124,2009,1,11,17,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
125,2009,1,11,18,,,280,,,240.0,-9999.0,,,120.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,,,,
126,2009,1,11,19,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
127,2009,1,11,20,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
128,2009,1,11,21,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
129,2009,1,11,22,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
130,2009,1,11,23,,,250,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
131,2009,1,12,12,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
132,2009,1,12,13,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
133,2009,1,12,14,,,260,,,230.0,-9999.0,,,180.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
134,2009,1,12,15,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
135,2009,1,12,16,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
136,2009,1,12,17,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
137,2009,1,12,18,,,290,,,230.0,-9999.0,,,100.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
138,2009,1,12,19,,,270,,,240.0,-9999.0,,,180.0,,,,,5.0,,,,,7.0,-9999.0,-9999.0,,
139,2009,1,12,20,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
140,2009,1,12,21,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
141,2009,1,12,22,,,260,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
142,2009,1,12,23,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
143,2009,1,13,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
144,2009,1,13,13,,,260,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
145,2009,1,13,14,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
146,2009,1,13,15,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
147,2009,1,13,16,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
148,2009,1,13,17,,,270,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
149,2009,1,13,18,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
150,2009,1,13,19,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
151,2009,1,13,20,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
152,2009,1,13,21,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
153,2009,1,13,22,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
154,2009,1,13,23,,,260,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
155,2009,1,14,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
156,2009,1,14,13,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
157,2009,1,14,14,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
158,2009,1,14,15,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
159,2009,1,14,16,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
160,2009,1,14,17,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
161,2009,1,14,18,,,300,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
162,2009,1,14,19,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
163,2009,1,14,20,,,280,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
164,2009,1,14,21,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
165,2009,1,15,12,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
166,2009,1,15,13,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
167,2009,1,15,14,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
168,2009,1,15,15,,,260,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
169,2009,1,15,16,,,260,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
170,2009,1,15,17,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
171,2009,1,15,18,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
172,2009,1,15,19,,,280,,,240.0,-9999.0,,,250.0,,,,15.0,,,,,7.0,-9999.0,-9999.0,,,
173,2009,1,15,20,,,280,,,250.0,-9999.0,,,210.0,,,,10.0,-9999.0,-9999.0,-9999.0,,,,,,,
174,2009,1,15,21,,,270,,,240.0,-9999.0,,,240.0,,,,15.0,,,,,7.0,-9999.0,-9999.0,,,
175,2009,1,15,22,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
176,2009,1,15,23,,,260,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
177,2009,1,16,12,,,230,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
178,2009,1,16,13,,,240,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
179,2009,1,16,14,,,250,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
180,2009,1,16,15,,,270,,,240.0,-9999.0,,,350.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
181,2009,1,16,16,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
182,2009,1,16,17,,,290,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
183,2009,1,16,18,,,300,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
184,2009,1,16,19,,,310,,,260.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
185,2009,1,16,20,,,310,,,240.0,-9999.0,,,,30.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,,,,
186,2009,1,16,21,,,280,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
187,2009,1,16,22,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
188,2009,1,16,23,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
189,2009,1,17,12,,,230,,,230.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
190,2009,1,17,13,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
191,2009,1,17,14,,,270,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
192,2009,1,17,15,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
193,2009,1,17,16,,,290,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
194,2009,1,17,17,,,300,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
195,2009,1,17,18,,,310,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
196,2009,1,17,19,,,320,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
197,2009,1,17,20,,,320,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
198,2009,1,17,21,,,320,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
199,2009,1,17,22,,,300,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
200,2009,1,17,23,,,270,,,250.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
201,2009,1,18,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
202,2009,1,18,13,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,
203,2009,1,18,15,,,310,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
204,2009,1,18,16,,,320,,,250.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
205,2009,1,18,17,,,330,,,240.0,-9999.0,,,,30.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,
206,2009,1,18,18,,,330,,,240.0,-9999.0,,,,50.0,,,,15.0,,,,,7.0,-9999.0,-9999.0,,
207,2009,1,18,19,,,330,,,240.0,-9999.0,,,,50.0,,,,10.0,,,,,4.0,-9999.0,-9999.0,,
208,2009,1,18,20,,,330,,,250.0,-9999.0,,,,60.0,,,,15.0,,,,,2.0,-9999.0,-9999.0,,
209,2009,1,18,21,,,330,,,250.0,-9999.0,,,,90.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,
210,2009,1,18,22,,,310,,,270.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
211,2009,1,18,23,,,250,,,250.0,-9999.0,,,,60.0,,,,21.0,,,,,4.0,-9999.0,-9999.0,,
212,2009,1,19,12,,,250,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
213,2009,1,19,13,,,260,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
214,2009,1,19,14,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
215,2009,1,19,15,,,280,,,240.0,-9999.0,,,,,0.0,,,,,0.0,,,,,7.0,-9999.0,-9999.0
216,2009,1,19,16,,,300,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
217,2009,1,19,17,,,300,,,260.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
218,2009,1,19,18,,,320,,,270.0,-9999.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
