,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2009,1,1,1,,,250.0,,,220.0,-9999.0,,,,20.0,,,,36.0,,,,,7.0,-9999.0,-9999.0
1,2009,1,1,10,,,250.0,,,230.0,-9999.0,,,100.0,,,,,5.0,,,,,7.0,-9999.0,-9999.0
2,2009,1,1,11,,,250.0,,,230.0,-9999.0,,,120.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,
3,2009,1,1,12,,,260.0,,,230.0,-9999.0,,,,90.0,,,,15.0,,,,,7.0,-9999.0,-9999.0
4,2009,1,1,13,,,260.0,,,230.0,-9999.0,,,,60.0,,,,31.0,,,,,7.0,-9999.0,-9999.0
5,2009,1,1,14,,,260.0,,,230.0,-9999.0,,,,90.0,,,,31.0,,,,,7.0,-9999.0,-9999.0
6,2009,1,1,15,,,240.0,,,220.0,-9999.0,,,130.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
7,2009,1,1,16,,,250.0,,,210.0,-9999.0,,,,90.0,,,,51.0,,,,,7.0,-9999.0,-9999.0
8,2009,1,1,18,,,230.0,,,210.0,-9999.0,,,140.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
9,2009,1,1,19,,,230.0,,,210.0,-9999.0,,,180.0,,,,31.0,,,,,8.0,-9999.0,-9999.0,
10,2009,1,1,20,,,240.0,,,210.0,-9999.0,,,150.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
11,2009,1,1,21,,,240.0,,,200.0,-9999.0,,,170.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
12,2009,1,1,22,,,240.0,,,200.0,-9999.0,,,170.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,
13,2009,1,1,23,,,240.0,,,200.0,-9999.0,,,160.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,
14,2009,1,2,0,,,240.0,,,200.0,-9999.0,,,160.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
15,2009,1,2,1,,,240.0,,,200.0,-9999.0,,,170.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
16,2009,1,2,2,,,240.0,,,200.0,-9999.0,,,180.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
17,2009,1,2,9,,,230.0,,,200.0,-9999.0,,,190.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,
18,2009,1,2,10,,,220.0,,,210.0,-9999.0,,,170.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
19,2009,1,2,11,,,240.0,,,210.0,-9999.0,,,100.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
20,2009,1,2,12,,,240.0,,,210.0,-9999.0,,,100.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,
21,2009,1,2,13,,,240.0,,,200.0,-9999.0,,,120.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
22,2009,1,2,14,,,220.0,,,210.0,-9999.0,,,120.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
23,2009,1,2,15,,,220.0,,,210.0,-9999.0,,,100.0,,,,57.0,,,,,7.0,-9999.0,-9999.0,
24,2009,1,2,16,,,230.0,,,210.0,-9999.0,,,100.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,
25,2009,1,2,17,,,230.0,,,200.0,-9999.0,,,120.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
26,2009,1,2,18,,,230.0,,,210.0,-9999.0,,,100.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,
27,2009,1,2,19,,,230.0,,,200.0,-9999.0,,,100.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,
28,2009,1,2,20,,,230.0,,,200.0,-9999.0,,,100.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
29,2009,1,2,21,,,230.0,,,200.0,-9999.0,,,100.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
30,2009,1,2,22,,,230.0,,,200.0,-9999.0,,,,90.0,,,,41.0,,,,,7.0,-9999.0,-9999.0
31,2009,1,2,23,,,230.0,,,200.0,-9999.0,,,100.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
32,2009,1,3,0,,,230.0,,,200.0,-9999.0,,,110.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
33,2009,1,3,1,,,220.0,,,200.0,-9999.0,,,,90.0,,,,51.0,,,,,7.0,-9999.0,-9999.0
34,2009,1,3,9,,,200.0,,,190.0,-9999.0,,,240.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,
35,2009,1,3,10,,,210.0,,,200.0,-9999.0,,,260.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,
36,2009,1,3,11,,,210.0,,,200.0,-9999.0,,,240.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
37,2009,1,3,12,,,210.0,,,200.0,-9999.0,,,240.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
38,2009,1,3,13,,,220.0,,,200.0,-9999.0,,,210.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
39,2009,1,3,14,,,220.0,,,200.0,-9999.0,,,240.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
40,2009,1,3,15,,,220.0,,,210.0,-9999.0,,,240.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
41,2009,1,3,16,,,220.0,,,200.0,-9999.0,,,220.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
42,2009,1,3,17,,,230.0,,,200.0,-9999.0,,,220.0,,,,46.0,,,,,4.0,-9999.0,-9999.0,
43,2009,1,3,18,,,260.0,,,190.0,-9999.0,,,200.0,,,,46.0,,,,,4.0,-9999.0,-9999.0,
44,2009,1,3,19,,,260.0,,,180.0,-9999.0,,,210.0,,,,57.0,,,,,7.0,-9999.0,-9999.0,
45,2009,1,3,20,,,240.0,,,170.0,-9999.0,,,210.0,,,,57.0,,,,,7.0,-9999.0,-9999.0,
46,2009,1,3,21,,,230.0,,,150.0,-9999.0,,,210.0,,,,51.0,,,,,4.0,-9999.0,-9999.0,
47,2009,1,3,22,,,220.0,,,140.0,-9999.0,,,190.0,,,,36.0,,,,,2.0,-9999.0,-9999.0,
48,2009,1,3,23,,,210.0,,,140.0,-9999.0,,,210.0,,,,51.0,,,,,2.0,-9999.0,-9999.0,
49,2009,1,4,0,,,210.0,,,150.0,-9999.0,,,180.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
50,2009,1,4,1,,,200.0,,,150.0,-9999.0,,,200.0,,,,41.0,,,,,7.0,-9999.0,-9999.0,
51,2009,1,4,8,,,190.0,,,160.0,-9999.0,,,220.0,,,,31.0,,,,,7.0,-9999.0,-9999.0,
52,2009,1,4,9,,,180.0,,,150.0,-9999.0,,,230.0,,,,26.0,,,,,4.0,-9999.0,-9999.0,
53,2009,1,4,10,,,190.0,,,160.0,-9999.0,,,230.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,
54,2009,1,4,11,,,200.0,,,160.0,-9999.0,,,230.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,
55,2009,1,4,12,,,210.0,,,160.0,-9999.0,,,220.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,
56,2009,1,4,13,,,240.0,,,160.0,-9999.0,,,180.0,,,,36.0,,,,,4.0,-9999.0,-9999.0,
57,2009,1,4,14,,,240.0,,,150.0,-9999.0,,,160.0,,,,51.0,,,,,7.0,-9999.0,-9999.0,
58,2009,1,4,15,,,240.0,,,150.0,-9999.0,,,140.0,,,,57.0,,,,,4.0,-9999.0,-9999.0,
59,2009,1,4,16,,,200.0,,,170.0,-9999.0,,,130.0,,,,72.0,,,,,7.0,-9999.0,-9999.0,
