,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,2010,1,1,6,,-146.0,,-167.0,10215.0,,,,50.0,,,,10.0,,,,,8.0,-9999.0,-9999.0
1,2010,1,1,9,,-165.0,,-186.0,10230.0,,,,50.0,,,,10.0,,,,,8.0,-9999.0,-9999.0
2,2010,1,1,12,,-140.0,,-161.0,10237.0,,,,50.0,,,,10.0,,,,,8.0,-9999.0,-9999.0
3,2010,1,1,15,,-178.0,,-199.0,10238.0,,,,50.0,,,,30.0,,,,,8.0,-9999.0,-9999.0
4,2010,1,1,18,,-165.0,,-185.0,10240.0,,,180.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,
5,2010,1,2,0,,-158.0,,-178.0,10227.0,,,180.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,
6,2010,1,2,6,,-163.0,,-183.0,10210.0,,,180.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,
7,2010,1,2,9,,-170.0,,-188.0,10195.0,,,220.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
8,2010,1,2,12,,-178.0,,-199.0,10172.0,,,220.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
9,2010,1,2,15,,-174.0,,-198.0,10145.0,,,270.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
10,2010,1,2,18,,-171.0,,-197.0,10114.0,,,270.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
11,2010,1,3,0,,-174.0,,-198.0,10035.0,,,270.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
12,2010,1,3,6,,-178.0,,-201.0,10000.0,,,270.0,,,,10.0,,,,,5.0,-9999.0,-9999.0,
13,2010,1,3,9,,-213.0,,-236.0,,9999.0,,,220.0,,,,30.0,,,,,8.0,-9999.0,-9999.0
14,2010,1,3,12,,-215.0,,-240.0,,9994.0,,,220.0,,,,10.0,,,,,8.0,-9999.0,-9999.0
15,2010,1,3,15,,-202.0,,-228.0,10000.0,,,320.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,
16,2010,1,3,18,,-176.0,,-203.0,10019.0,,,360.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
17,2010,1,4,0,,-204.0,,-234.0,10059.0,,,360.0,,,,50.0,,,,,6.0,-9999.0,-9999.0,
18,2010,1,4,9,,-314.0,,-341.0,10113.0,,,360.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,
19,2010,1,4,12,,-334.0,,-361.0,10118.0,,,360.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,
20,2010,1,4,15,,-334.0,,-358.0,10124.0,,,360.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,
21,2010,1,4,18,,-340.0,,-366.0,10123.0,,,220.0,,,,30.0,,,,,0.0,-9999.0,-9999.0,
22,2010,1,5,0,,-296.0,,-323.0,10121.0,,,220.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,
23,2010,1,5,9,,-268.0,,-296.0,10125.0,,,220.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,
24,2010,1,5,12,,-272.0,,-300.0,10129.0,,,340.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,
25,2010,1,5,15,,-296.0,,-323.0,10135.0,,,360.0,,,,10.0,,,,,4.0,-9999.0,-9999.0,
26,2010,1,6,0,,-348.0,,-375.0,10148.0,,,360.0,,,,10.0,,,,,0.0,-9999.0,-9999.0,
27,2010,1,6,12,,-365.0,,-391.0,10162.0,,,180.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,
28,2010,1,6,15,,-380.0,,-407.0,10167.0,,,180.0,,,,30.0,,,,,0.0,-9999.0,-9999.0,
