,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2011,1,1,1,,,360.0,,,124.0,10097.0,,,,60.0,,,,31.0,,,,,0.0,-9999.0,-9999.0
2011,1,1,2,,,370.0,,,120.0,-9999.0,,,360.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,3,,,390.0,,,128.0,10088.0,,,340.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,5,,,410.0,,,220.0,-9999.0,,,250.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,6,,,404.0,,,307.0,10068.0,,,190.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,7,,,380.0,-9999.0,10073.0,,,180.0,,,,87.0,,,,,0.0,-9999.0,-9999.0,,,
2011,1,1,8,,,380.0,-9999.0,-9999.0,,,180.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,,,
2011,1,1,9,,,343.0,,,246.0,10087.0,,,150.0,,,,87.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,10,,,316.0,,,167.0,10101.0,,,160.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,11,,,300.0,,,160.0,-9999.0,,,160.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,12,,,280.0,,,155.0,10108.0,,,130.0,,,,87.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,13,,,231.0,,,156.0,10105.0,,,120.0,,,,62.0,,,,,4.0,-9999.0,-9999.0,
2011,1,1,14,,,230.0,,,140.0,-9999.0,,,160.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,15,,,234.0,,,119.0,10102.0,,,150.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,16,,,224.0,,,116.0,10099.0,,,160.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,17,,,220.0,,,120.0,-9999.0,,,160.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,18,,,210.0,,,119.0,10095.0,,,150.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
2011,1,1,19,,,204.0,,,108.0,10099.0,,,160.0,,,,36.0,,,,,1.0,-9999.0,-9999.0,
2011,1,1,20,,,200.0,,,110.0,-9999.0,,,160.0,,,,46.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,1,21,,,213.0,,,119.0,10104.0,,,170.0,,,,57.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,1,22,,,238.0,,,129.0,10117.0,,,170.0,,,,72.0,,,,,1.0,-9999.0,-9999.0,
2011,1,1,23,,,250.0,,,130.0,-9999.0,,,150.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,0,,,279.0,,,126.0,10114.0,,,150.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,2,1,,,316.0,,,119.0,10115.0,,,150.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,2,,,330.0,,,120.0,-9999.0,,,160.0,,,,67.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,2,3,,,349.0,,,116.0,10104.0,,,140.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,2,5,,,370.0,,,,90.0,-9999.0,,,170.0,,,,57.0,,,,,0.0,-9999.0,-9999.0
2011,1,2,6,,,369.0,,,107.0,10082.0,,,150.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,7,,,371.0,,,115.0,10082.0,,,180.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,8,,,370.0,,,140.0,-9999.0,,,160.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,9,,,341.0,-9999.0,10095.0,,,190.0,,,103.0,,,,,0.0,-9999.0,-9999.0,,,,
2011,1,2,10,,,311.0,,,150.0,10104.0,,,150.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,11,,,300.0,,,140.0,-9999.0,,,160.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,12,,,285.0,,,150.0,10108.0,,,150.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,13,,,258.0,,,154.0,10116.0,,,150.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,14,,,250.0,,,160.0,-9999.0,,,140.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,15,,,237.0,,,154.0,10108.0,,,140.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,16,,,218.0,,,130.0,10110.0,,,150.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,17,,,220.0,,,120.0,-9999.0,,,160.0,,,,36.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,18,,,205.0,,,116.0,10104.0,,,160.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,19,,,193.0,,,116.0,10101.0,,,160.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
2011,1,2,20,,,190.0,,,120.0,-9999.0,,,160.0,,,,51.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,2,21,,,195.0,,,119.0,10109.0,,,170.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,2,22,,,229.0,,,151.0,10120.0,,,170.0,,,,57.0,,,,,1.0,-9999.0,-9999.0,
2011,1,2,23,,,240.0,,,160.0,-9999.0,,,170.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,3,0,,,264.0,,,194.0,10116.0,,,160.0,,,,62.0,-9999.0,-9999.0,-9999.0,,,,,
2011,1,3,1,,,299.0,-9999.0,10121.0,,,190.0,,,,46.0,,,,,2.0,-9999.0,-9999.0,,,
