,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2008,1,1,1,,,-26.0,,,-71.0,10352.0,,,,60.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
1,2008,1,1,2,,,-26.0,,,-71.0,10351.0,,,110.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
2,2008,1,1,3,,,-18.0,,,-74.0,10351.0,,,100.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
3,2008,1,1,4,,,-15.0,,,-71.0,10353.0,,,110.0,,,,40.0,-9999.0,,,,-1.0,-9999.0,
4,2008,1,1,5,,,-38.0,,,-75.0,10358.0,,,160.0,,,,10.0,-9999.0,,,,-1.0,-9999.0,
5,2008,1,1,6,,,-37.0,,,-75.0,10360.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,
6,2008,1,1,7,,,-13.0,,,-71.0,10359.0,,,,60.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
7,2008,1,1,8,,,-19.0,,,-73.0,10363.0,,,,90.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
8,2008,1,1,9,,,-15.0,,,-69.0,10364.0,,,110.0,,,,10.0,-9999.0,,,,-1.0,-9999.0,
9,2008,1,1,11,,,-12.0,,,-70.0,10366.0,,,300.0,,,,10.0,-9999.0,,,,-1.0,-9999.0,
10,2008,1,1,13,,,,-5.0,,,-63.0,10361.0,,,360.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
11,2008,1,1,14,,,,-6.0,,,-64.0,10367.0,,,350.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
12,2008,1,1,17,,,,-7.0,,,-65.0,10374.0,,,320.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
13,2008,1,1,18,,,-17.0,,,-61.0,10371.0,,,260.0,,,,20.0,-9999.0,-9999.0,-9999.0,,,,
14,2008,1,2,3,,,,11.0,,,-49.0,10374.0,,,340.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
15,2008,1,2,5,,,,12.0,,,-48.0,10373.0,,,340.0,,,,30.0,-9999.0,,,,-1.0,-9999.0
16,2008,1,2,6,,,,12.0,,,-48.0,10375.0,,,340.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,
17,2008,1,2,18,,,,,6.0,,,-67.0,10397.0,,,,80.0,,,,50.0,-9999.0,-9999.0,-9999.0,
18,2008,1,3,2,,,-11.0,,,-73.0,10392.0,,,,10.0,,,,20.0,-9999.0,,,,-1.0,-9999.0
19,2008,1,3,5,,,-10.0,,,-89.0,10384.0,,,200.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
20,2008,1,3,6,,,-11.0,,-101.0,10381.0,,,,60.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,,
21,2008,1,3,7,,,-11.0,,-106.0,10381.0,,,,60.0,,,,50.0,-9999.0,,,,-1.0,-9999.0,
22,2008,1,3,8,,,-16.0,,-104.0,10382.0,,,,10.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
23,2008,1,3,9,,,-17.0,,,-89.0,10381.0,,,350.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
24,2008,1,3,10,,,-21.0,,,-81.0,10375.0,,,340.0,,,,20.0,-9999.0,,,,-1.0,-9999.0,
25,2008,1,3,11,,,-19.0,,-100.0,10373.0,,,350.0,,,,40.0,-9999.0,,,,-1.0,-9999.0,,
26,2008,1,3,12,,,-23.0,,,-97.0,10371.0,,,350.0,,,,30.0,-9999.0,-9999.0,,,,,0.0
27,2008,1,3,13,,,-23.0,,-103.0,10367.0,,,,40.0,,,,40.0,-9999.0,,,,-1.0,-9999.0,
28,2008,1,3,14,,,-25.0,,,-96.0,10362.0,,,330.0,,,,60.0,-9999.0,,,,-1.0,-9999.0,
29,2008,1,3,15,,,-26.0,,,-97.0,10357.0,,,,10.0,,,,30.0,-9999.0,,,,-1.0,-9999.0
30,2008,1,3,16,,,-29.0,,,-94.0,10351.0,,,,30.0,,,,30.0,-9999.0,,,,-1.0,-9999.0
31,2008,1,3,17,,,-27.0,,,-96.0,10348.0,,,,50.0,,,,50.0,-9999.0,,,,-1.0,-9999.0
32,2008,1,3,18,,,-26.0,,-100.0,10347.0,,,,70.0,,,,40.0,-9999.0,-9999.0,-9999.0,,,,
33,2008,1,3,19,,,-19.0,,-102.0,10342.0,,,,60.0,,,,70.0,-9999.0,,,,-1.0,-9999.0,
34,2008,1,3,20,,,-17.0,,-105.0,10349.0,,,,60.0,,,,80.0,-9999.0,,,,-1.0,-9999.0,
