,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2000,1,3,16,,,170.0,,,140.0,-9999.0,,,230.0,,,,26.0,,,,,8.0,-9999.0,-9999.0
1,2000,1,3,19,,,200.0,,,150.0,-9999.0,,,240.0,,,,15.0,,,,,8.0,-9999.0,-9999.0
2,2000,1,3,22,,,200.0,,,140.0,-9999.0,,,200.0,,,,26.0,,,,,8.0,-9999.0,-9999.0
3,2000,1,4,1,,,190.0,,,140.0,-9999.0,,,210.0,,,,26.0,,,,,8.0,-9999.0,-9999.0
4,2000,1,4,4,,,180.0,,,130.0,-9999.0,,,200.0,,,,31.0,,,,,8.0,-9999.0,-9999.0
5,2000,1,4,8,,,160.0,,,130.0,-9999.0,,,210.0,,,,31.0,,,,,0.0,-9999.0,-9999.0
6,2000,1,4,11,,,160.0,,,130.0,-9999.0,,,190.0,,,,31.0,,,,,8.0,-9999.0,-9999.0
7,2000,1,4,12,,,170.0,,,130.0,-9999.0,,,200.0,,,,41.0,,,,,8.0,-9999.0,-9999.0
8,2000,1,4,15,,,180.0,,,140.0,-9999.0,,,190.0,,,,57.0,,,,,8.0,-9999.0,-9999.0
9,2000,1,4,16,,,170.0,,,140.0,-9999.0,,,210.0,,,,41.0,,,,,8.0,-9999.0,-9999.0
10,2000,1,4,23,,,120.0,,,100.0,-9999.0,,,270.0,,,,15.0,,,,,8.0,-9999.0,-9999.0
11,2000,1,7,20,,,140.0,,,-40.0,-9999.0,,,310.0,,,,62.0,,,,,0.0,-9999.0,-9999.0
12,2000,1,14,7,-9999.0,-9999.0,-9999.0,,,340.0,,,103.0,-9999.0,-9999.0,-9999.0,,,,,,,,,
13,2000,1,14,11,,,-30.0,,-120.0,-9999.0,,,340.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
14,2000,1,14,13,,,-40.0,,-120.0,-9999.0,,,350.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,
15,2000,1,14,16,,,,10.0,,-130.0,-9999.0,,,350.0,,,,46.0,,,,,0.0,-9999.0,-9999.0
16,2000,1,14,19,,,,30.0,,-140.0,-9999.0,,,330.0,,,,67.0,,,,,0.0,-9999.0,-9999.0
17,2000,1,14,20,,,,30.0,,-140.0,-9999.0,,,320.0,,,,62.0,,,,,0.0,-9999.0,-9999.0
18,2000,1,14,21,,,,20.0,,-140.0,-9999.0,,,330.0,,,,67.0,,,,,0.0,-9999.0,-9999.0
19,2000,1,15,19,,,,60.0,,-100.0,-9999.0,,,190.0,,,,26.0,,,,,0.0,-9999.0,-9999.0
20,2000,1,17,13,,,-20.0,,-110.0,-9999.0,,,320.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,
21,2000,1,17,18,,,,50.0,,-120.0,-9999.0,,,280.0,,,,15.0,,,,,0.0,-9999.0,-9999.0
22,2000,1,17,22,,,,40.0,,-120.0,-9999.0,,,360.0,,,,15.0,-9999.0,-9999.0,-9999.0,,,,
23,2000,1,18,15,,,-30.0,,,-70.0,-9999.0,,,150.0,,,,21.0,,,,,8.0,-9999.0,-9999.0
24,2000,1,18,17,,,-30.0,,,-60.0,-9999.0,,,150.0,,,,15.0,,,,,8.0,-9999.0,-9999.0
25,2000,1,18,18,-9999.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,
26,2000,3,3,18,,,160.0,,,-40.0,-9999.0,,,360.0,,,,15.0,,,,,0.0,-9999.0,-9999.0
27,2000,3,3,21,,,210.0,,,-40.0,-9999.0,,,140.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
28,2000,3,3,22,,,190.0,,,-40.0,-9999.0,,,210.0,,,,15.0,,,,,0.0,-9999.0,-9999.0
29,2000,3,5,14,,,130.0,,,-30.0,-9999.0,,,220.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
30,2000,3,9,18,,,270.0,,,110.0,-9999.0,,,230.0,,,,46.0,,,,,0.0,-9999.0,-9999.0
31,2000,3,9,23,,,240.0,,,110.0,-9999.0,,,240.0,,,,26.0,,,,,0.0,-9999.0,-9999.0
32,2000,3,10,1,,,220.0,,,110.0,-9999.0,,,260.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
33,2000,3,10,13,,,140.0,,,,80.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
34,2000,3,10,21,,,270.0,,,,60.0,-9999.0,,,210.0,,,,21.0,-9999.0,-9999.0,-9999.0,,,
35,2000,3,11,15,,,200.0,,,140.0,-9999.0,,,210.0,,,,26.0,,,,,8.0,-9999.0,-9999.0
36,2000,3,11,18,,,230.0,,,140.0,-9999.0,,,220.0,,,,41.0,,,,,7.0,-9999.0,-9999.0
37,2000,3,11,19,,,230.0,,,140.0,-9999.0,,,210.0,,,,62.0,,,,,7.0,-9999.0,-9999.0
38,2000,3,11,23,,,220.0,,,120.0,-9999.0,,,230.0,,,,15.0,,,,,7.0,-9999.0,-9999.0
39,2000,3,12,2,,,160.0,,,130.0,-9999.0,,,200.0,,,,46.0,,,,,8.0,-9999.0,-9999.0
40,2000,3,12,4,,,150.0,,,130.0,-9999.0,,,210.0,,,,41.0,,,,,7.0,-9999.0,-9999.0
41,2000,3,12,5,,,160.0,,,130.0,-9999.0,,,220.0,,,,15.0,,,,,8.0,-9999.0,-9999.0
42,2000,3,12,15,,,,50.0,,,-30.0,-9999.0,,,320.0,,,103.0,,,,,8.0,-9999.0,-9999.0
43,2000,3,13,19,,,110.0,,,-60.0,-9999.0,,,200.0,,,,15.0,,,,,0.0,-9999.0,-9999.0
44,2000,3,13,21,,,120.0,,,-60.0,-9999.0,,,190.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
45,2000,3,14,16,,,140.0,,,-30.0,-9999.0,,,220.0,,,,26.0,,,,,0.0,-9999.0,-9999.0
46,2000,3,14,18,,,180.0,,,-20.0,-9999.0,,,210.0,,,,36.0,,,,,0.0,-9999.0,-9999.0
47,2000,3,14,19,,,180.0,,,-30.0,-9999.0,,,330.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
48,2000,3,16,16,,,170.0,,,100.0,-9999.0,,,160.0,,,,21.0,,,,,7.0,-9999.0,-9999.0
