,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
59,2000,1,3,15,,-200.0,,-220.0,-9999.0,,,300.0,,,,57.0,,,,,7.0,-9999.0,-9999.0,,,,
60,2000,1,3,16,,-180.0,,-260.0,-9999.0,,,280.0,,,,31.0,,,,,8.0,-9999.0,-9999.0,,,,
61,2000,1,3,17,,-170.0,,-280.0,-9999.0,,,290.0,,,,41.0,,,,,8.0,-9999.0,-9999.0,,,,
62,2000,1,3,18,,-170.0,,-230.0,-9999.0,,,290.0,,,,67.0,,,,,8.0,-9999.0,-9999.0,,,,
63,2000,1,3,19,,-170.0,,-240.0,-9999.0,,,300.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,,,
64,2000,1,3,20,,-160.0,,-200.0,-9999.0,,,310.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,,,
65,2000,1,3,21,,-170.0,,-310.0,-9999.0,,,310.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,,,
66,2000,1,3,22,,-170.0,,-280.0,-9999.0,,,310.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,,
67,2000,1,3,23,,-190.0,,-290.0,-9999.0,,,270.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,,,
68,2000,1,4,0,,-220.0,,-290.0,-9999.0,,,270.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,,
69,2000,1,4,1,,-220.0,,-330.0,-9999.0,,,290.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,,,,
70,2000,1,4,2,,-230.0,,-250.0,-9999.0,,,290.0,,,,36.0,,,,,0.0,-9999.0,-9999.0,,,,
71,2000,1,4,3,,-240.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
72,2000,1,4,4,,-260.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
73,2000,1,4,5,,-270.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
74,2000,1,4,6,,-300.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
75,2000,1,4,7,,-280.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
76,2000,1,4,8,,-300.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
77,2000,1,4,9,,-310.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
78,2000,1,4,10,,-290.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
79,2000,1,4,11,,-290.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
80,2000,1,4,12,,-290.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,,
81,2000,1,4,13,-9999.0,-9999.0,-9999.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0,,,,,,,
82,2000,1,4,14,,-280.0,,-290.0,-9999.0,,,160.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,,
83,2000,1,4,16,,-260.0,-9999.0,-9999.0,,,190.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,,,,
84,2000,1,4,17,,-220.0,,-230.0,-9999.0,,,190.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,,,,
85,2000,1,4,18,,-190.0,,-320.0,-9999.0,,,140.0,,,,31.0,,,,,8.0,-9999.0,-9999.0,,,,
86,2000,1,4,19,,-160.0,,-290.0,-9999.0,,,170.0,,,,36.0,,,,,8.0,-9999.0,-9999.0,,,,
87,2000,1,4,20,,-130.0,,-290.0,-9999.0,,,200.0,,,,36.0,,,,,8.0,-9999.0,-9999.0,,,,
88,2000,1,4,21,,-110.0,,-220.0,-9999.0,,,190.0,,,,21.0,,,,,8.0,-9999.0,-9999.0,,,,
89,2000,1,4,22,,-110.0,,-200.0,-9999.0,,,180.0,,,,26.0,,,,,8.0,-9999.0,-9999.0,,,,
90,2000,1,4,23,,-100.0,-9999.0,-9999.0,,,170.0,,,,21.0,,,,,8.0,-9999.0,-9999.0,,,,,
91,2000,1,5,0,,,-90.0,,-180.0,-9999.0,,,180.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,,,
92,2000,1,5,1,,,-70.0,,-110.0,-9999.0,,,200.0,,,,26.0,,,,,8.0,-9999.0,-9999.0,,,
93,2000,1,5,2,,,-50.0,,,-90.0,-9999.0,,,200.0,,,,46.0,,,,,8.0,-9999.0,-9999.0,,
94,2000,1,5,4,,,-40.0,,,-70.0,-9999.0,,,180.0,,,,51.0,,,,,8.0,-9999.0,-9999.0,,
95,2000,1,5,5,,,-30.0,,,-60.0,-9999.0,,,210.0,,,,77.0,,,,,2.0,-9999.0,-9999.0,,
96,2000,1,5,6,,,-30.0,,,-60.0,-9999.0,,,200.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,,
97,2000,1,5,7,,,-40.0,,,-60.0,-9999.0,,,200.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,
98,2000,1,5,8,,,,20.0,,,-30.0,-9999.0,,,260.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
99,2000,1,5,9,,,,30.0,,,-30.0,-9999.0,,,280.0,,,,93.0,,,,,0.0,-9999.0,-9999.0,
100,2000,1,5,10,,,,20.0,,,-30.0,-9999.0,,,280.0,,,134.0,,,,,0.0,-9999.0,-9999.0,,
101,2000,1,5,11,,,,10.0,,,-30.0,-9999.0,,,290.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
102,2000,1,5,12,,,,20.0,,,-30.0,-9999.0,,,280.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
103,2000,1,5,13,,,,10.0,,,-30.0,-9999.0,,,290.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
104,2000,1,5,14,,,,10.0,,,-30.0,-9999.0,,,280.0,,,,51.0,,,,,8.0,-9999.0,-9999.0,
105,2000,1,5,15,,,,10.0,,,-30.0,-9999.0,,,300.0,,,,57.0,,,,,8.0,-9999.0,-9999.0,
106,2000,1,5,16,,,,10.0,,,-30.0,-9999.0,,,330.0,,,,57.0,,,,,8.0,-9999.0,-9999.0,
107,2000,1,5,17,,,-10.0,,,-50.0,-9999.0,,,310.0,,,,87.0,,,,,8.0,-9999.0,-9999.0,,
108,2000,1,5,18,,,-20.0,,,-60.0,-9999.0,,,310.0,,,,62.0,,,,,8.0,-9999.0,-9999.0,,
109,2000,1,5,19,,,-30.0,,,-70.0,-9999.0,,,320.0,,,,67.0,,,,,8.0,-9999.0,-9999.0,,
110,2000,1,5,21,,,-40.0,,,-80.0,-9999.0,,,320.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,,
111,2000,1,5,22,,,-20.0,,,-80.0,-9999.0,,,320.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,,
112,2000,1,6,1,,,-80.0,,-100.0,-9999.0,,,310.0,,,,15.0,,,,,4.0,-9999.0,-9999.0,,,
113,2000,1,6,2,,-100.0,,-110.0,-9999.0,,,320.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,,,
114,2000,1,6,3,,-120.0,,-160.0,-9999.0,,,360.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,,
115,2000,1,6,4,,,-30.0,,,-80.0,-9999.0,,,290.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,,
116,2000,1,6,5,,,-30.0,,,-60.0,-9999.0,,,280.0,,,,67.0,,,,,7.0,-9999.0,-9999.0,,
117,2000,1,6,6,,,-20.0,,,-70.0,-9999.0,,,280.0,,,,82.0,,,,,4.0,-9999.0,-9999.0,,
118,2000,1,6,7,,,-20.0,,,-70.0,-9999.0,,,300.0,,,,87.0,,,,,7.0,-9999.0,-9999.0,,
119,2000,1,6,8,,,-30.0,,,-90.0,-9999.0,,,310.0,,,103.0,,,,,4.0,-9999.0,-9999.0,,,
120,2000,1,6,9,,,-50.0,,-110.0,-9999.0,,,320.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,,,
121,2000,1,6,10,,,-60.0,,-130.0,-9999.0,,,320.0,,,,93.0,,,,,7.0,-9999.0,-9999.0,,,
122,2000,1,6,11,,,-70.0,,-120.0,-9999.0,,,310.0,,,,87.0,,,,,8.0,-9999.0,-9999.0,,,
123,2000,1,6,12,,,-80.0,,-120.0,-9999.0,,,290.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,,,
124,2000,1,6,13,,,-70.0,,-110.0,-9999.0,,,280.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,,,
125,2000,1,6,14,,,-70.0,,-110.0,-9999.0,,,270.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,,,
126,2000,1,6,15,,,-70.0,,-110.0,-9999.0,,,280.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,,,
127,2000,1,6,16,,,-60.0,,,-90.0,-9999.0,,,290.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,,
128,2000,1,6,17,,,-40.0,,,-90.0,-9999.0,,,300.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,,
129,2000,1,6,18,,,-40.0,,,-90.0,-9999.0,,,310.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,,
130,2000,1,6,20,,,-30.0,,,-90.0,-9999.0,,,280.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,,
131,2000,1,6,21,,,-20.0,,,-90.0,-9999.0,,,270.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,
132,2000,1,6,22,,,-20.0,,,-90.0,-9999.0,,,270.0,,,,36.0,,,,,0.0,-9999.0,-9999.0,,
133,2000,1,6,23,,,-40.0,,-110.0,-9999.0,,,240.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,
134,2000,1,7,0,,,-70.0,,,-90.0,-9999.0,,,260.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,
135,2000,1,7,1,,-100.0,,-140.0,-9999.0,,,190.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,,
136,2000,1,7,2,,-120.0,,-150.0,-9999.0,,,190.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,,
137,2000,1,7,3,,-110.0,,-120.0,-9999.0,,,200.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,,,
138,2000,1,7,4,,-120.0,,-140.0,-9999.0,,,180.0,,,,15.0,,,,,0.0,-9999.0,-9999.0,,,,
139,2000,1,7,5,,-120.0,,-170.0,-9999.0,,,190.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,,,
140,2000,1,7,7,,-120.0,,-160.0,-9999.0,,,160.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,,,
141,2000,1,7,8,,-110.0,,-130.0,-9999.0,,,200.0,,,,51.0,,,,,7.0,-9999.0,-9999.0,,,,
142,2000,1,7,9,,-100.0,,-110.0,-9999.0,,,190.0,,,,51.0,,,,,2.0,-9999.0,-9999.0,,,,
143,2000,1,7,10,,,-90.0,,-120.0,-9999.0,,,190.0,,,,46.0,,,,,7.0,-9999.0,-9999.0,,,
144,2000,1,7,11,,,-70.0,,,-90.0,-9999.0,,,190.0,,,,26.0,,,,,8.0,-9999.0,-9999.0,,
145,2000,1,7,12,,,-50.0,,,-70.0,-9999.0,,,200.0,,,,51.0,,,,,8.0,-9999.0,-9999.0,,
146,2000,1,7,13,,,,10.0,,,-40.0,-9999.0,,,240.0,,,,72.0,,,,,8.0,-9999.0,-9999.0,
147,2000,1,7,14,,,,10.0,,,-50.0,-9999.0,,,220.0,,,,46.0,,,,,2.0,-9999.0,-9999.0,
148,2000,1,7,15,,,,20.0,,,-50.0,-9999.0,,,230.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
149,2000,1,7,16,,,,30.0,,,-50.0,-9999.0,,,270.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
150,2000,1,7,17,,,,30.0,,,-40.0,-9999.0,,,280.0,,,103.0,,,,,0.0,-9999.0,-9999.0,,
151,2000,1,7,18,,,,40.0,,,-40.0,-9999.0,,,290.0,,,,87.0,,,,,0.0,-9999.0,-9999.0,
152,2000,1,7,19,,,,40.0,,,-40.0,-9999.0,,,290.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
153,2000,1,7,20,,,,40.0,,,-40.0,-9999.0,,,260.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
154,2000,1,7,21,,,,40.0,,,-30.0,-9999.0,,,260.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
155,2000,1,7,22,,,,40.0,,,-40.0,-9999.0,,,240.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
156,2000,1,7,23,,,,30.0,,,-40.0,-9999.0,,,250.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
157,2000,1,8,0,,,,20.0,,,-40.0,-9999.0,,,230.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
158,2000,1,8,1,,,,30.0,,,-40.0,-9999.0,,,210.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,
159,2000,1,8,2,,,,10.0,,,-50.0,-9999.0,,,230.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
160,2000,1,8,3,,,,10.0,,,-60.0,-9999.0,,,240.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
161,2000,1,8,4,,,,20.0,,,-60.0,-9999.0,,,250.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
162,2000,1,8,5,,,,20.0,,,-60.0,-9999.0,,,260.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
163,2000,1,8,6,,,,20.0,,,-60.0,-9999.0,,,270.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
164,2000,1,8,7,,,,10.0,,,-60.0,-9999.0,,,270.0,,,,98.0,,,,,0.0,-9999.0,-9999.0,
165,2000,1,8,8,,,,20.0,,,-60.0,-9999.0,,,270.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
166,2000,1,8,9,,,,10.0,,,-70.0,-9999.0,,,250.0,,,,82.0,,,,,0.0,-9999.0,-9999.0,
167,2000,1,8,10,,,,10.0,,,-70.0,-9999.0,,,270.0,,,,93.0,,,,,0.0,-9999.0,-9999.0,
168,2000,1,8,11,,,,10.0,,,-60.0,-9999.0,,,280.0,,,,72.0,,,,,0.0,-9999.0,-9999.0,
169,2000,1,8,12,,,,,0.0,,,-60.0,-9999.0,,,270.0,,,,62.0,,,,,0.0,-9999.0,-9999.0
170,2000,1,8,13,,,-30.0,,,-70.0,-9999.0,,,260.0,,,,36.0,,,,,0.0,-9999.0,-9999.0,,
171,2000,1,8,14,,,-10.0,,,-60.0,-9999.0,,,280.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,,
172,2000,1,8,16,,,-40.0,,,-70.0,-9999.0,,,190.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,,
173,2000,1,8,17,,,-20.0,,,-70.0,-9999.0,,,200.0,,,,62.0,,,,,0.0,-9999.0,-9999.0,,
174,2000,1,8,18,,,,10.0,,,-60.0,-9999.0,,,200.0,,,,67.0,,,,,0.0,-9999.0,-9999.0,
175,2000,1,8,19,,,,20.0,,,-60.0,-9999.0,,,200.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,
176,2000,1,8,20,,,,30.0,,,-40.0,-9999.0,,,190.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
177,2000,1,8,21,,,,30.0,,,-50.0,-9999.0,,,190.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,
178,2000,1,8,22,,,,20.0,,,-50.0,-9999.0,,,200.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
179,2000,1,8,23,,,,20.0,,,-60.0,-9999.0,,,200.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,
180,2000,1,9,0,,,,10.0,,,-60.0,-9999.0,,,210.0,,,,21.0,,,,,0.0,-9999.0,-9999.0,
181,2000,1,9,1,,,,,0.0,,,-60.0,-9999.0,,,210.0,,,,21.0,,,,,0.0,-9999.0,-9999.0
182,2000,1,9,2,,,-20.0,,,-70.0,-9999.0,,,240.0,,,,46.0,,,,,0.0,-9999.0,-9999.0,,
183,2000,1,9,3,,,-30.0,,,-80.0,-9999.0,,,170.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,,
184,2000,1,9,4,,,-20.0,,,-60.0,-9999.0,,,170.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,,
185,2000,1,9,5,,,-10.0,,,-50.0,-9999.0,,,210.0,,,,51.0,,,,,4.0,-9999.0,-9999.0,,
186,2000,1,9,8,,,,10.0,,,-20.0,-9999.0,,,260.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
187,2000,1,9,9,,,,20.0,,,-40.0,-9999.0,,,260.0,,,,57.0,,,,,0.0,-9999.0,-9999.0,
188,2000,1,9,10,,,,20.0,,,-50.0,-9999.0,,,270.0,,,,51.0,,,,,0.0,-9999.0,-9999.0,
189,2000,1,9,11,,,,20.0,,,-50.0,-9999.0,,,280.0,,,,36.0,,,,,2.0,-9999.0,-9999.0,
190,2000,1,9,12,,,,20.0,,,-50.0,-9999.0,,,280.0,,,,87.0,,,,,7.0,-9999.0,-9999.0,
191,2000,1,9,13,,,,20.0,,,-40.0,-9999.0,,,280.0,,,,98.0,,,,,7.0,-9999.0,-9999.0,
192,2000,1,9,15,,,,20.0,,,-40.0,-9999.0,,,280.0,,,,87.0,,,,,8.0,-9999.0,-9999.0,
193,2000,1,9,16,,,,20.0,,,-40.0,-9999.0,,,290.0,,,118.0,,,,,7.0,-9999.0,-9999.0,,
194,2000,1,9,17,,,,30.0,,,-40.0,-9999.0,,,300.0,,,,93.0,,,,,0.0,-9999.0,-9999.0,
195,2000,1,9,18,,,,30.0,,,-40.0,-9999.0,,,300.0,,,,87.0,,,,,7.0,-9999.0,-9999.0,
196,2000,1,9,19,,,,30.0,,,-40.0,-9999.0,,,320.0,,,,77.0,,,,,0.0,-9999.0,-9999.0,
197,2000,1,9,20,,,,30.0,,,-40.0,-9999.0,,,300.0,,,,26.0,,,,,4.0,-9999.0,-9999.0,
198,2000,1,9,21,,,,30.0,,,-40.0,-9999.0,,,300.0,,,,31.0,,,,,2.0,-9999.0,-9999.0,
199,2000,1,9,23,,,,10.0,,,-50.0,-9999.0,,,220.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,
200,2000,1,10,0,,,-20.0,,,-60.0,-9999.0,,,230.0,,,,31.0,,,,,0.0,-9999.0,-9999.0,,
201,2000,1,10,1,,,-30.0,,,-70.0,-9999.0,,,220.0,,,,26.0,,,,,0.0,-9999.0,-9999.0,,
202,2000,1,10,3,,,-40.0,,,-70.0,-9999.0,,,200.0,,,,36.0,,,,,2.0,-9999.0,-9999.0,,
203,2000,1,10,4,,,-20.0,,,-60.0,-9999.0,,,190.0,,,,21.0,,,,,7.0,-9999.0,-9999.0,,
204,2000,1,10,5,,,-20.0,,,-60.0,-9999.0,,,180.0,,,,26.0,,,,,7.0,-9999.0,-9999.0,,
205,2000,1,10,6,,,-10.0,,,-60.0,-9999.0,,,220.0,,,,36.0,,,,,7.0,-9999.0,-9999.0,,
206,2000,1,10,7,,,-10.0,,,-60.0,-9999.0,,,190.0,,,,36.0,,,,,8.0,-9999.0,-9999.0,,
207,2000,1,10,8,,,,10.0,,,-10.0,-9999.0,,,270.0,,,,41.0,,,,,8.0,-9999.0,-9999.0,
208,2000,1,10,9,,,,20.0,,,-20.0,-9999.0,,,270.0,,,,98.0,,,,,8.0,-9999.0,-9999.0,
209,2000,1,10,10,,,,10.0,,,-40.0,-9999.0,,,270.0,,,134.0,,,,,7.0,-9999.0,-9999.0,,
210,2000,1,10,11,,,,,0.0,,,-60.0,-9999.0,,,290.0,,,134.0,,,,,8.0,-9999.0,-9999.0,
