,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
682,2015,1,30,13,,-330,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
683,2015,1,30,14,,-330,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
684,2015,1,30,15,,-330,-9999,-9999.0,,,,50.0,,,,21,-9999.0,-9999.0,-9999.0
685,2015,1,30,17,,-330,-9999,-9999.0,,,,60.0,,,,15,-9999.0,-9999.0,-9999.0
686,2015,1,30,19,,-330,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
687,2015,1,30,20,,-330,-9999,-9999.0,,,,70.0,,,,21,-9999.0,-9999.0,-9999.0
688,2015,1,30,21,,-330,-9999,-9999.0,,,,60.0,,,,15,-9999.0,-9999.0,-9999.0
689,2015,1,30,23,,-330,-9999,-9999.0,,,,60.0,,,,10,-9999.0,-9999.0,-9999.0
690,2015,1,31,1,,-330,-9999,-9999.0,,,,90.0,,,,10,-9999.0,-9999.0,-9999.0
691,2015,1,31,2,,-330,-9999,-9999.0,,,,70.0,,,,10,-9999.0,-9999.0,-9999.0
692,2015,1,31,3,,-330,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
693,2015,1,31,4,,-329,-9999,-9999.0,,,,90.0,,,,15,-9999.0,-9999.0,-9999.0
694,2015,1,31,5,,-329,-9999,-9999.0,,,,90.0,,,,26,-9999.0,-9999.0,-9999.0
695,2015,1,31,6,,-329,-9999,-9999.0,,,100.0,,,,31.0,-9999,-9999.0,-9999.0,
696,2015,1,31,7,,-329,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
697,2015,1,31,8,,-329,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
698,2015,1,31,9,,-329,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
699,2015,1,31,10,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
700,2015,1,31,11,,-329,-9999,-9999.0,,,,80.0,,,,31,-9999.0,-9999.0,-9999.0
701,2015,1,31,12,,-329,-9999,-9999.0,,,,90.0,,,,46,-9999.0,-9999.0,-9999.0
702,2015,1,31,13,,-329,-9999,-9999.0,,,100.0,,,,36.0,-9999,-9999.0,-9999.0,
703,2015,1,31,14,,-329,-9999,-9999.0,,,100.0,,,,31.0,-9999,-9999.0,-9999.0,
704,2015,1,31,15,,-329,-9999,-9999.0,,,100.0,,,,31.0,-9999,-9999.0,-9999.0,
705,2015,1,31,16,,-329,-9999,-9999.0,,,100.0,,,,31.0,-9999,-9999.0,-9999.0,
706,2015,1,31,17,,-329,-9999,-9999.0,,,100.0,,,,26.0,-9999,-9999.0,-9999.0,
707,2015,1,31,18,,-329,-9999,-9999.0,,,,90.0,,,,26,-9999.0,-9999.0,-9999.0
708,2015,1,31,19,,-329,-9999,-9999.0,,,,90.0,,,,10,-9999.0,-9999.0,-9999.0
709,2015,1,31,20,,-329,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
710,2015,1,31,21,,-329,-9999,-9999.0,,,,70.0,,,,21,-9999.0,-9999.0,-9999.0
711,2015,1,31,22,,-329,-9999,-9999.0,,,,70.0,,,,15,-9999.0,-9999.0,-9999.0
712,2015,1,31,23,,-329,-9999,-9999.0,,,,70.0,,,,15,-9999.0,-9999.0,-9999.0
713,2015,2,1,0,,-329,-9999,-9999.0,,,,70.0,,,,21,-9999.0,-9999.0,-9999.0
714,2015,2,1,1,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
715,2015,2,1,2,,-329,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
716,2015,2,1,3,,-329,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
717,2015,2,1,4,,-329,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
718,2015,2,1,5,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
719,2015,2,1,6,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
720,2015,2,1,7,,-329,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
721,2015,2,1,8,-9999.0,-9999,-9999,,,,70.0,,,,26.0,-9999,-9999.0,-9999.0,
722,2015,2,1,9,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
723,2015,2,1,10,,-328,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
724,2015,2,1,11,,-328,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
725,2015,2,1,12,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
726,2015,2,1,13,,-328,-9999,-9999.0,,,,,0.0,-9999.0,-9999.0,-9999,-9999.0,,
727,2015,2,1,14,,-328,-9999,-9999.0,,,,90.0,,,,21,-9999.0,-9999.0,-9999.0
728,2015,2,1,15,,-328,-9999,-9999.0,,,100.0,,,,15.0,-9999,-9999.0,-9999.0,
729,2015,2,1,16,,-328,-9999,-9999.0,,,120.0,,,,21.0,-9999,-9999.0,-9999.0,
730,2015,2,1,17,,-328,-9999,-9999.0,,,130.0,,,,21.0,-9999,-9999.0,-9999.0,
731,2015,2,1,18,,-328,-9999,-9999.0,,,120.0,,,,15.0,-9999,-9999.0,-9999.0,
732,2015,2,1,19,,-328,-9999,-9999.0,,,100.0,,,,15.0,-9999,-9999.0,-9999.0,
733,2015,2,1,20,,-328,-9999,-9999.0,,,100.0,,,,,5,-9999.0,-9999.0,-9999.0
734,2015,2,1,21,,-328,-9999,-9999.0,,,100.0,,,,,5,-9999.0,-9999.0,-9999.0
735,2015,2,1,23,,-271,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
736,2015,2,2,0,,-328,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
737,2015,2,2,1,,-328,-9999,-9999.0,,,,80.0,,,,15,-9999.0,-9999.0,-9999.0
738,2015,2,2,2,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
739,2015,2,2,3,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
740,2015,2,2,4,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
741,2015,2,2,5,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
742,2015,2,2,6,,-328,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
743,2015,2,2,7,,-328,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
744,2015,2,2,8,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
745,2015,2,2,9,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
746,2015,2,2,10,,-328,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
747,2015,2,2,11,,-328,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
748,2015,2,2,12,,-328,-9999,-9999.0,,,,70.0,,,,15,-9999.0,-9999.0,-9999.0
749,2015,2,2,13,,-328,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
750,2015,2,2,14,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
751,2015,2,2,15,,-328,-9999,-9999.0,,,,90.0,,,,21,-9999.0,-9999.0,-9999.0
752,2015,2,2,16,,-328,-9999,-9999.0,,,100.0,,,,26.0,-9999,-9999.0,-9999.0,
753,2015,2,2,17,,-328,-9999,-9999.0,,,100.0,,,,26.0,-9999,-9999.0,-9999.0,
754,2015,2,2,18,,-328,-9999,-9999.0,,,100.0,,,,26.0,-9999,-9999.0,-9999.0,
755,2015,2,2,20,,-328,-9999,-9999.0,,,,70.0,,,,10,-9999.0,-9999.0,-9999.0
756,2015,2,2,22,,-328,-9999,-9999.0,,,,70.0,,,,15,-9999.0,-9999.0,-9999.0
757,2015,2,2,23,,-328,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
758,2015,2,3,0,,-328,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
759,2015,2,3,1,,-328,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
760,2015,2,3,2,,-328,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
761,2015,2,3,3,,-328,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
762,2015,2,3,4,,-328,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
763,2015,2,3,5,,-328,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
764,2015,2,3,6,,-328,-9999,-9999.0,,,,60.0,,,,36,-9999.0,-9999.0,-9999.0
765,2015,2,3,7,,-327,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
766,2015,2,3,8,,-327,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
767,2015,2,3,9,,-327,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
768,2015,2,3,10,,-327,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
769,2015,2,3,11,,-327,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
770,2015,2,3,12,,-327,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
771,2015,2,3,13,,-327,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
772,2015,2,3,14,,-327,-9999,-9999.0,,,,80.0,,,,41,-9999.0,-9999.0,-9999.0
773,2015,2,3,15,,-327,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
774,2015,2,3,16,,-328,-9999,-9999.0,,,,90.0,,,,41,-9999.0,-9999.0,-9999.0
775,2015,2,3,17,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
776,2015,2,3,18,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
777,2015,2,3,19,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
778,2015,2,3,20,,-328,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
779,2015,2,3,21,,-328,-9999,-9999.0,,,,90.0,,,,26,-9999.0,-9999.0,-9999.0
780,2015,2,3,22,,-328,-9999,-9999.0,,,,80.0,,,,21,-9999.0,-9999.0,-9999.0
781,2015,2,3,23,,-328,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
782,2015,2,4,0,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
783,2015,2,4,1,,-328,-9999,-9999.0,,,,60.0,,,,41,-9999.0,-9999.0,-9999.0
784,2015,2,4,2,,-328,-9999,-9999.0,,,,50.0,,,,36,-9999.0,-9999.0,-9999.0
785,2015,2,4,3,,-328,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
786,2015,2,4,4,,-328,-9999,-9999.0,,,,50.0,,,,46,-9999.0,-9999.0,-9999.0
787,2015,2,4,5,,-328,-9999,-9999.0,,,,50.0,,,,51,-9999.0,-9999.0,-9999.0
788,2015,2,4,6,-9999.0,-9999,-9999,,,,,0.0,-9999.0,-9999.0,-9999.0,-9999,,,
789,2015,2,4,7,,-328,-9999,-9999.0,,,,50.0,,,,57,-9999.0,-9999.0,-9999.0
790,2015,2,4,8,,-328,-9999,-9999.0,,,,50.0,,,,62,-9999.0,-9999.0,-9999.0
791,2015,2,4,9,,-328,-9999,-9999.0,,,,50.0,,,,62,-9999.0,-9999.0,-9999.0
792,2015,2,4,10,,-328,-9999,-9999.0,,,,50.0,,,,67,-9999.0,-9999.0,-9999.0
793,2015,2,4,11,,-328,-9999,-9999.0,,,,50.0,,,,62,-9999.0,-9999.0,-9999.0
794,2015,2,4,12,,-328,-9999,-9999.0,,,,50.0,,,,46,-9999.0,-9999.0,-9999.0
795,2015,2,4,13,,-328,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
796,2015,2,4,14,,-328,-9999,-9999.0,,,,50.0,,,,10,-9999.0,-9999.0,-9999.0
797,2015,2,4,15,,-328,-9999,-9999.0,,,,60.0,,,,10,-9999.0,-9999.0,-9999.0
798,2015,2,4,18,,-328,-9999,-9999.0,,,,60.0,,,,15,-9999.0,-9999.0,-9999.0
799,2015,2,4,19,,-328,-9999,-9999.0,,,,60.0,,,,10,-9999.0,-9999.0,-9999.0
800,2015,2,4,22,,-328,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
801,2015,2,4,23,,-328,-9999,-9999.0,,,,70.0,,,,10,-9999.0,-9999.0,-9999.0
802,2015,2,5,0,,-328,-9999,-9999.0,,,,70.0,,,,10,-9999.0,-9999.0,-9999.0
803,2015,2,5,1,,-328,-9999,-9999.0,,,,70.0,,,,10,-9999.0,-9999.0,-9999.0
804,2015,2,5,2,,-328,-9999,-9999.0,,,,70.0,,,,15,-9999.0,-9999.0,-9999.0
805,2015,2,5,3,,-328,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
806,2015,2,5,4,,-328,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
807,2015,2,5,5,,-328,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
808,2015,2,5,6,,-328,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
809,2015,2,5,7,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
810,2015,2,5,8,,-328,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
811,2015,2,5,9,,-328,-9999,-9999.0,,,,80.0,,,,46,-9999.0,-9999.0,-9999.0
812,2015,2,5,10,,-328,-9999,-9999.0,,,,80.0,,,,41,-9999.0,-9999.0,-9999.0
813,2015,2,5,11,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
814,2015,2,5,12,,-328,-9999,-9999.0,,,,80.0,,,,36,-9999.0,-9999.0,-9999.0
815,2015,2,5,13,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
816,2015,2,5,14,,-329,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
817,2015,2,5,15,,-329,-9999,-9999.0,,,,70.0,,,,36,-9999.0,-9999.0,-9999.0
818,2015,2,5,16,-9999.0,-9999,-9999,,,,70.0,,,,36.0,-9999,-9999.0,-9999.0,
819,2015,2,5,17,,-329,-9999,-9999.0,,,,70.0,,,,36,-9999.0,-9999.0,-9999.0
820,2015,2,5,18,,-329,-9999,-9999.0,,,,70.0,,,,36,-9999.0,-9999.0,-9999.0
821,2015,2,5,19,,-329,-9999,-9999.0,,,,70.0,,,,36,-9999.0,-9999.0,-9999.0
822,2015,2,5,20,,-329,-9999,-9999.0,,,,70.0,,,,46,-9999.0,-9999.0,-9999.0
823,2015,2,5,21,,-329,-9999,-9999.0,,,,,0.0,-9999.0,-9999.0,-9999,-9999.0,,
824,2015,2,5,22,,-329,-9999,-9999.0,,,,60.0,,,,46,-9999.0,-9999.0,-9999.0
825,2015,2,5,23,,-329,-9999,-9999.0,,,,60.0,,,,41,-9999.0,-9999.0,-9999.0
826,2015,2,6,0,,-329,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
827,2015,2,6,1,,-329,-9999,-9999.0,,,,50.0,,,,51,-9999.0,-9999.0,-9999.0
828,2015,2,6,2,,-329,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
829,2015,2,6,3,,-329,-9999,-9999.0,,,,60.0,,,,72,-9999.0,-9999.0,-9999.0
830,2015,2,6,4,,-329,-9999,-9999.0,,,,50.0,,,,82,-9999.0,-9999.0,-9999.0
831,2015,2,6,5,,-329,-9999,-9999.0,,,,50.0,,,,72,-9999.0,-9999.0,-9999.0
832,2015,2,6,6,,-329,-9999,-9999.0,,,,50.0,,,103.0,-9999,-9999.0,-9999.0,
833,2015,2,6,7,,-329,-9999,-9999.0,,,,50.0,,,118.0,-9999,-9999.0,-9999.0,
834,2015,2,6,8,,-329,-9999,-9999.0,,,,50.0,,,103.0,-9999,-9999.0,-9999.0,
835,2015,2,6,9,,-329,-9999,-9999.0,,,,,0.0,-9999.0,-9999.0,-9999,-9999.0,,
836,2015,2,6,10,,-329,-9999,-9999.0,,,,40.0,,,,88,-9999.0,-9999.0,-9999.0
837,2015,2,6,11,,-330,-9999,-9999.0,,,,40.0,,,,88,-9999.0,-9999.0,-9999.0
838,2015,2,6,12,,-330,-9999,-9999.0,,,,40.0,,,,88,-9999.0,-9999.0,-9999.0
839,2015,2,6,13,,-330,-9999,-9999.0,,,,30.0,,,,88,-9999.0,-9999.0,-9999.0
840,2015,2,6,14,,-330,-9999,-9999.0,,,,30.0,,,,57,-9999.0,-9999.0,-9999.0
841,2015,2,6,15,,-330,-9999,-9999.0,,,,30.0,,,,41,-9999.0,-9999.0,-9999.0
842,2015,2,6,16,,-330,-9999,-9999.0,,,,40.0,,,,46,-9999.0,-9999.0,-9999.0
843,2015,2,6,17,,-330,-9999,-9999.0,,,,50.0,,,,46,-9999.0,-9999.0,-9999.0
844,2015,2,6,18,,-330,-9999,-9999.0,,,,50.0,,,,57,-9999.0,-9999.0,-9999.0
845,2015,2,6,19,,-330,-9999,-9999.0,,,,50.0,,,,67,-9999.0,-9999.0,-9999.0
846,2015,2,6,20,,-330,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
847,2015,2,6,21,,-330,-9999,-9999.0,,,,40.0,,,,46,-9999.0,-9999.0,-9999.0
848,2015,2,6,22,,-330,-9999,-9999.0,,,,40.0,,,,46,-9999.0,-9999.0,-9999.0
849,2015,2,6,23,,-331,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
850,2015,2,7,0,,-331,-9999,-9999.0,,,,40.0,,,,46,-9999.0,-9999.0,-9999.0
851,2015,2,7,1,,-331,-9999,-9999.0,,,,40.0,,,,57,-9999.0,-9999.0,-9999.0
852,2015,2,7,2,,-331,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
853,2015,2,7,3,,-331,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
854,2015,2,7,4,,-331,-9999,-9999.0,,,,,0.0,-9999.0,-9999.0,-9999,-9999.0,,
855,2015,2,7,5,,-331,-9999,-9999.0,,,,40.0,,,,57,-9999.0,-9999.0,-9999.0
856,2015,2,7,6,,-331,-9999,-9999.0,,,,40.0,,,,57,-9999.0,-9999.0,-9999.0
857,2015,2,7,7,,-331,-9999,-9999.0,,,,40.0,,,,62,-9999.0,-9999.0,-9999.0
858,2015,2,7,8,,-331,-9999,-9999.0,,,,40.0,,,,57,-9999.0,-9999.0,-9999.0
859,2015,2,7,9,,-331,-9999,-9999.0,,,,50.0,,,,51,-9999.0,-9999.0,-9999.0
860,2015,2,7,10,,-331,-9999,-9999.0,,,,50.0,,,,36,-9999.0,-9999.0,-9999.0
861,2015,2,7,11,,-331,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
862,2015,2,7,12,,-331,-9999,-9999.0,,,,50.0,,,,10,-9999.0,-9999.0,-9999.0
863,2015,2,7,13,,-331,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
864,2015,2,7,14,,-331,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
865,2015,2,7,15,,-331,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
866,2015,2,7,16,,-331,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
867,2015,2,7,17,,-331,-9999,-9999.0,,,,40.0,,,,15,-9999.0,-9999.0,-9999.0
868,2015,2,7,18,,-331,-9999,-9999.0,,,,30.0,,,,15,-9999.0,-9999.0,-9999.0
869,2015,2,7,19,,-331,-9999,-9999.0,,,,40.0,,,,15,-9999.0,-9999.0,-9999.0
870,2015,2,7,20,,-331,-9999,-9999.0,,,,40.0,,,,26,-9999.0,-9999.0,-9999.0
871,2015,2,7,21,,-331,-9999,-9999.0,,,,50.0,,,,21,-9999.0,-9999.0,-9999.0
872,2015,2,7,22,,-331,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
873,2015,2,7,23,,-331,-9999,-9999.0,,,,40.0,,,,10,-9999.0,-9999.0,-9999.0
874,2015,2,8,0,,-331,-9999,-9999.0,,,,40.0,,,,10,-9999.0,-9999.0,-9999.0
875,2015,2,8,1,,-331,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
876,2015,2,8,2,,-331,-9999,-9999.0,,,,50.0,,,,31,-9999.0,-9999.0,-9999.0
877,2015,2,8,3,,-331,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
878,2015,2,8,4,,-331,-9999,-9999.0,,,,40.0,,,,57,-9999.0,-9999.0,-9999.0
879,2015,2,8,5,,-331,-9999,-9999.0,,,,40.0,,,,51,-9999.0,-9999.0,-9999.0
880,2015,2,8,6,,-331,-9999,-9999.0,,,,50.0,,,,15,-9999.0,-9999.0,-9999.0
881,2015,2,8,7,,-331,-9999,-9999.0,,,,50.0,,,,26,-9999.0,-9999.0,-9999.0
882,2015,2,8,8,,-331,-9999,-9999.0,,,,60.0,,,,26,-9999.0,-9999.0,-9999.0
883,2015,2,8,9,,-331,-9999,-9999.0,,,,80.0,,,,41,-9999.0,-9999.0,-9999.0
884,2015,2,8,10,,-331,-9999,-9999.0,,,,,0.0,-9999.0,-9999.0,-9999,-9999.0,,
885,2015,2,8,11,,-331,-9999,-9999.0,,,,80.0,,,,41,-9999.0,-9999.0,-9999.0
886,2015,2,8,12,,-331,-9999,-9999.0,,,,90.0,,,,57,-9999.0,-9999.0,-9999.0
887,2015,2,8,13,,-332,-9999,-9999.0,,,,90.0,,,,57,-9999.0,-9999.0,-9999.0
888,2015,2,8,14,,-332,-9999,-9999.0,,,,90.0,,,,57,-9999.0,-9999.0,-9999.0
889,2015,2,8,15,,-332,-9999,-9999.0,,,,90.0,,,,57,-9999.0,-9999.0,-9999.0
890,2015,2,8,16,,-332,-9999,-9999.0,,,,90.0,,,,51,-9999.0,-9999.0,-9999.0
891,2015,2,8,17,,-332,-9999,-9999.0,,,,90.0,,,,46,-9999.0,-9999.0,-9999.0
892,2015,2,8,18,,-332,-9999,-9999.0,,,,90.0,,,,46,-9999.0,-9999.0,-9999.0
893,2015,2,8,19,,-332,-9999,-9999.0,,,,80.0,,,,41,-9999.0,-9999.0,-9999.0
894,2015,2,8,20,,-332,-9999,-9999.0,,,,80.0,,,,31,-9999.0,-9999.0,-9999.0
895,2015,2,8,21,,-332,-9999,-9999.0,,,,80.0,,,,31,-9999.0,-9999.0,-9999.0
896,2015,2,8,22,,-332,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
897,2015,2,8,23,,-332,-9999,-9999.0,,,,80.0,,,,26,-9999.0,-9999.0,-9999.0
898,2015,2,9,0,,-332,-9999,-9999.0,,,,70.0,,,,26,-9999.0,-9999.0,-9999.0
899,2015,2,9,1,,-332,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
900,2015,2,9,2,,-332,-9999,-9999.0,,,,60.0,,,,21,-9999.0,-9999.0,-9999.0
901,2015,2,9,3,,-332,-9999,-9999.0,,,,70.0,,,,31,-9999.0,-9999.0,-9999.0
902,2015,2,9,4,,-332,-9999,-9999.0,,,,50.0,,,,41,-9999.0,-9999.0,-9999.0
903,2015,2,9,5,,-332,-9999,-9999.0,,,,70.0,,,,46,-9999.0,-9999.0,-9999.0
904,2015,2,9,6,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
905,2015,2,9,7,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
906,2015,2,9,8,,-332,-9999,-9999.0,,,,50.0,,,,46,-9999.0,-9999.0,-9999.0
907,2015,2,9,9,,-332,-9999,-9999.0,,,,60.0,,,,62,-9999.0,-9999.0,-9999.0
908,2015,2,9,10,,-332,-9999,-9999.0,,,,50.0,,,,67,-9999.0,-9999.0,-9999.0
909,2015,2,9,11,,-332,-9999,-9999.0,,,,50.0,,,,51,-9999.0,-9999.0,-9999.0
910,2015,2,9,12,,-332,-9999,-9999.0,,,,50.0,,,,46,-9999.0,-9999.0,-9999.0
911,2015,2,9,13,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
912,2015,2,9,14,,-332,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
913,2015,2,9,15,,-332,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
914,2015,2,9,16,,-332,-9999,-9999.0,-9999.0,,,,26.0,-9999.0,-9999.0,-9999,,,
915,2015,2,9,17,,-332,-9999,-9999.0,-9999.0,,,,31.0,-9999.0,-9999.0,-9999,,,
916,2015,2,9,18,,-332,-9999,-9999.0,,,,60.0,,,,36,-9999.0,-9999.0,-9999.0
917,2015,2,9,19,,-332,-9999,-9999.0,,,,60.0,,,,36,-9999.0,-9999.0,-9999.0
918,2015,2,9,20,,-332,-9999,-9999.0,,,,60.0,,,,46,-9999.0,-9999.0,-9999.0
919,2015,2,9,21,,-332,-9999,-9999.0,,,,60.0,,,,31,-9999.0,-9999.0,-9999.0
920,2015,2,9,22,,-332,-9999,-9999.0,,,,60.0,,,,41,-9999.0,-9999.0,-9999.0
921,2015,2,9,23,,-332,-9999,-9999.0,,,,60.0,,,,41,-9999.0,-9999.0,-9999.0
922,2015,2,10,0,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
923,2015,2,10,1,,-332,-9999,-9999.0,,,,60.0,,,,46,-9999.0,-9999.0,-9999.0
924,2015,2,10,2,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
925,2015,2,10,3,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
926,2015,2,10,4,,-332,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
927,2015,2,10,5,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
928,2015,2,10,6,,-332,-9999,-9999.0,,,,60.0,,,,51,-9999.0,-9999.0,-9999.0
929,2015,2,10,7,,-332,-9999,-9999.0,,,,60.0,,,,62,-9999.0,-9999.0,-9999.0
930,2015,2,10,8,,-332,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
931,2015,2,10,9,,-332,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
932,2015,2,10,10,,-332,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
933,2015,2,10,11,,-332,-9999,-9999.0,,,,60.0,,,,57,-9999.0,-9999.0,-9999.0
934,2015,2,10,12,,-332,-9999,-9999.0,,,,50.0,,,,62,-9999.0,-9999.0,-9999.0
